DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,20:27:55:129,02462,----,
2025-07-28,20:27:55:231,02463,----,
2025-07-28,20:27:55:339,02463,----,
2025-07-28,20:27:55:448,02464,----,
2025-07-28,20:27:55:557,02483,----,
2025-07-28,20:27:55:667,02484,----,
2025-07-28,20:27:55:775,02496,----,
2025-07-28,20:27:55:885,02496,----,
2025-07-28,20:27:55:993,02496,----,
2025-07-28,20:27:56:100,02497,----,
2025-07-28,20:27:56:212,02497,----,
2025-07-28,20:27:56:319,02498,----,
2025-07-28,20:27:56:442,02508,----,
2025-07-28,20:27:56:547,02509,----,
2025-07-28,20:27:56:651,02509,----,
2025-07-28,20:27:56:767,02525,----,
2025-07-28,20:27:56:874,02525,----,
2025-07-28,20:27:56:982,02525,----,
2025-07-28,20:27:57:092,02525,----,
2025-07-28,20:27:57:199,02525,----,
2025-07-28,20:27:57:307,02510,----,
2025-07-28,20:27:57:414,02510,----,
2025-07-28,20:27:57:522,02511,----,
2025-07-28,20:27:57:631,02525,----,
2025-07-28,20:27:57:739,02526,----,
2025-07-28,20:27:57:862,02526,----,
2025-07-28,20:27:57:973,02450,----,
2025-07-28,20:27:58:082,02190,----,
2025-07-28,20:27:58:189,02116,----,
2025-07-28,20:27:58:298,01973,----,
2025-07-28,20:27:58:408,01886,----,
2025-07-28,20:27:58:516,01767,----,
2025-07-28,20:27:58:624,01693,----,
2025-07-28,20:27:58:733,01627,----,
2025-07-28,20:27:58:843,01614,----,
2025-07-28,20:27:58:951,01613,----,
2025-07-28,20:27:59:059,01585,----,
2025-07-28,20:27:59:161,01596,----,
2025-07-28,20:27:59:276,01596,----,
2025-07-28,20:27:59:384,01545,----,
2025-07-28,20:27:59:492,01545,----,
2025-07-28,20:27:59:601,01521,----,
2025-07-28,20:27:59:710,00990,----,
2025-07-28,20:27:59:818,00835,----,
2025-07-28,20:27:59:927,00900,----,
2025-07-28,20:28:00:051,01017,----,
2025-07-28,20:28:00:159,01251,----,
2025-07-28,20:28:00:268,01298,----,
2025-07-28,20:28:00:374,00968,----,
2025-07-28,20:28:00:482,00843,----,
2025-07-28,20:28:00:589,01001,----,
2025-07-28,20:28:00:698,01164,----,
2025-07-28,20:28:00:805,01235,----,
2025-07-28,20:28:00:914,01257,----,
2025-07-28,20:28:01:023,01271,----,
2025-07-28,20:28:01:131,00905,----,
2025-07-28,20:28:01:239,00790,----,
2025-07-28,20:28:01:364,00761,----,
2025-07-28,20:28:01:472,00762,----,
2025-07-28,20:28:01:579,00762,----,
2025-07-28,20:28:01:681,00747,----,
2025-07-28,20:28:01:796,00747,----,
2025-07-28,20:28:01:904,00747,----,
2025-07-28,20:28:02:012,00748,----,
2025-07-28,20:28:02:121,00761,----,
2025-07-28,20:28:02:230,00967,----,
2025-07-28,20:28:02:338,01164,----,
2025-07-28,20:28:02:448,01262,----,
2025-07-28,20:28:02:560,01337,----,
2025-07-28,20:28:02:668,01403,----,
2025-07-28,20:28:02:778,01433,----,
2025-07-28,20:28:02:886,01487,----,
2025-07-28,20:28:02:994,01510,----,
2025-07-28,20:28:03:103,01549,----,
2025-07-28,20:28:03:213,01568,----,
2025-07-28,20:28:03:321,01604,----,
2025-07-28,20:28:03:430,01625,----,
2025-07-28,20:28:03:538,01650,----,
2025-07-28,20:28:03:647,01672,----,
2025-07-28,20:28:03:756,01673,----,
2025-07-28,20:28:03:864,01707,----,
2025-07-28,20:28:03:988,01708,----,
2025-07-28,20:28:04:096,01734,----,
2025-07-28,20:28:04:204,01734,----,
2025-07-28,20:28:04:312,01754,----,
2025-07-28,20:28:04:421,01766,----,
2025-07-28,20:28:04:529,01783,----,
2025-07-28,20:28:04:638,01784,----,
2025-07-28,20:28:04:746,01797,----,
2025-07-28,20:28:04:852,01812,----,
2025-07-28,20:28:04:961,01825,----,
2025-07-28,20:28:05:070,01854,----,
2025-07-28,20:28:05:180,01872,----,
2025-07-28,20:28:05:290,01885,----,
2025-07-28,20:28:05:400,01903,----,
2025-07-28,20:28:05:508,01919,----,
2025-07-28,20:28:05:617,01919,----,
2025-07-28,20:28:05:726,01935,----,
2025-07-28,20:28:05:835,01949,----,
2025-07-28,20:28:05:942,01963,----,
2025-07-28,20:28:06:065,01964,----,
2025-07-28,20:28:06:175,01983,----,
2025-07-28,20:28:06:271,01998,----,
2025-07-28,20:28:06:394,01998,----,
2025-07-28,20:28:06:501,01999,----,
2025-07-28,20:28:06:611,02000,----,
2025-07-28,20:28:06:712,02000,----,
2025-07-28,20:28:06:828,01975,----,
2025-07-28,20:28:06:936,01915,----,
2025-07-28,20:28:07:047,01915,----,
2025-07-28,20:28:07:154,01916,----,
2025-07-28,20:28:07:262,01915,----,
2025-07-28,20:28:07:371,01902,----,
2025-07-28,20:28:07:479,01885,----,
2025-07-28,20:28:07:587,01885,----,
2025-07-28,20:28:07:695,01885,----,
2025-07-28,20:28:07:806,01855,----,
2025-07-28,20:28:07:914,01807,----,
2025-07-28,20:28:08:023,01790,----,
2025-07-28,20:28:08:131,01682,----,
2025-07-28,20:28:08:239,01604,----,
2025-07-28,20:28:08:349,01564,----,
2025-07-28,20:28:08:471,00816,----,
2025-07-28,20:28:08:580,00858,----,
2025-07-28,20:28:08:688,01122,----,
