DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,16:33:12:831,05363,----,
2025-07-13,16:33:12:944,05365,----,
2025-07-13,16:33:13:048,05365,----,
2025-07-13,16:33:13:162,05367,----,
2025-07-13,16:33:13:266,05369,----,
2025-07-13,16:33:13:380,05391,----,
2025-07-13,16:33:13:484,05391,----,
2025-07-13,16:33:13:597,05391,----,
2025-07-13,16:33:13:711,05393,----,
2025-07-13,16:33:13:814,05394,----,
2025-07-13,16:33:13:928,05398,----,
2025-07-13,16:33:14:030,05402,----,
2025-07-13,16:33:14:143,05402,----,
2025-07-13,16:33:14:257,05247,----,
2025-07-13,16:33:14:361,05014,----,
2025-07-13,16:33:14:475,04726,----,
2025-07-13,16:33:14:577,04726,----,
2025-07-13,16:33:14:691,02137,----,
2025-07-13,16:33:14:804,02128,----,
2025-07-13,16:33:14:907,02105,----,
2025-07-13,16:33:15:024,01978,----,
2025-07-13,16:33:15:124,01978,----,
2025-07-13,16:33:15:237,01986,----,
2025-07-13,16:33:15:351,02000,----,
2025-07-13,16:33:15:464,02224,----,
2025-07-13,16:33:15:566,02224,----,
2025-07-13,16:33:15:679,02229,----,
2025-07-13,16:33:15:783,02234,----,
2025-07-13,16:33:15:895,02298,----,
2025-07-13,16:33:16:006,02302,----,
2025-07-13,16:33:16:110,02302,----,
2025-07-13,16:33:16:225,02312,----,
2025-07-13,16:33:16:326,02417,----,
2025-07-13,16:33:16:440,02413,----,
2025-07-13,16:33:16:552,02413,----,
2025-07-13,16:33:16:661,02407,----,
2025-07-13,16:33:16:774,02367,----,
2025-07-13,16:33:16:874,02366,----,
2025-07-13,16:33:16:990,02346,----,
2025-07-13,16:33:17:101,02346,----,
2025-07-13,16:33:17:205,02310,----,
2025-07-13,16:33:17:318,01921,----,
2025-07-13,16:33:17:424,01905,----,
2025-07-13,16:33:17:536,01877,----,
2025-07-13,16:33:17:647,01877,----,
2025-07-13,16:33:17:751,01640,----,
2025-07-13,16:33:17:863,01640,----,
2025-07-13,16:33:17:967,01639,----,
2025-07-13,16:33:18:080,01639,----,
2025-07-13,16:33:18:195,01637,----,
2025-07-13,16:33:18:299,01636,----,
2025-07-13,16:33:18:413,01653,----,
2025-07-13,16:33:18:515,01658,----,
2025-07-13,16:33:18:630,01658,----,
2025-07-13,16:33:18:733,01659,----,
2025-07-13,16:33:18:846,01658,----,
2025-07-13,16:33:18:960,01666,----,
2025-07-13,16:33:19:064,01955,----,
2025-07-13,16:33:19:177,01955,----,
2025-07-13,16:33:19:281,01981,----,
2025-07-13,16:33:19:394,02023,----,
2025-07-13,16:33:19:507,02492,----,
2025-07-13,16:33:19:612,02492,----,
2025-07-13,16:33:19:724,02500,----,
2025-07-13,16:33:19:837,02514,----,
2025-07-13,16:33:19:938,02687,----,
2025-07-13,16:33:20:052,02682,----,
2025-07-13,16:33:20:154,02682,----,
2025-07-13,16:33:20:271,02645,----,
2025-07-13,16:33:20:382,02170,----,
2025-07-13,16:33:20:485,02144,----,
2025-07-13,16:33:20:598,02144,----,
2025-07-13,16:33:20:702,02115,----,
2025-07-13,16:33:20:814,01892,----,
2025-07-13,16:33:20:927,01893,----,
2025-07-13,16:33:21:032,01881,----,
2025-07-13,16:33:21:145,01881,----,
2025-07-13,16:33:21:248,01863,----,
2025-07-13,16:33:21:362,01729,----,
2025-07-13,16:33:21:477,01727,----,
2025-07-13,16:33:21:580,01725,----,
2025-07-13,16:33:21:693,01725,----,
2025-07-13,16:33:21:796,01941,----,
2025-07-13,16:33:21:909,01932,----,
2025-07-13,16:33:22:022,01910,----,
2025-07-13,16:33:22:126,01910,----,
2025-07-13,16:33:22:240,01682,----,
2025-07-13,16:33:22:342,01684,----,
2025-07-13,16:33:22:455,01702,----,
2025-07-13,16:33:22:569,02087,----,
2025-07-13,16:33:22:673,02087,----,
2025-07-13,16:33:22:786,02104,----,
2025-07-13,16:33:22:898,02132,----,
2025-07-13,16:33:23:001,02456,----,
2025-07-13,16:33:23:114,02456,----,
2025-07-13,16:33:23:218,02463,----,
2025-07-13,16:33:23:331,02475,----,
2025-07-13,16:33:23:443,02633,----,
2025-07-13,16:33:23:546,02637,----,
2025-07-13,16:33:23:660,02637,----,
2025-07-13,16:33:23:773,02646,----,
2025-07-13,16:33:23:876,02756,----,
2025-07-13,16:33:23:988,02759,----,
2025-07-13,16:33:24:101,02750,----,
2025-07-13,16:33:24:204,02750,----,
2025-07-13,16:33:24:319,02446,----,
2025-07-13,16:33:24:420,02438,----,
2025-07-13,16:33:24:535,02389,----,
2025-07-13,16:33:24:647,02389,----,
2025-07-13,16:33:24:749,01851,----,
2025-07-13,16:33:24:863,01849,----,
2025-07-13,16:33:24:976,01849,----,
2025-07-13,16:33:25:081,01842,----,
2025-07-13,16:33:25:194,01842,----,
2025-07-13,16:33:25:297,01832,----,
2025-07-13,16:33:25:411,01706,----,
2025-07-13,16:33:25:514,01717,----,
2025-07-13,16:33:25:628,01717,----,
2025-07-13,16:33:25:742,01725,----,
2025-07-13,16:33:25:845,01694,----,
2025-07-13,16:33:25:959,01691,----,
2025-07-13,16:33:26:061,01689,----,
2025-07-13,16:33:26:174,01689,----,
2025-07-13,16:33:26:288,01703,----,
2025-07-13,16:33:26:397,01710,----,
