DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,16:46:14:047,04917,----,
2025-07-13,16:46:14:160,04917,----,
2025-07-13,16:46:14:264,04950,----,
2025-07-13,16:46:14:376,04951,----,
2025-07-13,16:46:14:490,04952,----,
2025-07-13,16:46:14:594,04954,----,
2025-07-13,16:46:14:708,04954,----,
2025-07-13,16:46:14:821,04769,----,
2025-07-13,16:46:14:925,02114,----,
2025-07-13,16:46:15:037,02122,----,
2025-07-13,16:46:15:141,02106,----,
2025-07-13,16:46:15:253,02106,----,
2025-07-13,16:46:15:366,01784,----,
2025-07-13,16:46:15:469,01783,----,
2025-07-13,16:46:15:583,01783,----,
2025-07-13,16:46:15:687,01783,----,
2025-07-13,16:46:15:798,01787,----,
2025-07-13,16:46:15:911,01808,----,
2025-07-13,16:46:16:024,02026,----,
2025-07-13,16:46:16:128,02053,----,
2025-07-13,16:46:16:241,02053,----,
2025-07-13,16:46:16:344,02066,----,
2025-07-13,16:46:16:459,02092,----,
2025-07-13,16:46:16:562,02099,----,
2025-07-13,16:46:16:675,02099,----,
2025-07-13,16:46:16:789,02113,----,
2025-07-13,16:46:16:890,02138,----,
2025-07-13,16:46:17:003,02133,----,
2025-07-13,16:46:17:117,02115,----,
2025-07-13,16:46:17:218,02115,----,
2025-07-13,16:46:17:332,01776,----,
2025-07-13,16:46:17:438,01776,----,
2025-07-13,16:46:17:552,01928,----,
2025-07-13,16:46:17:655,01989,----,
2025-07-13,16:46:17:767,01989,----,
2025-07-13,16:46:17:881,02086,----,
2025-07-13,16:46:17:984,02075,----,
2025-07-13,16:46:18:098,02058,----,
2025-07-13,16:46:18:202,02058,----,
2025-07-13,16:46:18:315,01907,----,
2025-07-13,16:46:18:428,01929,----,
2025-07-13,16:46:18:531,02031,----,
2025-07-13,16:46:18:645,01974,----,
2025-07-13,16:46:18:759,01974,----,
2025-07-13,16:46:18:862,01981,----,
2025-07-13,16:46:18:975,01983,----,
2025-07-13,16:46:19:078,02038,----,
2025-07-13,16:46:19:195,02038,----,
2025-07-13,16:46:19:296,02043,----,
2025-07-13,16:46:19:408,02051,----,
2025-07-13,16:46:19:523,02138,----,
2025-07-13,16:46:19:625,02141,----,
2025-07-13,16:46:19:740,02141,----,
2025-07-13,16:46:19:845,02145,----,
2025-07-13,16:46:19:955,02201,----,
2025-07-13,16:46:20:068,02201,----,
2025-07-13,16:46:20:171,02210,----,
2025-07-13,16:46:20:283,02210,----,
2025-07-13,16:46:20:397,02235,----,
2025-07-13,16:46:20:499,02136,----,
2025-07-13,16:46:20:611,02126,----,
2025-07-13,16:46:20:722,02126,----,
2025-07-13,16:46:20:836,02095,----,
2025-07-13,16:46:20:946,01878,----,
2025-07-13,16:46:21:049,01896,----,
2025-07-13,16:46:21:162,01904,----,
2025-07-13,16:46:21:265,01904,----,
2025-07-13,16:46:21:378,01889,----,
2025-07-13,16:46:21:492,01896,----,
2025-07-13,16:46:21:602,01891,----,
2025-07-13,16:46:21:705,01835,----,
2025-07-13,16:46:21:822,01835,----,
2025-07-13,16:46:21:923,01833,----,
2025-07-13,16:46:22:036,01835,----,
2025-07-13,16:46:22:148,02273,----,
2025-07-13,16:46:22:250,02273,----,
2025-07-13,16:46:22:362,02269,----,
2025-07-13,16:46:22:475,02255,----,
2025-07-13,16:46:22:578,02113,----,
2025-07-13,16:46:22:692,02116,----,
2025-07-13,16:46:22:795,02116,----,
2025-07-13,16:46:22:908,02121,----,
2025-07-13,16:46:23:021,02189,----,
2025-07-13,16:46:23:133,02191,----,
2025-07-13,16:46:23:235,02196,----,
2025-07-13,16:46:23:350,02196,----,
2025-07-13,16:46:23:462,02260,----,
2025-07-13,16:46:23:563,02263,----,
2025-07-13,16:46:23:675,02269,----,
2025-07-13,16:46:23:788,02269,----,
2025-07-13,16:46:23:891,02311,----,
2025-07-13,16:46:24:004,02311,----,
2025-07-13,16:46:24:116,02306,----,
2025-07-13,16:46:24:219,02307,----,
2025-07-13,16:46:24:334,02307,----,
2025-07-13,16:46:24:437,02501,----,
2025-07-13,16:46:24:551,02496,----,
2025-07-13,16:46:24:666,02466,----,
2025-07-13,16:46:24:766,02466,----,
2025-07-13,16:46:24:880,01999,----,
2025-07-13,16:46:24:992,01994,----,
2025-07-13,16:46:25:095,01983,----,
2025-07-13,16:46:25:208,01935,----,
2025-07-13,16:46:25:311,01935,----,
2025-07-13,16:46:25:424,02033,----,
2025-07-13,16:46:25:536,02042,----,
2025-07-13,16:46:25:651,01910,----,
2025-07-13,16:46:25:751,01906,----,
2025-07-13,16:46:25:863,01906,----,
2025-07-13,16:46:25:975,01914,----,
2025-07-13,16:46:26:080,02592,----,
2025-07-13,16:46:26:193,02553,----,
2025-07-13,16:46:26:297,02553,----,
2025-07-13,16:46:26:408,02502,----,
2025-07-13,16:46:26:522,02454,----,
2025-07-13,16:46:26:623,02466,----,
2025-07-13,16:46:26:737,02466,----,
2025-07-13,16:46:26:850,02439,----,
2025-07-13,16:46:26:952,02200,----,
2025-07-13,16:46:27:063,02202,----,
2025-07-13,16:46:27:175,02205,----,
2025-07-13,16:46:27:287,02205,----,
2025-07-13,16:46:27:393,02249,----,
2025-07-13,16:46:27:503,02250,----,
2025-07-13,16:46:27:621,02254,----,
