DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,13:14:12:048,08800,----,
2025-06-24,13:14:12:161,08813,----,
2025-06-24,13:14:12:265,08825,----,
2025-06-24,13:14:12:379,08832,----,
2025-06-24,13:14:12:491,08976,----,
2025-06-24,13:14:12:593,08897,----,
2025-06-24,13:14:12:709,08890,----,
2025-06-24,13:14:12:810,08886,----,
2025-06-24,13:14:12:927,08893,----,
2025-06-24,13:14:13:030,08905,----,
2025-06-24,13:14:13:145,08908,----,
2025-06-24,13:14:13:255,08908,----,
2025-06-24,13:14:13:357,08915,----,
2025-06-24,13:14:13:470,08922,----,
2025-06-24,13:14:13:589,08921,----,
2025-06-24,13:14:13:694,08894,----,
2025-06-24,13:14:13:797,08924,----,
2025-06-24,13:14:13:908,08486,----,
2025-06-24,13:14:14:023,07924,----,
2025-06-24,13:14:14:124,02939,----,
2025-06-24,13:14:14:239,02736,----,
2025-06-24,13:14:14:342,02708,----,
2025-06-24,13:14:14:455,02767,----,
2025-06-24,13:14:14:570,02818,----,
2025-06-24,13:14:14:670,02786,----,
2025-06-24,13:14:14:783,02803,----,
2025-06-24,13:14:14:897,02742,----,
2025-06-24,13:14:14:998,02706,----,
2025-06-24,13:14:15:113,02684,----,
2025-06-24,13:14:15:225,02683,----,
2025-06-24,13:14:15:327,02708,----,
2025-06-24,13:14:15:440,02684,----,
2025-06-24,13:14:15:548,02643,----,
2025-06-24,13:14:15:656,02655,----,
2025-06-24,13:14:15:769,02623,----,
2025-06-24,13:14:15:885,02621,----,
2025-06-24,13:14:15:985,02648,----,
2025-06-24,13:14:16:097,02699,----,
2025-06-24,13:14:16:211,02696,----,
2025-06-24,13:14:16:312,02652,----,
2025-06-24,13:14:16:427,02611,----,
2025-06-24,13:14:16:532,02547,----,
2025-06-24,13:14:16:642,02476,----,
2025-06-24,13:14:16:760,02352,----,
2025-06-24,13:14:16:861,02284,----,
2025-06-24,13:14:16:975,02290,----,
2025-06-24,13:14:17:077,02430,----,
2025-06-24,13:14:17:192,02552,----,
2025-06-24,13:14:17:294,02642,----,
2025-06-24,13:14:17:410,02652,----,
2025-06-24,13:14:17:523,02502,----,
2025-06-24,13:14:17:630,02397,----,
2025-06-24,13:14:17:739,02338,----,
2025-06-24,13:14:17:842,03342,----,
2025-06-24,13:14:17:956,04654,----,
2025-06-24,13:14:18:067,05413,----,
2025-06-24,13:14:18:173,05750,----,
2025-06-24,13:14:18:286,05999,----,
2025-06-24,13:14:18:399,06155,----,
2025-06-24,13:14:18:503,06301,----,
2025-06-24,13:14:18:615,06414,----,
2025-06-24,13:14:18:717,06524,----,
2025-06-24,13:14:18:830,06624,----,
2025-06-24,13:14:18:945,06721,----,
2025-06-24,13:14:19:051,06775,----,
2025-06-24,13:14:19:160,06850,----,
2025-06-24,13:14:19:272,06931,----,
2025-06-24,13:14:19:375,07011,----,
2025-06-24,13:14:19:488,07065,----,
2025-06-24,13:14:19:594,07113,----,
2025-06-24,13:14:19:705,07169,----,
2025-06-24,13:14:19:817,07220,----,
2025-06-24,13:14:19:920,07276,----,
2025-06-24,13:14:20:032,07329,----,
2025-06-24,13:14:20:146,07356,----,
2025-06-24,13:14:20:249,07407,----,
2025-06-24,13:14:20:365,07459,----,
2025-06-24,13:14:20:475,05841,----,
2025-06-24,13:14:20:577,02766,----,
2025-06-24,13:14:20:691,02726,----,
2025-06-24,13:14:20:803,02706,----,
2025-06-24,13:14:20:906,02714,----,
2025-06-24,13:14:21:020,02727,----,
2025-06-24,13:14:21:122,02726,----,
2025-06-24,13:14:21:236,02739,----,
2025-06-24,13:14:21:349,02704,----,
2025-06-24,13:14:21:452,02654,----,
2025-06-24,13:14:21:566,02588,----,
2025-06-24,13:14:21:680,02568,----,
2025-06-24,13:14:21:782,02433,----,
2025-06-24,13:14:21:895,02313,----,
2025-06-24,13:14:21:998,02302,----,
2025-06-24,13:14:22:117,02335,----,
2025-06-24,13:14:22:223,02463,----,
2025-06-24,13:14:22:329,02523,----,
2025-06-24,13:14:22:440,02563,----,
2025-06-24,13:14:22:553,02466,----,
2025-06-24,13:14:22:656,02399,----,
2025-06-24,13:14:22:769,02337,----,
2025-06-24,13:14:22:883,02625,----,
2025-06-24,13:14:22:984,04361,----,
2025-06-24,13:14:23:094,05183,----,
2025-06-24,13:14:23:213,05661,----,
2025-06-24,13:14:23:311,05978,----,
2025-06-24,13:14:23:424,06122,----,
2025-06-24,13:14:23:540,06282,----,
2025-06-24,13:14:23:642,06398,----,
2025-06-24,13:14:23:756,06499,----,
2025-06-24,13:14:23:868,06616,----,
2025-06-24,13:14:23:970,06696,----,
2025-06-24,13:14:24:078,06780,----,
2025-06-24,13:14:24:194,06865,----,
2025-06-24,13:14:24:296,06948,----,
2025-06-24,13:14:24:409,07003,----,
2025-06-24,13:14:24:523,07055,----,
2025-06-24,13:14:24:624,07134,----,
2025-06-24,13:14:24:738,07166,----,
2025-06-24,13:14:24:844,07218,----,
2025-06-24,13:14:24:958,07266,----,
2025-06-24,13:14:25:064,07318,----,
2025-06-24,13:14:25:174,07369,----,
2025-06-24,13:14:25:289,07402,----,
2025-06-24,13:14:25:394,07454,----,
2025-06-24,13:14:25:503,07483,----,
2025-06-24,13:14:25:615,07536,----,
