DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,21:28:34:844,04867,----,
2025-06-24,21:28:34:955,04901,----,
2025-06-24,21:28:35:068,04921,----,
2025-06-24,21:28:35:174,04957,----,
2025-06-24,21:28:35:287,04978,----,
2025-06-24,21:28:35:403,05014,----,
2025-06-24,21:28:35:501,05034,----,
2025-06-24,21:28:35:616,05070,----,
2025-06-24,21:28:35:765,05049,----,
2025-06-24,21:28:35:833,04283,----,
2025-06-24,21:28:35:949,04142,----,
2025-06-24,21:28:36:050,03935,----,
2025-06-24,21:28:36:161,03791,----,
2025-06-24,21:28:36:274,02609,----,
2025-06-24,21:28:36:375,02194,----,
2025-06-24,21:28:36:488,02204,----,
2025-06-24,21:28:36:603,02102,----,
2025-06-24,21:28:36:703,02072,----,
2025-06-24,21:28:36:818,02027,----,
2025-06-24,21:28:36:930,01942,----,
2025-06-24,21:28:37:031,01862,----,
2025-06-24,21:28:37:143,01870,----,
2025-06-24,21:28:37:258,01894,----,
2025-06-24,21:28:37:359,01907,----,
2025-06-24,21:28:37:476,01890,----,
2025-06-24,21:28:37:580,01835,----,
2025-06-24,21:28:37:696,01821,----,
2025-06-24,21:28:37:803,01820,----,
2025-06-24,21:28:37:912,01820,----,
2025-06-24,21:28:38:019,01829,----,
2025-06-24,21:28:38:132,01841,----,
2025-06-24,21:28:38:244,01848,----,
2025-06-24,21:28:38:348,01855,----,
2025-06-24,21:28:38:457,02025,----,
2025-06-24,21:28:38:572,02746,----,
2025-06-24,21:28:38:672,03060,----,
2025-06-24,21:28:38:784,03139,----,
2025-06-24,21:28:38:898,03137,----,
2025-06-24,21:28:39:001,03125,----,
2025-06-24,21:28:39:115,02629,----,
2025-06-24,21:28:39:226,02206,----,
2025-06-24,21:28:39:328,02128,----,
2025-06-24,21:28:39:441,02105,----,
2025-06-24,21:28:39:549,02102,----,
2025-06-24,21:28:39:668,02075,----,
2025-06-24,21:28:39:769,01959,----,
2025-06-24,21:28:39:875,01885,----,
2025-06-24,21:28:39:986,01890,----,
2025-06-24,21:28:40:101,01904,----,
2025-06-24,21:28:40:205,01912,----,
2025-06-24,21:28:40:315,01896,----,
2025-06-24,21:28:40:425,01854,----,
2025-06-24,21:28:40:535,01852,----,
2025-06-24,21:28:40:648,01849,----,
2025-06-24,21:28:40:757,01847,----,
2025-06-24,21:28:40:868,01845,----,
2025-06-24,21:28:40:970,01844,----,
2025-06-24,21:28:41:084,01850,----,
2025-06-24,21:28:41:195,01858,----,
2025-06-24,21:28:41:297,01858,----,
2025-06-24,21:28:41:410,01859,----,
2025-06-24,21:28:41:525,01912,----,
2025-06-24,21:28:41:626,02404,----,
2025-06-24,21:28:41:740,03187,----,
2025-06-24,21:28:41:852,03586,----,
2025-06-24,21:28:41:953,03860,----,
2025-06-24,21:28:42:066,04044,----,
2025-06-24,21:28:42:179,04213,----,
2025-06-24,21:28:42:284,04323,----,
2025-06-24,21:28:42:405,04404,----,
2025-06-24,21:28:42:506,04502,----,
2025-06-24,21:28:42:612,04568,----,
2025-06-24,21:28:42:722,04398,----,
2025-06-24,21:28:42:834,03951,----,
2025-06-24,21:28:42:937,03576,----,
2025-06-24,21:28:43:052,02273,----,
2025-06-24,21:28:43:163,02093,----,
2025-06-24,21:28:43:276,02085,----,
2025-06-24,21:28:43:376,02084,----,
2025-06-24,21:28:43:489,02093,----,
2025-06-24,21:28:43:601,02094,----,
2025-06-24,21:28:43:713,01969,----,
2025-06-24,21:28:43:814,01891,----,
2025-06-24,21:28:43:929,01892,----,
2025-06-24,21:28:44:041,01904,----,
2025-06-24,21:28:44:141,01899,----,
2025-06-24,21:28:44:255,01861,----,
2025-06-24,21:28:44:365,01825,----,
2025-06-24,21:28:44:478,01823,----,
2025-06-24,21:28:44:582,01820,----,
2025-06-24,21:28:44:693,01818,----,
2025-06-24,21:28:44:806,01825,----,
2025-06-24,21:28:44:909,01832,----,
2025-06-24,21:28:45:023,01835,----,
2025-06-24,21:28:45:129,01843,----,
2025-06-24,21:28:45:246,01955,----,
2025-06-24,21:28:45:348,02831,----,
2025-06-24,21:28:45:460,03449,----,
2025-06-24,21:28:45:573,03983,----,
2025-06-24,21:28:45:673,04228,----,
2025-06-24,21:28:45:786,04388,----,
2025-06-24,21:28:45:900,04527,----,
2025-06-24,21:28:46:000,04656,----,
2025-06-24,21:28:46:113,04756,----,
2025-06-24,21:28:46:227,04831,----,
2025-06-24,21:28:46:331,04890,----,
2025-06-24,21:28:46:442,04945,----,
2025-06-24,21:28:46:560,04961,----,
2025-06-24,21:28:46:657,04622,----,
2025-06-24,21:28:46:771,04302,----,
2025-06-24,21:28:46:885,02358,----,
2025-06-24,21:28:46:987,02161,----,
2025-06-24,21:28:47:094,02126,----,
2025-06-24,21:28:47:206,02135,----,
2025-06-24,21:28:47:313,02138,----,
2025-06-24,21:28:47:425,02104,----,
2025-06-24,21:28:47:533,01995,----,
2025-06-24,21:28:47:641,01917,----,
2025-06-24,21:28:47:751,01924,----,
2025-06-24,21:28:47:868,01923,----,
2025-06-24,21:28:47:970,01900,----,
2025-06-24,21:28:48:083,01884,----,
2025-06-24,21:28:48:195,01859,----,
2025-06-24,21:28:48:300,01852,----,
2025-06-24,21:28:48:410,01871,----,
