DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,13:15:02:584,06954,----,
2025-06-24,13:15:02:686,07005,----,
2025-06-24,13:15:02:798,07035,----,
2025-06-24,13:15:02:913,07084,----,
2025-06-24,13:15:03:013,07137,----,
2025-06-24,13:15:03:125,07163,----,
2025-06-24,13:15:03:238,07216,----,
2025-06-24,13:15:03:350,07242,----,
2025-06-24,13:15:03:454,07270,----,
2025-06-24,13:15:03:568,07302,----,
2025-06-24,13:15:03:670,07333,----,
2025-06-24,13:15:03:785,07360,----,
2025-06-24,13:15:03:898,07390,----,
2025-06-24,13:15:04:005,07420,----,
2025-06-24,13:15:04:117,07451,----,
2025-06-24,13:15:04:219,07509,----,
2025-06-24,13:15:04:334,03524,----,
2025-06-24,13:15:04:442,02927,----,
2025-06-24,13:15:04:553,02794,----,
2025-06-24,13:15:04:656,02721,----,
2025-06-24,13:15:04:768,02697,----,
2025-06-24,13:15:04:883,02607,----,
2025-06-24,13:15:04:985,02607,----,
2025-06-24,13:15:05:094,02598,----,
2025-06-24,13:15:05:208,02579,----,
2025-06-24,13:15:05:310,02539,----,
2025-06-24,13:15:05:425,02490,----,
2025-06-24,13:15:05:528,02411,----,
2025-06-24,13:15:05:643,02333,----,
2025-06-24,13:15:05:757,02241,----,
2025-06-24,13:15:05:859,02225,----,
2025-06-24,13:15:05:974,02326,----,
2025-06-24,13:15:06:076,02458,----,
2025-06-24,13:15:06:190,02513,----,
2025-06-24,13:15:06:294,02504,----,
2025-06-24,13:15:06:407,02460,----,
2025-06-24,13:15:06:521,02424,----,
2025-06-24,13:15:06:624,02340,----,
2025-06-24,13:15:06:738,02312,----,
2025-06-24,13:15:06:851,02603,----,
2025-06-24,13:15:06:955,04173,----,
2025-06-24,13:15:07:068,04906,----,
2025-06-24,13:15:07:171,05402,----,
2025-06-24,13:15:07:285,05605,----,
2025-06-24,13:15:07:399,05852,----,
2025-06-24,13:15:07:501,06022,----,
2025-06-24,13:15:07:614,06148,----,
2025-06-24,13:15:07:718,06291,----,
2025-06-24,13:15:07:832,06380,----,
2025-06-24,13:15:07:935,06494,----,
2025-06-24,13:15:08:049,06564,----,
2025-06-24,13:15:08:159,06659,----,
2025-06-24,13:15:08:265,06711,----,
2025-06-24,13:15:08:379,06788,----,
2025-06-24,13:15:08:481,06839,----,
2025-06-24,13:15:08:595,06911,----,
2025-06-24,13:15:08:711,06966,----,
2025-06-24,13:15:08:813,07018,----,
2025-06-24,13:15:08:928,07066,----,
2025-06-24,13:15:09:031,05623,----,
2025-06-24,13:15:09:143,02914,----,
2025-06-24,13:15:09:258,02592,----,
2025-06-24,13:15:09:361,02559,----,
2025-06-24,13:15:09:475,02603,----,
2025-06-24,13:15:09:579,02683,----,
2025-06-24,13:15:09:693,02714,----,
2025-06-24,13:15:09:796,02688,----,
2025-06-24,13:15:09:910,02633,----,
2025-06-24,13:15:10:013,02555,----,
2025-06-24,13:15:10:128,02504,----,
2025-06-24,13:15:10:241,02406,----,
2025-06-24,13:15:10:345,02287,----,
2025-06-24,13:15:10:459,02230,----,
2025-06-24,13:15:10:563,02289,----,
2025-06-24,13:15:10:670,02403,----,
2025-06-24,13:15:10:788,02480,----,
2025-06-24,13:15:10:892,02533,----,
2025-06-24,13:15:11:006,02557,----,
2025-06-24,13:15:11:111,02471,----,
2025-06-24,13:15:11:223,02417,----,
2025-06-24,13:15:11:326,02369,----,
2025-06-24,13:15:11:440,02335,----,
2025-06-24,13:15:11:556,03072,----,
2025-06-24,13:15:11:656,04419,----,
2025-06-24,13:15:11:769,05072,----,
2025-06-24,13:15:11:873,05408,----,
2025-06-24,13:15:11:987,05613,----,
2025-06-24,13:15:12:093,05764,----,
2025-06-24,13:15:12:205,05958,----,
2025-06-24,13:15:12:319,06119,----,
2025-06-24,13:15:12:423,06230,----,
2025-06-24,13:15:12:535,06328,----,
2025-06-24,13:15:12:651,06424,----,
2025-06-24,13:15:12:751,06519,----,
2025-06-24,13:15:12:857,06590,----,
2025-06-24,13:15:12:970,06661,----,
2025-06-24,13:15:13:084,06738,----,
2025-06-24,13:15:13:186,06815,----,
2025-06-24,13:15:13:299,06864,----,
2025-06-24,13:15:13:413,06939,----,
2025-06-24,13:15:13:518,06987,----,
2025-06-24,13:15:13:629,07038,----,
2025-06-24,13:15:13:734,07086,----,
2025-06-24,13:15:13:846,07139,----,
2025-06-24,13:15:13:956,07165,----,
2025-06-24,13:15:14:071,07218,----,
2025-06-24,13:15:14:171,07246,----,
2025-06-24,13:15:14:285,07303,----,
2025-06-24,13:15:14:389,04130,----,
2025-06-24,13:15:14:503,02868,----,
2025-06-24,13:15:14:607,02697,----,
2025-06-24,13:15:14:720,02685,----,
2025-06-24,13:15:14:835,02728,----,
2025-06-24,13:15:14:938,02747,----,
2025-06-24,13:15:15:047,02712,----,
2025-06-24,13:15:15:169,02628,----,
2025-06-24,13:15:15:263,02543,----,
2025-06-24,13:15:15:376,02485,----,
2025-06-24,13:15:15:489,02410,----,
2025-06-24,13:15:15:593,02325,----,
2025-06-24,13:15:15:703,02296,----,
2025-06-24,13:15:15:815,02285,----,
2025-06-24,13:15:15:925,02348,----,
2025-06-24,13:15:16:032,02403,----,
2025-06-24,13:15:16:140,02415,----,
