DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,21:53:33:493,05523,----,
2025-06-24,21:53:33:595,05606,----,
2025-06-24,21:53:33:710,05666,----,
2025-06-24,21:53:33:823,05735,----,
2025-06-24,21:53:33:924,05778,----,
2025-06-24,21:53:34:039,05842,----,
2025-06-24,21:53:34:152,05891,----,
2025-06-24,21:53:34:252,05954,----,
2025-06-24,21:53:34:366,05976,----,
2025-06-24,21:53:34:478,06041,----,
2025-06-24,21:53:34:591,06082,----,
2025-06-24,21:53:34:690,06127,----,
2025-06-24,21:53:34:805,06148,----,
2025-06-24,21:53:34:925,06173,----,
2025-06-24,21:53:35:037,06216,----,
2025-06-24,21:53:35:152,06263,----,
2025-06-24,21:53:35:252,06286,----,
2025-06-24,21:53:35:374,06311,----,
2025-06-24,21:53:35:473,06339,----,
2025-06-24,21:53:35:587,06366,----,
2025-06-24,21:53:35:691,06392,----,
2025-06-24,21:53:35:801,06231,----,
2025-06-24,21:53:35:915,05354,----,
2025-06-24,21:53:36:017,04799,----,
2025-06-24,21:53:36:131,04516,----,
2025-06-24,21:53:36:236,04396,----,
2025-06-24,21:53:36:348,04358,----,
2025-06-24,21:53:36:460,04220,----,
2025-06-24,21:53:36:573,02111,----,
2025-06-24,21:53:36:674,01811,----,
2025-06-24,21:53:36:788,01656,----,
2025-06-24,21:53:36:900,01626,----,
2025-06-24,21:53:37:005,01626,----,
2025-06-24,21:53:37:117,01639,----,
2025-06-24,21:53:37:230,01659,----,
2025-06-24,21:53:37:332,01654,----,
2025-06-24,21:53:37:446,01647,----,
2025-06-24,21:53:37:547,01624,----,
2025-06-24,21:53:37:661,01610,----,
2025-06-24,21:53:37:775,01573,----,
2025-06-24,21:53:37:892,01515,----,
2025-06-24,21:53:38:005,01962,----,
2025-06-24,21:53:38:118,03211,----,
2025-06-24,21:53:38:228,03747,----,
2025-06-24,21:53:38:330,04000,----,
2025-06-24,21:53:38:439,04207,----,
2025-06-24,21:53:38:547,04396,----,
2025-06-24,21:53:38:662,04551,----,
2025-06-24,21:53:38:775,04664,----,
2025-06-24,21:53:38:885,04364,----,
2025-06-24,21:53:38:984,04106,----,
2025-06-24,21:53:39:099,04040,----,
2025-06-24,21:53:39:213,03048,----,
2025-06-24,21:53:39:317,01975,----,
2025-06-24,21:53:39:430,01828,----,
2025-06-24,21:53:39:534,01721,----,
2025-06-24,21:53:39:651,01715,----,
2025-06-24,21:53:39:753,01736,----,
2025-06-24,21:53:39:865,01721,----,
2025-06-24,21:53:39:977,01682,----,
2025-06-24,21:53:40:079,01676,----,
2025-06-24,21:53:40:193,01663,----,
2025-06-24,21:53:40:311,01607,----,
2025-06-24,21:53:40:408,01542,----,
2025-06-24,21:53:40:521,01660,----,
2025-06-24,21:53:40:630,03031,----,
2025-06-24,21:53:40:741,03540,----,
2025-06-24,21:53:40:854,03848,----,
2025-06-24,21:53:40:953,04072,----,
2025-06-24,21:53:41:065,04226,----,
2025-06-24,21:53:41:178,04423,----,
2025-06-24,21:53:41:292,04314,----,
2025-06-24,21:53:41:392,03831,----,
2025-06-24,21:53:41:506,03366,----,
2025-06-24,21:53:41:614,02031,----,
2025-06-24,21:53:41:729,01836,----,
2025-06-24,21:53:41:829,01729,----,
2025-06-24,21:53:41:943,01714,----,
2025-06-24,21:53:42:055,01714,----,
2025-06-24,21:53:42:158,01726,----,
2025-06-24,21:53:42:277,01717,----,
2025-06-24,21:53:42:379,01655,----,
2025-06-24,21:53:42:495,01605,----,
2025-06-24,21:53:42:593,01588,----,
2025-06-24,21:53:42:706,01567,----,
2025-06-24,21:53:42:819,01507,----,
2025-06-24,21:53:42:933,01507,----,
2025-06-24,21:53:43:034,01960,----,
2025-06-24,21:53:43:150,03083,----,
2025-06-24,21:53:43:252,03628,----,
2025-06-24,21:53:43:364,03849,----,
2025-06-24,21:53:43:478,04103,----,
2025-06-24,21:53:43:587,04278,----,
2025-06-24,21:53:43:704,04436,----,
2025-06-24,21:53:43:798,04628,----,
2025-06-24,21:53:43:910,04611,----,
2025-06-24,21:53:44:019,03954,----,
2025-06-24,21:53:44:134,03397,----,
2025-06-24,21:53:44:237,01929,----,
2025-06-24,21:53:44:349,01777,----,
2025-06-24,21:53:44:453,01717,----,
2025-06-24,21:53:44:567,01705,----,
2025-06-24,21:53:44:679,01707,----,
2025-06-24,21:53:44:793,01630,----,
2025-06-24,21:53:44:893,01556,----,
2025-06-24,21:53:45:006,01525,----,
2025-06-24,21:53:45:119,01497,----,
2025-06-24,21:53:45:228,01468,----,
2025-06-24,21:53:45:330,01493,----,
2025-06-24,21:53:45:444,02180,----,
2025-06-24,21:53:45:551,03349,----,
2025-06-24,21:53:45:662,03693,----,
2025-06-24,21:53:45:777,03934,----,
2025-06-24,21:53:45:880,04177,----,
2025-06-24,21:53:45:992,04329,----,
2025-06-24,21:53:46:103,04492,----,
2025-06-24,21:53:46:204,04628,----,
2025-06-24,21:53:46:318,04248,----,
2025-06-24,21:53:46:424,03970,----,
2025-06-24,21:53:46:540,03314,----,
2025-06-24,21:53:46:652,01944,----,
2025-06-24,21:53:46:754,01744,----,
2025-06-24,21:53:46:867,01681,----,
2025-06-24,21:53:46:970,01667,----,
2025-06-24,21:53:47:081,01673,----,
