DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,21:51:57:862,06131,----,
2025-06-24,21:51:57:975,06225,----,
2025-06-24,21:51:58:089,05931,----,
2025-06-24,21:51:58:197,05972,----,
2025-06-24,21:51:58:300,05996,----,
2025-06-24,21:51:58:413,06181,----,
2025-06-24,21:51:58:521,06183,----,
2025-06-24,21:51:58:634,06233,----,
2025-06-24,21:51:58:744,06262,----,
2025-06-24,21:51:58:846,06311,----,
2025-06-24,21:51:58:957,06230,----,
2025-06-24,21:51:59:068,05387,----,
2025-06-24,21:51:59:179,04609,----,
2025-06-24,21:51:59:291,04631,----,
2025-06-24,21:51:59:393,04706,----,
2025-06-24,21:51:59:513,04727,----,
2025-06-24,21:51:59:611,04702,----,
2025-06-24,21:51:59:723,04224,----,
2025-06-24,21:51:59:832,04132,----,
2025-06-24,21:51:59:945,04092,----,
2025-06-24,21:52:00:053,04560,----,
2025-06-24,21:52:00:165,04520,----,
2025-06-24,21:52:00:268,04391,----,
2025-06-24,21:52:00:382,04410,----,
2025-06-24,21:52:00:485,04445,----,
2025-06-24,21:52:00:598,02227,----,
2025-06-24,21:52:00:710,01857,----,
2025-06-24,21:52:00:822,01657,----,
2025-06-24,21:52:00:924,01621,----,
2025-06-24,21:52:01:037,01640,----,
2025-06-24,21:52:01:148,01648,----,
2025-06-24,21:52:01:251,01610,----,
2025-06-24,21:52:01:363,01578,----,
2025-06-24,21:52:01:476,01541,----,
2025-06-24,21:52:01:584,01501,----,
2025-06-24,21:52:01:697,01470,----,
2025-06-24,21:52:01:797,01470,----,
2025-06-24,21:52:01:910,01480,----,
2025-06-24,21:52:02:027,01481,----,
2025-06-24,21:52:02:128,01601,----,
2025-06-24,21:52:02:243,02417,----,
2025-06-24,21:52:02:354,03407,----,
2025-06-24,21:52:02:460,03770,----,
2025-06-24,21:52:02:570,03982,----,
2025-06-24,21:52:02:681,04170,----,
2025-06-24,21:52:02:782,04307,----,
2025-06-24,21:52:02:895,04402,----,
2025-06-24,21:52:03:008,03956,----,
2025-06-24,21:52:03:111,03782,----,
2025-06-24,21:52:03:221,03755,----,
2025-06-24,21:52:03:336,03639,----,
2025-06-24,21:52:03:448,01926,----,
2025-06-24,21:52:03:550,01698,----,
2025-06-24,21:52:03:668,01611,----,
2025-06-24,21:52:03:767,01606,----,
2025-06-24,21:52:03:883,01618,----,
2025-06-24,21:52:03:991,01624,----,
2025-06-24,21:52:04:102,01588,----,
2025-06-24,21:52:04:211,01540,----,
2025-06-24,21:52:04:326,01509,----,
2025-06-24,21:52:04:427,01469,----,
2025-06-24,21:52:04:541,01448,----,
2025-06-24,21:52:04:651,01454,----,
2025-06-24,21:52:04:752,01468,----,
2025-06-24,21:52:04:863,01489,----,
2025-06-24,21:52:04:974,02157,----,
2025-06-24,21:52:05:084,03182,----,
2025-06-24,21:52:05:194,03630,----,
2025-06-24,21:52:05:306,03907,----,
2025-06-24,21:52:05:409,04120,----,
2025-06-24,21:52:05:520,04246,----,
2025-06-24,21:52:05:633,04410,----,
2025-06-24,21:52:05:746,04524,----,
2025-06-24,21:52:05:845,04689,----,
2025-06-24,21:52:05:961,04782,----,
2025-06-24,21:52:06:070,04838,----,
2025-06-24,21:52:06:180,04422,----,
2025-06-24,21:52:06:285,04053,----,
2025-06-24,21:52:06:399,04012,----,
2025-06-24,21:52:06:500,01911,----,
2025-06-24,21:52:06:613,01668,----,
2025-06-24,21:52:06:727,01605,----,
2025-06-24,21:52:06:829,01587,----,
2025-06-24,21:52:06:941,01593,----,
2025-06-24,21:52:07:050,01611,----,
2025-06-24,21:52:07:163,01612,----,
2025-06-24,21:52:07:267,01564,----,
2025-06-24,21:52:07:384,01529,----,
2025-06-24,21:52:07:495,01500,----,
2025-06-24,21:52:07:594,01474,----,
2025-06-24,21:52:07:705,01460,----,
2025-06-24,21:52:07:819,01458,----,
2025-06-24,21:52:07:932,01463,----,
2025-06-24,21:52:08:035,01469,----,
2025-06-24,21:52:08:146,01514,----,
2025-06-24,21:52:08:257,02275,----,
2025-06-24,21:52:08:370,03154,----,
2025-06-24,21:52:08:474,03566,----,
2025-06-24,21:52:08:586,03827,----,
2025-06-24,21:52:08:689,04076,----,
2025-06-24,21:52:08:801,04215,----,
2025-06-24,21:52:08:914,04367,----,
2025-06-24,21:52:09:028,04494,----,
2025-06-24,21:52:09:130,04661,----,
2025-06-24,21:52:09:242,04781,----,
2025-06-24,21:52:09:354,04278,----,
2025-06-24,21:52:09:456,03912,----,
2025-06-24,21:52:09:573,03097,----,
2025-06-24,21:52:09:673,01801,----,
2025-06-24,21:52:09:791,01661,----,
2025-06-24,21:52:09:898,01599,----,
2025-06-24,21:52:10:004,01604,----,
2025-06-24,21:52:10:113,01616,----,
2025-06-24,21:52:10:226,01622,----,
2025-06-24,21:52:10:340,01577,----,
2025-06-24,21:52:10:441,01536,----,
2025-06-24,21:52:10:554,01514,----,
2025-06-24,21:52:10:665,01474,----,
2025-06-24,21:52:10:770,01468,----,
2025-06-24,21:52:10:882,01474,----,
2025-06-24,21:52:10:994,01475,----,
2025-06-24,21:52:11:095,01758,----,
2025-06-24,21:52:11:206,02764,----,
2025-06-24,21:52:11:318,03432,----,
2025-06-24,21:52:11:427,03756,----,
