DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,21:48:58:706,05276,----,
2025-06-24,21:48:58:819,05319,----,
2025-06-24,21:48:58:930,05418,----,
2025-06-24,21:48:59:032,05522,----,
2025-06-24,21:48:59:145,05576,----,
2025-06-24,21:48:59:257,05640,----,
2025-06-24,21:48:59:361,05431,----,
2025-06-24,21:48:59:474,05400,----,
2025-06-24,21:48:59:586,05241,----,
2025-06-24,21:48:59:690,05221,----,
2025-06-24,21:48:59:802,05160,----,
2025-06-24,21:48:59:917,04784,----,
2025-06-24,21:49:00:019,04451,----,
2025-06-24,21:49:00:134,04395,----,
2025-06-24,21:49:00:234,04232,----,
2025-06-24,21:49:00:352,03615,----,
2025-06-24,21:49:00:458,01980,----,
2025-06-24,21:49:00:568,01851,----,
2025-06-24,21:49:00:683,01731,----,
2025-06-24,21:49:00:785,01731,----,
2025-06-24,21:49:00:901,01750,----,
2025-06-24,21:49:01:002,01683,----,
2025-06-24,21:49:01:114,01642,----,
2025-06-24,21:49:01:226,01613,----,
2025-06-24,21:49:01:332,01599,----,
2025-06-24,21:49:01:444,01566,----,
2025-06-24,21:49:01:549,01559,----,
2025-06-24,21:49:01:664,01564,----,
2025-06-24,21:49:01:768,01572,----,
2025-06-24,21:49:01:878,01799,----,
2025-06-24,21:49:01:991,02973,----,
2025-06-24,21:49:02:104,03349,----,
2025-06-24,21:49:02:206,03566,----,
2025-06-24,21:49:02:321,03683,----,
2025-06-24,21:49:02:433,03797,----,
2025-06-24,21:49:02:536,03846,----,
2025-06-24,21:49:02:649,03782,----,
2025-06-24,21:49:02:760,03604,----,
2025-06-24,21:49:02:880,03110,----,
2025-06-24,21:49:02:993,01896,----,
2025-06-24,21:49:03:105,01711,----,
2025-06-24,21:49:03:207,01662,----,
2025-06-24,21:49:03:317,01663,----,
2025-06-24,21:49:03:426,01677,----,
2025-06-24,21:49:03:539,01679,----,
2025-06-24,21:49:03:652,01614,----,
2025-06-24,21:49:03:752,01579,----,
2025-06-24,21:49:03:866,01562,----,
2025-06-24,21:49:03:969,01545,----,
2025-06-24,21:49:04:081,01544,----,
2025-06-24,21:49:04:197,01555,----,
2025-06-24,21:49:04:301,01561,----,
2025-06-24,21:49:04:416,01790,----,
2025-06-24,21:49:04:519,02856,----,
2025-06-24,21:49:04:631,03444,----,
2025-06-24,21:49:04:743,03751,----,
2025-06-24,21:49:04:845,03961,----,
2025-06-24,21:49:04:960,04095,----,
2025-06-24,21:49:05:070,04218,----,
2025-06-24,21:49:05:172,04311,----,
2025-06-24,21:49:05:283,04357,----,
2025-06-24,21:49:05:397,04082,----,
2025-06-24,21:49:05:511,03601,----,
2025-06-24,21:49:05:614,03483,----,
2025-06-24,21:49:05:723,02147,----,
2025-06-24,21:49:05:837,01769,----,
2025-06-24,21:49:05:939,01667,----,
2025-06-24,21:49:06:053,01655,----,
2025-06-24,21:49:06:165,01660,----,
2025-06-24,21:49:06:267,01674,----,
2025-06-24,21:49:06:380,01660,----,
2025-06-24,21:49:06:486,01612,----,
2025-06-24,21:49:06:595,01579,----,
2025-06-24,21:49:06:709,01559,----,
2025-06-24,21:49:06:822,01546,----,
2025-06-24,21:49:06:924,01540,----,
2025-06-24,21:49:07:037,01545,----,
2025-06-24,21:49:07:150,01552,----,
2025-06-24,21:49:07:255,01645,----,
2025-06-24,21:49:07:366,02426,----,
2025-06-24,21:49:07:469,03347,----,
2025-06-24,21:49:07:582,03637,----,
2025-06-24,21:49:07:692,03863,----,
2025-06-24,21:49:07:803,04018,----,
2025-06-24,21:49:07:907,04160,----,
2025-06-24,21:49:08:021,04241,----,
2025-06-24,21:49:08:132,04104,----,
2025-06-24,21:49:08:242,03961,----,
2025-06-24,21:49:08:345,03786,----,
2025-06-24,21:49:08:458,03722,----,
2025-06-24,21:49:08:569,02140,----,
2025-06-24,21:49:08:673,01852,----,
2025-06-24,21:49:08:787,01692,----,
2025-06-24,21:49:08:901,01658,----,
2025-06-24,21:49:09:002,01657,----,
2025-06-24,21:49:09:115,01668,----,
2025-06-24,21:49:09:230,01647,----,
2025-06-24,21:49:09:331,01595,----,
2025-06-24,21:49:09:447,01560,----,
2025-06-24,21:49:09:548,01527,----,
2025-06-24,21:49:09:660,01520,----,
2025-06-24,21:49:09:776,01519,----,
2025-06-24,21:49:09:875,01530,----,
2025-06-24,21:49:09:989,01537,----,
2025-06-24,21:49:10:103,01639,----,
2025-06-24,21:49:10:205,02576,----,
2025-06-24,21:49:10:316,03403,----,
2025-06-24,21:49:10:429,03748,----,
2025-06-24,21:49:10:543,03975,----,
2025-06-24,21:49:10:645,04188,----,
2025-06-24,21:49:10:756,04312,----,
2025-06-24,21:49:10:870,04463,----,
2025-06-24,21:49:10:974,04592,----,
2025-06-24,21:49:11:078,04702,----,
2025-06-24,21:49:11:190,04742,----,
2025-06-24,21:49:11:303,04249,----,
2025-06-24,21:49:11:418,03770,----,
2025-06-24,21:49:11:521,02661,----,
2025-06-24,21:49:11:632,01878,----,
2025-06-24,21:49:11:736,01672,----,
2025-06-24,21:49:11:849,01645,----,
2025-06-24,21:49:11:953,01644,----,
2025-06-24,21:49:12:065,01651,----,
2025-06-24,21:49:12:179,01636,----,
2025-06-24,21:49:12:282,01586,----,
