DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,23:22:46:460,06217,----,
2025-07-13,23:22:46:564,06220,----,
2025-07-13,23:22:46:678,06249,----,
2025-07-13,23:22:46:782,06250,----,
2025-07-13,23:22:46:900,06251,----,
2025-07-13,23:22:46:998,06251,----,
2025-07-13,23:22:47:112,06253,----,
2025-07-13,23:22:47:224,06255,----,
2025-07-13,23:22:47:327,06258,----,
2025-07-13,23:22:47:438,06287,----,
2025-07-13,23:22:47:556,06287,----,
2025-07-13,23:22:47:655,06288,----,
2025-07-13,23:22:47:769,06265,----,
2025-07-13,23:22:47:882,06205,----,
2025-07-13,23:22:47:984,05351,----,
2025-07-13,23:22:48:108,05351,----,
2025-07-13,23:22:48:210,05284,----,
2025-07-13,23:22:48:313,05205,----,
2025-07-13,23:22:48:427,04481,----,
2025-07-13,23:22:48:531,04481,----,
2025-07-13,23:22:48:645,04418,----,
2025-07-13,23:22:48:757,04308,----,
2025-07-13,23:22:48:860,01704,----,
2025-07-13,23:22:48:975,01687,----,
2025-07-13,23:22:49:085,01687,----,
2025-07-13,23:22:49:191,01659,----,
2025-07-13,23:22:49:303,01414,----,
2025-07-13,23:22:49:416,01427,----,
2025-07-13,23:22:49:516,01427,----,
2025-07-13,23:22:49:628,01466,----,
2025-07-13,23:22:49:741,01918,----,
2025-07-13,23:22:49:845,01918,----,
2025-07-13,23:22:49:959,01952,----,
2025-07-13,23:22:50:061,01952,----,
2025-07-13,23:22:50:176,02024,----,
2025-07-13,23:22:50:288,02852,----,
2025-07-13,23:22:50:394,02866,----,
2025-07-13,23:22:50:504,02866,----,
2025-07-13,23:22:50:608,02916,----,
2025-07-13,23:22:50:722,04103,----,
2025-07-13,23:22:50:827,04145,----,
2025-07-13,23:22:50:937,04215,----,
2025-07-13,23:22:51:049,04215,----,
2025-07-13,23:22:51:155,04988,----,
2025-07-13,23:22:51:265,05003,----,
2025-07-13,23:22:51:383,05030,----,
2025-07-13,23:22:51:488,05351,----,
2025-07-13,23:22:51:599,05351,----,
2025-07-13,23:22:51:702,05357,----,
2025-07-13,23:22:51:818,05371,----,
2025-07-13,23:22:51:929,05564,----,
2025-07-13,23:22:52:034,05564,----,
2025-07-13,23:22:52:146,05571,----,
2025-07-13,23:22:52:248,05583,----,
2025-07-13,23:22:52:362,05735,----,
2025-07-13,23:22:52:477,05739,----,
2025-07-13,23:22:52:579,05739,----,
2025-07-13,23:22:52:692,05748,----,
2025-07-13,23:22:52:807,05853,----,
2025-07-13,23:22:52:907,05856,----,
2025-07-13,23:22:53:020,05856,----,
2025-07-13,23:22:53:134,05863,----,
2025-07-13,23:22:53:235,05944,----,
2025-07-13,23:22:53:348,05946,----,
2025-07-13,23:22:53:460,05951,----,
2025-07-13,23:22:53:562,05951,----,
2025-07-13,23:22:53:674,06013,----,
2025-07-13,23:22:53:789,06015,----,
2025-07-13,23:22:53:893,06018,----,
2025-07-13,23:22:54:006,06065,----,
2025-07-13,23:22:54:110,06065,----,
2025-07-13,23:22:54:222,06066,----,
2025-07-13,23:22:54:333,06070,----,
2025-07-13,23:22:54:446,06075,----,
