DeviceNo,,[25071720],[25071721],[25071722],[25071723],
DeviceInfo,,[],[],[],[],
DeviceRange,,[20M次],[20M次],[20M次],[20M次],
2025-07-27,19:38:02:478,06231,05664,05715,06762,
2025-07-27,19:38:02:725,06231,05664,05715,06762,
2025-07-27,19:38:02:989,06231,05665,05716,06762,
2025-07-27,19:38:03:239,06231,05665,05716,06762,
2025-07-27,19:38:03:487,06231,05666,05717,06762,
2025-07-27,19:38:03:736,06231,05666,05717,06763,
2025-07-27,19:38:03:984,06231,05667,05717,06763,
2025-07-27,19:38:04:230,06231,05667,05718,06763,
2025-07-27,19:38:04:475,06231,05668,05718,06763,
2025-07-27,19:38:04:740,06231,05668,05718,06763,
2025-07-27,19:38:04:987,06231,05669,05718,06763,
2025-07-27,19:38:05:236,06231,05669,05718,06763,
2025-07-27,19:38:05:485,06232,05670,05719,06764,
2025-07-27,19:38:05:732,06232,05670,05719,06764,
2025-07-27,19:38:05:979,06232,05671,05719,06765,
2025-07-27,19:38:06:229,06232,05671,05720,06765,
2025-07-27,19:38:06:475,06233,05672,05720,06765,
2025-07-27,19:38:06:849,06233,05672,05714,06406,
2025-07-27,19:38:07:116,05979,05663,05624,06413,
2025-07-27,19:38:07:380,05988,05658,05612,06280,
2025-07-27,19:38:07:628,05991,05655,05591,06234,
2025-07-27,19:38:07:877,05809,05643,05399,05964,
2025-07-27,19:38:08:124,05767,05558,05080,05573,
2025-07-27,19:38:08:373,05479,05529,05098,05610,
2025-07-27,19:38:08:622,05683,05525,05174,05874,
2025-07-27,19:38:08:871,05692,05524,05185,05903,
2025-07-27,19:38:09:118,05816,05519,05251,06128,
2025-07-27,19:38:09:365,05803,05175,04606,06080,
2025-07-27,19:38:09:615,05372,05041,04443,06001,
2025-07-27,19:38:09:866,05295,03947,03278,05317,
2025-07-27,19:38:10:123,04442,03920,03274,05329,
2025-07-27,19:38:10:370,04793,03500,03047,05666,
2025-07-27,19:38:10:617,04814,03222,03166,05692,
2025-07-27,19:38:10:867,04977,03222,03185,05922,
2025-07-27,19:38:11:130,04982,03224,03432,05937,
2025-07-27,19:38:11:378,05142,03717,03463,06133,
2025-07-27,19:38:11:624,05160,03745,03698,06294,
2025-07-27,19:38:11:872,05336,04102,04107,06307,
2025-07-27,19:38:12:120,05495,04400,04126,06415,
2025-07-27,19:38:12:368,05499,04410,04335,06420,
2025-07-27,19:38:12:619,05624,04700,04363,06495,
2025-07-27,19:38:12:867,05625,04728,04705,06503,
2025-07-27,19:38:13:115,05632,04927,04948,06562,
2025-07-27,19:38:13:380,05697,04934,04953,06564,
2025-07-27,19:38:13:626,05710,05030,05062,06613,
2025-07-27,19:38:13:876,05825,05110,05071,06616,
2025-07-27,19:38:14:125,05882,05116,05148,06622,
2025-07-27,19:38:14:370,05876,05169,05218,06654,
2025-07-27,19:38:14:616,05873,05172,05220,06655,
2025-07-27,19:38:14:878,05868,05216,05274,06658,
2025-07-27,19:38:15:124,05864,05222,05278,06662,
2025-07-27,19:38:15:370,05863,05262,05321,06668,
2025-07-27,19:38:15:621,05898,05267,05324,06675,
2025-07-27,19:38:15:867,05899,05300,05327,06678,
2025-07-27,19:38:16:117,05900,05302,05362,06684,
2025-07-27,19:38:16:367,05901,05307,05366,06689,
2025-07-27,19:38:16:616,05904,05336,05400,06693,
2025-07-27,19:38:16:878,05906,05338,05401,06695,
2025-07-27,19:38:17:125,05910,05342,05404,06698,
2025-07-27,19:38:17:372,05914,05371,05409,06700,
2025-07-27,19:38:17:622,05917,05372,05433,06698,
2025-07-27,19:38:17:867,05917,05375,05435,06696,
2025-07-27,19:38:18:129,05917,05378,05436,06694,
2025-07-27,19:38:18:379,05918,05402,05438,06689,
2025-07-27,19:38:18:630,05916,05403,05437,06669,
2025-07-27,19:38:18:876,05898,05402,05327,06434,
2025-07-27,19:38:19:123,05734,05401,05321,06346,
2025-07-27,19:38:19:372,05730,05400,05247,06345,
2025-07-27,19:38:19:619,05686,05395,05238,06345,
2025-07-27,19:38:19:867,05683,05340,05119,06354,
2025-07-27,19:38:20:115,05676,05328,05079,06394,
2025-07-27,19:38:20:379,05628,04404,04972,05823,
2025-07-27,19:38:20:627,04739,04383,03772,05809,
2025-07-27,19:38:20:876,04514,03676,03339,05620,
2025-07-27,19:38:21:122,04529,03629,03316,05635,
2025-07-27,19:38:21:369,04712,03141,03256,05785,
2025-07-27,19:38:21:619,04723,03139,03256,05792,
2025-07-27,19:38:21:865,04833,03136,03271,05899,
2025-07-27,19:38:22:128,04915,03144,03495,06058,
2025-07-27,19:38:22:376,04930,03957,04069,06070,
2025-07-27,19:38:22:626,05076,04007,04109,06175,
2025-07-27,19:38:22:873,05087,04414,04430,06182,
2025-07-27,19:38:23:120,05233,04441,04446,06267,
2025-07-27,19:38:23:370,05335,04672,04625,06334,
2025-07-27,19:38:23:617,05338,04894,04845,06339,
2025-07-27,19:38:23:879,05404,04910,04860,06402,
2025-07-27,19:38:24:126,05408,05048,04977,06403,
2025-07-27,19:38:24:373,05454,05059,04986,06411,
2025-07-27,19:38:24:621,05458,05152,05063,06456,
2025-07-27,19:38:24:868,05461,05223,05123,06460,
2025-07-27,19:38:25:129,05501,05229,05124,06464,
2025-07-27,19:38:25:378,05503,05281,05132,06498,
2025-07-27,19:38:25:624,05510,05286,05183,06500,
2025-07-27,19:38:25:871,05545,05341,05189,06506,
2025-07-27,19:38:26:122,05546,05344,05227,06535,
2025-07-27,19:38:26:367,05550,05387,05229,06536,
2025-07-27,19:38:26:630,05576,05388,05263,06538,
2025-07-27,19:38:26:877,05578,05393,05265,06541,
2025-07-27,19:38:27:124,05583,05425,05270,06546,
2025-07-27,19:38:27:370,05586,05429,05297,06551,
2025-07-27,19:38:27:618,05617,05432,05297,06554,
2025-07-27,19:38:27:868,05618,05461,05301,06560,
2025-07-27,19:38:28:129,05620,05464,05307,06566,
2025-07-27,19:38:28:376,05623,05470,05331,06571,
2025-07-27,19:38:28:623,05625,05498,05333,06576,
2025-07-27,19:38:28:868,05630,05499,05335,06578,
2025-07-27,19:38:29:117,05635,05502,05339,06582,
2025-07-27,19:38:29:368,05639,05508,05344,06578,
2025-07-27,19:38:29:618,05629,05514,05346,06510,
2025-07-27,19:38:29:868,05597,05522,05348,06517,
2025-07-27,19:38:30:117,05604,05547,05349,06515,
2025-07-27,19:38:30:367,05608,05547,05343,06515,
2025-07-27,19:38:30:643,05611,05549,05331,06497,
2025-07-27,19:38:30:890,05600,05550,05228,06294,
2025-07-27,19:38:31:139,05425,05543,04816,05813,
2025-07-27,19:38:31:386,05383,05526,04789,05800,
2025-07-27,19:38:31:634,04984,05185,04303,05696,
2025-07-27,19:38:31:896,04965,04857,04286,05705,
2025-07-27,19:38:32:144,04853,04812,04141,05803,
2025-07-27,19:38:32:392,04842,04109,04086,05792,
2025-07-27,19:38:32:640,04678,04049,03533,05833,
2025-07-27,19:38:32:889,04708,03377,03529,05853,
2025-07-27,19:38:33:137,04955,03438,03540,05980,
2025-07-27,19:38:33:386,04962,03481,03746,06098,
2025-07-27,19:38:33:633,05079,03728,03761,06101,
2025-07-27,19:38:33:881,05214,03786,04282,06199,
2025-07-27,19:38:34:130,05229,04311,04320,06207,
2025-07-27,19:38:34:393,05366,04612,04606,06270,
2025-07-27,19:38:34:641,05372,04637,04840,06278,
2025-07-27,19:38:34:890,05454,04849,04846,06328,
2025-07-27,19:38:35:136,05520,04865,04979,06332,
2025-07-27,19:38:35:381,05525,05000,04988,06378,
2025-07-27,19:38:35:631,05528,05093,05067,06381,
2025-07-27,19:38:35:880,05569,05100,05124,06387,
2025-07-27,19:38:36:143,05573,05163,05126,06419,
2025-07-27,19:38:36:390,05605,05168,05134,06421,
2025-07-27,19:38:36:637,05607,05217,05183,06425,
2025-07-27,19:38:36:883,05608,05224,05189,06430,
2025-07-27,19:38:37:133,05612,05269,05224,06433,
2025-07-27,19:38:37:395,05634,05271,05227,06441,
2025-07-27,19:38:37:643,05637,05308,05233,06449,
2025-07-27,19:38:37:892,05639,05310,05264,06475,
2025-07-27,19:38:38:138,05645,05315,05267,06477,
2025-07-27,19:38:38:388,05672,05345,05269,06478,
2025-07-27,19:38:38:635,05675,05347,05297,06481,
2025-07-27,19:38:38:880,05678,05351,05299,06485,
2025-07-27,19:38:39:145,05681,05378,05303,06490,
2025-07-27,19:38:39:393,05686,05379,05308,06496,
2025-07-27,19:38:39:642,05693,05381,05332,06499,
2025-07-27,19:38:39:889,05699,05384,05333,06504,
2025-07-27,19:38:40:137,05701,05390,05336,06509,
2025-07-27,19:38:40:383,05706,05410,05340,06513,
2025-07-27,19:38:40:631,05710,05412,05343,06516,
2025-07-27,19:38:40:895,05712,05413,05360,06490,
2025-07-27,19:38:41:143,05614,05403,05186,05699,
2025-07-27,19:38:41:393,05099,05345,05199,05750,
2025-07-27,19:38:41:640,05152,05355,05306,06151,
2025-07-27,19:38:41:887,05523,05404,05303,06146,
2025-07-27,19:38:42:134,05516,05404,05109,06134,
2025-07-27,19:38:42:383,05508,05403,05123,06082,
2025-07-27,19:38:42:632,05514,05405,05232,06189,
2025-07-27,19:38:42:895,05514,05401,05222,06145,
2025-07-27,19:38:43:132,05464,05288,04807,05928,
2025-07-27,19:38:43:393,05219,05285,04794,05931,
2025-07-27,19:38:43:644,05049,04884,04517,05975,
2025-07-27,19:38:43:893,05045,04746,03577,05981,
2025-07-27,19:38:44:141,05060,03594,03569,06072,
2025-07-27,19:38:44:391,05401,03586,03544,06077,
2025-07-27,19:38:44:638,05431,03456,03501,06170,
2025-07-27,19:38:44:884,05589,03132,03481,06174,
2025-07-27,19:38:45:132,05584,03139,03510,06180,
2025-07-27,19:38:45:397,05498,03554,03761,06215,
2025-07-27,19:38:45:664,05500,03617,03813,06221,
2025-07-27,19:38:45:924,05509,04108,04253,06225,
2025-07-27,19:38:46:172,05588,04143,04541,06274,
2025-07-27,19:38:46:419,05643,04430,04564,06280,
2025-07-27,19:38:46:667,05644,04696,04825,06313,
2025-07-27,19:38:46:918,05648,04713,04837,06317,
2025-07-27,19:38:47:164,05693,04860,04986,06321,
2025-07-27,19:38:47:412,05694,04873,05069,06351,
2025-07-27,19:38:47:663,05700,04983,05075,06354,
2025-07-27,19:38:47:923,05752,05068,05131,06360,
2025-07-27,19:38:48:170,05753,05070,05134,06363,
2025-07-27,19:38:48:417,05756,05135,05189,06388,
2025-07-27,19:38:48:666,05761,05140,05193,06390,
2025-07-27,19:38:48:912,05763,05189,05234,06393,
2025-07-27,19:38:49:301,05763,05189,05237,06397,
2025-07-27,19:38:49:550,05778,05245,05243,06402,
2025-07-27,19:38:49:798,05781,05250,05277,06408,
2025-07-27,19:38:50:046,05786,05288,05281,06413,
