DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,20:57:42:959,06452,----,
2025-07-13,20:57:43:062,06455,----,
2025-07-13,20:57:43:175,06459,----,
2025-07-13,20:57:43:288,06488,----,
2025-07-13,20:57:43:390,06487,----,
2025-07-13,20:57:43:506,06487,----,
2025-07-13,20:57:43:617,06484,----,
2025-07-13,20:57:43:721,06483,----,
2025-07-13,20:57:43:836,06482,----,
2025-07-13,20:57:43:938,06483,----,
2025-07-13,20:57:44:050,06483,----,
2025-07-13,20:57:44:164,06484,----,
2025-07-13,20:57:44:267,06486,----,
2025-07-13,20:57:44:381,06487,----,
2025-07-13,20:57:44:483,06487,----,
2025-07-13,20:57:44:597,06488,----,
2025-07-13,20:57:44:711,06487,----,
2025-07-13,20:57:44:812,06486,----,
2025-07-13,20:57:44:926,06479,----,
2025-07-13,20:57:45:039,06479,----,
2025-07-13,20:57:45:143,06443,----,
2025-07-13,20:57:45:257,06056,----,
2025-07-13,20:57:45:361,06054,----,
2025-07-13,20:57:45:475,06054,----,
2025-07-13,20:57:45:578,06054,----,
2025-07-13,20:57:45:692,06055,----,
2025-07-13,20:57:45:806,06061,----,
2025-07-13,20:57:45:910,06071,----,
2025-07-13,20:57:46:020,06071,----,
2025-07-13,20:57:46:124,06117,----,
2025-07-13,20:57:46:237,05940,----,
2025-07-13,20:57:46:352,05590,----,
2025-07-13,20:57:46:454,03172,----,
2025-07-13,20:57:46:568,03172,----,
2025-07-13,20:57:46:675,03318,----,
2025-07-13,20:57:46:787,03357,----,
2025-07-13,20:57:46:899,03329,----,
2025-07-13,20:57:47:000,03329,----,
2025-07-13,20:57:47:114,03305,----,
2025-07-13,20:57:47:227,03294,----,
2025-07-13,20:57:47:331,02517,----,
2025-07-13,20:57:47:445,02398,----,
2025-07-13,20:57:47:547,02398,----,
2025-07-13,20:57:47:660,02616,----,
2025-07-13,20:57:47:774,04481,----,
2025-07-13,20:57:47:876,04502,----,
2025-07-13,20:57:47:989,04502,----,
2025-07-13,20:57:48:093,04551,----,
2025-07-13,20:57:48:207,05185,----,
2025-07-13,20:57:48:321,05201,----,
2025-07-13,20:57:48:423,05230,----,
2025-07-13,20:57:48:536,05230,----,
2025-07-13,20:57:48:639,05594,----,
2025-07-13,20:57:48:754,05605,----,
2025-07-13,20:57:48:867,05622,----,
2025-07-13,20:57:48:969,05824,----,
2025-07-13,20:57:49:082,05824,----,
2025-07-13,20:57:49:186,05830,----,
2025-07-13,20:57:49:302,05840,----,
2025-07-13,20:57:49:414,05970,----,
2025-07-13,20:57:49:517,05970,----,
2025-07-13,20:57:49:630,05974,----,
2025-07-13,20:57:49:733,05982,----,
2025-07-13,20:57:49:846,06077,----,
2025-07-13,20:57:49:960,06080,----,
2025-07-13,20:57:50:063,06080,----,
2025-07-13,20:57:50:177,06085,----,
2025-07-13,20:57:50:281,06155,----,
2025-07-13,20:57:50:393,06019,----,
2025-07-13,20:57:50:503,06019,----,
2025-07-13,20:57:50:615,05678,----,
2025-07-13,20:57:50:725,02900,----,
2025-07-13,20:57:50:828,02867,----,
2025-07-13,20:57:50:940,02883,----,
2025-07-13,20:57:51:052,02883,----,
2025-07-13,20:57:51:162,03044,----,
2025-07-13,20:57:51:272,03040,----,
2025-07-13,20:57:51:373,02987,----,
2025-07-13,20:57:51:484,02987,----,
2025-07-13,20:57:51:596,02736,----,
2025-07-13,20:57:51:707,02745,----,
2025-07-13,20:57:51:819,02987,----,
2025-07-13,20:57:51:930,04040,----,
2025-07-13,20:57:52:031,04040,----,
2025-07-13,20:57:52:143,04363,----,
2025-07-13,20:57:52:254,04589,----,
2025-07-13,20:57:52:366,04709,----,
2025-07-13,20:57:52:478,04721,----,
2025-07-13,20:57:52:577,04721,----,
2025-07-13,20:57:52:689,04744,----,
2025-07-13,20:57:52:801,05016,----,
2025-07-13,20:57:52:912,05119,----,
2025-07-13,20:57:53:023,05119,----,
2025-07-13,20:57:53:126,05182,----,
2025-07-13,20:57:53:238,07520,----,
2025-07-13,20:57:53:350,07444,----,
2025-07-13,20:57:53:453,07283,----,
2025-07-13,20:57:53:563,07283,----,
2025-07-13,20:57:53:672,05777,----,
2025-07-13,20:57:53:781,05795,----,
2025-07-13,20:57:53:895,05780,----,
2025-07-13,20:57:54:006,05642,----,
2025-07-13,20:57:54:110,05642,----,
2025-07-13,20:57:54:223,05646,----,
2025-07-13,20:57:54:334,05646,----,
2025-07-13,20:57:54:436,05429,----,
2025-07-13,20:57:54:550,05429,----,
2025-07-13,20:57:54:665,05144,----,
2025-07-13,20:57:54:766,02489,----,
2025-07-13,20:57:54:881,02492,----,
2025-07-13,20:57:54:985,02587,----,
2025-07-13,20:57:55:097,02587,----,
2025-07-13,20:57:55:210,02998,----,
2025-07-13,20:57:55:317,02947,----,
2025-07-13,20:57:55:426,02931,----,
2025-07-13,20:57:55:538,02931,----,
2025-07-13,20:57:55:642,02873,----,
2025-07-13,20:57:55:756,02905,----,
2025-07-13,20:57:55:867,02956,----,
2025-07-13,20:57:55:968,04420,----,
2025-07-13,20:57:56:081,04420,----,
2025-07-13,20:57:56:195,04486,----,
2025-07-13,20:57:56:298,04751,----,
2025-07-13,20:57:56:412,05592,----,
2025-07-13,20:57:56:514,05531,----,
