DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,20:31:56:259,06558,----,
2025-07-13,20:31:56:363,06566,----,
2025-07-13,20:31:56:468,06663,----,
2025-07-13,20:31:56:579,06663,----,
2025-07-13,20:31:56:694,06660,----,
2025-07-13,20:31:56:796,06660,----,
2025-07-13,20:31:56:908,06660,----,
2025-07-13,20:31:57:023,06660,----,
2025-07-13,20:31:57:126,06656,----,
2025-07-13,20:31:57:236,06650,----,
2025-07-13,20:31:57:349,06620,----,
2025-07-13,20:31:57:461,06620,----,
2025-07-13,20:31:57:565,06620,----,
2025-07-13,20:31:57:678,06623,----,
2025-07-13,20:31:57:783,06623,----,
2025-07-13,20:31:57:897,06627,----,
2025-07-13,20:31:58:000,06633,----,
2025-07-13,20:31:58:116,06633,----,
2025-07-13,20:31:58:219,06689,----,
2025-07-13,20:31:58:331,06693,----,
2025-07-13,20:31:58:443,06694,----,
2025-07-13,20:31:58:546,06694,----,
2025-07-13,20:31:58:659,06697,----,
2025-07-13,20:31:58:775,06689,----,
2025-07-13,20:31:58:876,06177,----,
2025-07-13,20:31:58:992,05968,----,
2025-07-13,20:31:59:098,05968,----,
2025-07-13,20:31:59:202,05842,----,
2025-07-13,20:31:59:314,04039,----,
2025-07-13,20:31:59:428,03995,----,
2025-07-13,20:31:59:531,03995,----,
2025-07-13,20:31:59:644,03911,----,
2025-07-13,20:31:59:759,03173,----,
2025-07-13,20:31:59:860,03174,----,
2025-07-13,20:31:59:972,03178,----,
2025-07-13,20:32:00:086,03178,----,
2025-07-13,20:32:00:189,03266,----,
2025-07-13,20:32:00:303,03270,----,
2025-07-13,20:32:00:407,03277,----,
2025-07-13,20:32:00:521,03356,----,
2025-07-13,20:32:00:633,03356,----,
2025-07-13,20:32:00:736,03358,----,
2025-07-13,20:32:00:852,03362,----,
2025-07-13,20:32:00:953,03421,----,
2025-07-13,20:32:01:065,03421,----,
2025-07-13,20:32:01:181,03409,----,
2025-07-13,20:32:01:285,03394,----,
2025-07-13,20:32:01:399,03481,----,
2025-07-13,20:32:01:503,03504,----,
2025-07-13,20:32:01:615,03504,----,
2025-07-13,20:32:01:720,03676,----,
2025-07-13,20:32:01:838,02192,----,
2025-07-13,20:32:01:946,02195,----,
2025-07-13,20:32:02:050,02239,----,
2025-07-13,20:32:02:162,02239,----,
2025-07-13,20:32:02:265,04333,----,
2025-07-13,20:32:02:379,04204,----,
2025-07-13,20:32:02:492,04699,----,
2025-07-13,20:32:02:594,04699,----,
2025-07-13,20:32:02:708,08341,----,
2025-07-13,20:32:02:821,08184,----,
2025-07-13,20:32:02:923,07833,----,
2025-07-13,20:32:03:036,07833,----,
2025-07-13,20:32:03:153,05525,----,
2025-07-13,20:32:03:252,05870,----,
2025-07-13,20:32:03:366,06207,----,
2025-07-13,20:32:03:469,07996,----,
2025-07-13,20:32:03:582,07996,----,
2025-07-13,20:32:03:695,08030,----,
2025-07-13,20:32:03:798,07876,----,
2025-07-13,20:32:03:910,04323,----,
2025-07-13,20:32:04:135,04330,----,
2025-07-13,20:32:04:245,04311,----,
2025-07-13,20:32:04:344,03932,----,
2025-07-13,20:32:04:454,03952,----,
2025-07-13,20:32:04:565,03952,----,
2025-07-13,20:32:04:678,04135,----,
2025-07-13,20:32:04:780,07382,----,
2025-07-13,20:32:04:893,07239,----,
2025-07-13,20:32:05:006,07056,----,
2025-07-13,20:32:05:117,07056,----,
2025-07-13,20:32:05:220,03956,----,
2025-07-13,20:32:05:330,04071,----,
2025-07-13,20:32:05:445,04010,----,
2025-07-13,20:32:05:549,02206,----,
2025-07-13,20:32:05:661,02206,----,
2025-07-13,20:32:05:774,02250,----,
2025-07-13,20:32:05:877,02562,----,
2025-07-13,20:32:05:991,04374,----,
2025-07-13,20:32:06:094,04374,----,
2025-07-13,20:32:06:208,04671,----,
2025-07-13,20:32:06:311,04801,----,
2025-07-13,20:32:06:424,06321,----,
2025-07-13,20:32:06:537,06306,----,
2025-07-13,20:32:06:639,06306,----,
2025-07-13,20:32:06:753,05993,----,
2025-07-13,20:32:06:866,05084,----,
2025-07-13,20:32:06:969,05132,----,
2025-07-13,20:32:07:083,05132,----,
2025-07-13,20:32:07:186,05173,----,
2025-07-13,20:32:07:301,05599,----,
2025-07-13,20:32:07:414,05571,----,
2025-07-13,20:32:07:518,05421,----,
2025-07-13,20:32:07:632,05421,----,
2025-07-13,20:32:07:735,03454,----,
2025-07-13,20:32:07:849,03505,----,
2025-07-13,20:32:07:952,03619,----,
2025-07-13,20:32:08:065,03619,----,
2025-07-13,20:32:08:179,04946,----,
2025-07-13,20:32:08:281,05000,----,
2025-07-13,20:32:08:395,05114,----,
2025-07-13,20:32:08:498,05963,----,
2025-07-13,20:32:08:611,05963,----,
2025-07-13,20:32:08:723,05935,----,
2025-07-13,20:32:08:828,05905,----,
2025-07-13,20:32:08:940,05848,----,
2025-07-13,20:32:09:054,05773,----,
2025-07-13,20:32:09:156,05773,----,
2025-07-13,20:32:09:271,05550,----,
2025-07-13,20:32:09:384,03196,----,
2025-07-13,20:32:09:486,03347,----,
2025-07-13,20:32:09:597,03347,----,
2025-07-13,20:32:09:710,03393,----,
2025-07-13,20:32:09:814,02342,----,
2025-07-13,20:32:09:928,02416,----,
