DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,16:27:35:595,04139,----,
2025-07-13,16:27:35:710,04180,----,
2025-07-13,16:27:35:815,04172,----,
2025-07-13,16:27:35:928,04132,----,
2025-07-13,16:27:36:031,03485,----,
2025-07-13,16:27:36:144,03485,----,
2025-07-13,16:27:36:258,03486,----,
2025-07-13,16:27:36:362,03498,----,
2025-07-13,16:27:36:475,03523,----,
2025-07-13,16:27:36:578,03797,----,
2025-07-13,16:27:36:691,03797,----,
2025-07-13,16:27:36:804,03800,----,
2025-07-13,16:27:36:909,03806,----,
2025-07-13,16:27:37:021,03885,----,
2025-07-13,16:27:37:125,03885,----,
2025-07-13,16:27:37:238,03887,----,
2025-07-13,16:27:37:351,03891,----,
2025-07-13,16:27:37:455,03935,----,
2025-07-13,16:27:37:568,03937,----,
2025-07-13,16:27:37:670,03937,----,
2025-07-13,16:27:37:784,03939,----,
2025-07-13,16:27:37:897,03942,----,
2025-07-13,16:27:37:999,03962,----,
2025-07-13,16:27:38:112,03962,----,
2025-07-13,16:27:38:227,03962,----,
2025-07-13,16:27:38:329,03956,----,
2025-07-13,16:27:38:441,03884,----,
2025-07-13,16:27:38:545,02356,----,
2025-07-13,16:27:38:658,02356,----,
2025-07-13,16:27:38:772,02331,----,
2025-07-13,16:27:38:874,02283,----,
2025-07-13,16:27:38:987,01808,----,
2025-07-13,16:27:39:101,01809,----,
2025-07-13,16:27:39:204,01809,----,
2025-07-13,16:27:39:318,01811,----,
2025-07-13,16:27:39:422,01820,----,
2025-07-13,16:27:39:535,01766,----,
2025-07-13,16:27:39:648,01766,----,
2025-07-13,16:27:39:754,01764,----,
2025-07-13,16:27:39:867,01767,----,
2025-07-13,16:27:39:971,01670,----,
2025-07-13,16:27:40:085,01666,----,
2025-07-13,16:27:40:188,01666,----,
2025-07-13,16:27:40:302,01660,----,
2025-07-13,16:27:40:405,01816,----,
2025-07-13,16:27:40:518,01865,----,
2025-07-13,16:27:40:631,01865,----,
2025-07-13,16:27:40:735,01938,----,
2025-07-13,16:27:40:850,02696,----,
2025-07-13,16:27:40:953,02690,----,
2025-07-13,16:27:41:062,02677,----,
2025-07-13,16:27:41:178,02677,----,
2025-07-13,16:27:41:281,02614,----,
2025-07-13,16:27:41:394,02620,----,
2025-07-13,16:27:41:508,02631,----,
2025-07-13,16:27:41:612,02173,----,
2025-07-13,16:27:41:728,02173,----,
2025-07-13,16:27:41:831,02143,----,
2025-07-13,16:27:41:944,02100,----,
2025-07-13,16:27:42:046,01615,----,
2025-07-13,16:27:42:159,01615,----,
2025-07-13,16:27:42:273,01608,----,
2025-07-13,16:27:42:376,01596,----,
2025-07-13,16:27:42:490,01485,----,
2025-07-13,16:27:42:594,01486,----,
2025-07-13,16:27:42:706,01486,----,
2025-07-13,16:27:42:820,01490,----,
2025-07-13,16:27:42:924,01496,----,
2025-07-13,16:27:43:038,01578,----,
2025-07-13,16:27:43:142,01576,----,
2025-07-13,16:27:43:255,01576,----,
2025-07-13,16:27:43:358,01572,----,
2025-07-13,16:27:43:474,01544,----,
2025-07-13,16:27:43:577,01584,----,
2025-07-13,16:27:43:690,01584,----,
2025-07-13,16:27:43:804,01666,----,
2025-07-13,16:27:43:907,02566,----,
2025-07-13,16:27:44:021,02581,----,
2025-07-13,16:27:44:125,02609,----,
2025-07-13,16:27:44:238,02609,----,
2025-07-13,16:27:44:352,02943,----,
2025-07-13,16:27:44:455,02951,----,
2025-07-13,16:27:44:568,02967,----,
2025-07-13,16:27:44:670,02967,----,
2025-07-13,16:27:44:785,03165,----,
2025-07-13,16:27:44:900,03156,----,
2025-07-13,16:27:45:002,03108,----,
2025-07-13,16:27:45:116,02670,----,
2025-07-13,16:27:45:219,02670,----,
2025-07-13,16:27:45:333,02663,----,
2025-07-13,16:27:45:436,02598,----,
2025-07-13,16:27:45:551,01772,----,
2025-07-13,16:27:45:664,01772,----,
2025-07-13,16:27:45:766,01757,----,
2025-07-13,16:27:45:880,01735,----,
2025-07-13,16:27:45:984,01523,----,
2025-07-13,16:27:46:093,01523,----,
2025-07-13,16:27:46:210,01523,----,
2025-07-13,16:27:46:312,01524,----,
2025-07-13,16:27:46:426,01528,----,
2025-07-13,16:27:46:530,01534,----,
2025-07-13,16:27:46:643,01534,----,
2025-07-13,16:27:46:757,01561,----,
2025-07-13,16:27:46:860,01558,----,
2025-07-13,16:27:46:974,01553,----,
2025-07-13,16:27:47:078,01552,----,
2025-07-13,16:27:47:191,01552,----,
2025-07-13,16:27:47:304,01587,----,
2025-07-13,16:27:47:407,01650,----,
2025-07-13,16:27:47:520,02359,----,
2025-07-13,16:27:47:624,02371,----,
2025-07-13,16:27:47:737,02371,----,
2025-07-13,16:27:47:854,02392,----,
2025-07-13,16:27:47:955,02647,----,
2025-07-13,16:27:48:069,02654,----,
2025-07-13,16:27:48:171,02667,----,
2025-07-13,16:27:48:284,02667,----,
2025-07-13,16:27:48:397,02829,----,
2025-07-13,16:27:48:503,02834,----,
2025-07-13,16:27:48:617,02843,----,
2025-07-13,16:27:48:721,02843,----,
2025-07-13,16:27:48:834,02725,----,
2025-07-13,16:27:48:937,02705,----,
2025-07-13,16:27:49:050,02648,----,
2025-07-13,16:27:49:164,01751,----,
