DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,22:32:46:120,04454,----,
2025-07-13,22:32:46:220,04318,----,
2025-07-13,22:32:46:332,04089,----,
2025-07-13,22:32:46:436,02169,----,
2025-07-13,22:32:46:551,02169,----,
2025-07-13,22:32:46:664,02171,----,
2025-07-13,22:32:46:767,02174,----,
2025-07-13,22:32:46:879,02345,----,
2025-07-13,22:32:46:984,02315,----,
2025-07-13,22:32:47:096,02315,----,
2025-07-13,22:32:47:207,02286,----,
2025-07-13,22:32:47:320,02054,----,
2025-07-13,22:32:47:422,02054,----,
2025-07-13,22:32:47:535,02085,----,
2025-07-13,22:32:47:647,02085,----,
2025-07-13,22:32:47:750,02243,----,
2025-07-13,22:32:47:864,02083,----,
2025-07-13,22:32:47:967,02079,----,
2025-07-13,22:32:48:080,02079,----,
