DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,22:35:28:469,07028,----,
2025-07-13,22:35:28:582,07029,----,
2025-07-13,22:35:28:696,07032,----,
2025-07-13,22:35:28:801,07035,----,
2025-07-13,22:35:28:914,07035,----,
2025-07-13,22:35:29:018,07039,----,
2025-07-13,22:35:29:132,07073,----,
2025-07-13,22:35:29:235,07074,----,
2025-07-13,22:35:29:348,07075,----,
2025-07-13,22:35:29:459,07075,----,
2025-07-13,22:35:29:565,07077,----,
2025-07-13,22:35:29:677,07079,----,
2025-07-13,22:35:29:780,07081,----,
2025-07-13,22:35:29:893,07081,----,
2025-07-13,22:35:30:006,07084,----,
2025-07-13,22:35:30:109,07088,----,
2025-07-13,22:35:30:223,07090,----,
2025-07-13,22:35:30:336,07094,----,
2025-07-13,22:35:30:440,07094,----,
2025-07-13,22:35:30:552,07099,----,
2025-07-13,22:35:30:654,07078,----,
2025-07-13,22:35:30:767,05585,----,
2025-07-13,22:35:30:880,05521,----,
2025-07-13,22:35:30:984,05521,----,
2025-07-13,22:35:31:096,05483,----,
2025-07-13,22:35:31:209,05418,----,
2025-07-13,22:35:31:312,05416,----,
2025-07-13,22:35:31:426,05416,----,
2025-07-13,22:35:31:530,05408,----,
2025-07-13,22:35:31:644,05301,----,
2025-07-13,22:35:31:758,05040,----,
2025-07-13,22:35:31:861,04746,----,
2025-07-13,22:35:31:974,04746,----,
2025-07-13,22:35:32:079,02304,----,
2025-07-13,22:35:32:190,02304,----,
2025-07-13,22:35:32:303,02303,----,
2025-07-13,22:35:32:407,02313,----,
2025-07-13,22:35:32:520,02313,----,
2025-07-13,22:35:32:623,02308,----,
2025-07-13,22:35:32:736,02245,----,
2025-07-13,22:35:32:850,02244,----,
2025-07-13,22:35:32:954,02244,----,
2025-07-13,22:35:33:067,02242,----,
2025-07-13,22:35:33:171,02235,----,
2025-07-13,22:35:33:284,03578,----,
2025-07-13,22:35:33:399,03912,----,
2025-07-13,22:35:33:502,03912,----,
2025-07-13,22:35:33:616,04189,----,
2025-07-13,22:35:33:719,05688,----,
2025-07-13,22:35:33:831,05686,----,
2025-07-13,22:35:33:946,05686,----,
2025-07-13,22:35:34:048,05712,----,
2025-07-13,22:35:34:161,04378,----,
2025-07-13,22:35:34:265,04376,----,
2025-07-13,22:35:34:379,04395,----,
2025-07-13,22:35:34:488,04395,----,
2025-07-13,22:35:34:594,04615,----,
2025-07-13,22:35:34:707,04620,----,
2025-07-13,22:35:34:822,04643,----,
2025-07-13,22:35:34:923,04998,----,
2025-07-13,22:35:35:036,04998,----,
2025-07-13,22:35:35:149,05006,----,
2025-07-13,22:35:35:251,05016,----,
2025-07-13,22:35:35:365,05099,----,
2025-07-13,22:35:35:468,05099,----,
2025-07-13,22:35:35:581,05103,----,
2025-07-13,22:35:35:694,05113,----,
2025-07-13,22:35:35:797,05285,----,
2025-07-13,22:35:35:910,05285,----,
2025-07-13,22:35:36:022,05285,----,
2025-07-13,22:35:36:125,05210,----,
2025-07-13,22:35:36:237,05128,----,
2025-07-13,22:35:36:351,03694,----,
2025-07-13,22:35:36:451,03694,----,
2025-07-13,22:35:36:567,03849,----,
2025-07-13,22:35:36:681,03983,----,
2025-07-13,22:35:36:784,03173,----,
2025-07-13,22:35:36:897,03085,----,
2025-07-13,22:35:37:001,03085,----,
2025-07-13,22:35:37:115,02991,----,
2025-07-13,22:35:37:217,02245,----,
2025-07-13,22:35:37:332,02270,----,
2025-07-13,22:35:37:446,02270,----,
2025-07-13,22:35:37:548,02370,----,
2025-07-13,22:35:37:662,04833,----,
2025-07-13,22:35:37:765,04866,----,
2025-07-13,22:35:37:877,04874,----,
2025-07-13,22:35:37:991,04874,----,
2025-07-13,22:35:38:094,04774,----,
2025-07-13,22:35:38:207,04883,----,
2025-07-13,22:35:38:320,05275,----,
2025-07-13,22:35:38:423,08763,----,
2025-07-13,22:35:38:537,08763,----,
2025-07-13,22:35:38:640,08776,----,
2025-07-13,22:35:38:752,08788,----,
2025-07-13,22:35:38:865,08850,----,
2025-07-13,22:35:38:968,08850,----,
2025-07-13,22:35:39:082,08837,----,
2025-07-13,22:35:39:197,08780,----,
2025-07-13,22:35:39:299,08593,----,
2025-07-13,22:35:39:414,08590,----,
2025-07-13,22:35:39:515,08590,----,
2025-07-13,22:35:39:628,08603,----,
2025-07-13,22:35:39:740,08562,----,
2025-07-13,22:35:39:842,08559,----,
2025-07-13,22:35:39:954,08559,----,
2025-07-13,22:35:40:064,08506,----,
2025-07-13,22:35:40:177,07654,----,
2025-07-13,22:35:40:286,07418,----,
2025-07-13,22:35:40:396,07034,----,
2025-07-13,22:35:40:501,07034,----,
2025-07-13,22:35:40:608,04698,----,
2025-07-13,22:35:40:718,04818,----,
2025-07-13,22:35:40:829,04885,----,
2025-07-13,22:35:40:943,03153,----,
2025-07-13,22:35:41:055,03153,----,
2025-07-13,22:35:41:157,03085,----,
2025-07-13,22:35:41:269,03001,----,
2025-07-13,22:35:41:382,02275,----,
2025-07-13,22:35:41:484,02275,----,
2025-07-13,22:35:41:597,02427,----,
2025-07-13,22:35:41:708,02702,----,
2025-07-13,22:35:41:820,04551,----,
2025-07-13,22:35:41:921,04478,----,
2025-07-13,22:35:42:032,04478,----,
