DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,17:42:22:457,02364,----,
2025-07-28,17:42:22:566,02363,----,
2025-07-28,17:42:22:674,02363,----,
2025-07-28,17:42:22:781,02362,----,
2025-07-28,17:42:22:889,02362,----,
2025-07-28,17:42:22:998,02362,----,
2025-07-28,17:42:23:107,02362,----,
2025-07-28,17:42:23:216,02362,----,
2025-07-28,17:42:23:325,02362,----,
2025-07-28,17:42:23:434,02362,----,
2025-07-28,17:42:23:544,02362,----,
2025-07-28,17:42:23:654,02362,----,
2025-07-28,17:42:23:762,02363,----,
2025-07-28,17:42:23:871,02364,----,
2025-07-28,17:42:23:980,02376,----,
2025-07-28,17:42:24:090,02376,----,
2025-07-28,17:42:24:199,02377,----,
2025-07-28,17:42:24:307,02377,----,
2025-07-28,17:42:24:416,02378,----,
2025-07-28,17:42:24:524,02378,----,
2025-07-28,17:42:24:632,02379,----,
2025-07-28,17:42:24:740,02379,----,
2025-07-28,17:42:24:850,02380,----,
2025-07-28,17:42:24:966,02381,----,
2025-07-28,17:42:25:082,02382,----,
2025-07-28,17:42:25:186,02383,----,
2025-07-28,17:42:25:300,02384,----,
2025-07-28,17:42:25:411,02385,----,
2025-07-28,17:42:25:524,02386,----,
2025-07-28,17:42:25:638,02367,----,
2025-07-28,17:42:25:737,02254,----,
2025-07-28,17:42:25:847,01141,----,
2025-07-28,17:42:25:943,00976,----,
2025-07-28,17:42:26:056,00975,----,
2025-07-28,17:42:26:171,00879,----,
2025-07-28,17:42:26:279,00908,----,
2025-07-28,17:42:26:389,01024,----,
2025-07-28,17:42:26:498,01401,----,
2025-07-28,17:42:26:605,01606,----,
2025-07-28,17:42:26:714,01717,----,
2025-07-28,17:42:26:821,01796,----,
2025-07-28,17:42:26:929,01814,----,
2025-07-28,17:42:27:039,01446,----,
2025-07-28,17:42:27:146,00835,----,
2025-07-28,17:42:27:269,00815,----,
2025-07-28,17:42:27:377,00842,----,
2025-07-28,17:42:27:487,00892,----,
2025-07-28,17:42:27:597,00911,----,
2025-07-28,17:42:27:705,00936,----,
2025-07-28,17:42:27:814,00972,----,
2025-07-28,17:42:27:924,00989,----,
2025-07-28,17:42:28:033,00990,----,
2025-07-28,17:42:28:140,01004,----,
2025-07-28,17:42:28:249,01019,----,
2025-07-28,17:42:28:358,01033,----,
2025-07-28,17:42:28:465,01034,----,
2025-07-28,17:42:28:575,01012,----,
2025-07-28,17:42:28:684,01011,----,
2025-07-28,17:42:28:792,01011,----,
2025-07-28,17:42:28:900,01010,----,
2025-07-28,17:42:29:008,01011,----,
2025-07-28,17:42:29:117,01026,----,
2025-07-28,17:42:29:238,01045,----,
2025-07-28,17:42:29:346,01235,----,
2025-07-28,17:42:29:454,01437,----,
2025-07-28,17:42:29:561,01555,----,
2025-07-28,17:42:29:666,01633,----,
2025-07-28,17:42:29:774,01770,----,
2025-07-28,17:42:29:884,01761,----,
2025-07-28,17:42:29:993,01763,----,
2025-07-28,17:42:30:099,01870,----,
2025-07-28,17:42:30:222,01869,----,
2025-07-28,17:42:30:334,01894,----,
2025-07-28,17:42:30:442,01938,----,
2025-07-28,17:42:30:566,01918,----,
2025-07-28,17:42:30:675,01934,----,
2025-07-28,17:42:30:784,01075,----,
2025-07-28,17:42:30:891,00979,----,
2025-07-28,17:42:31:000,00956,----,
2025-07-28,17:42:31:110,00961,----,
2025-07-28,17:42:31:216,01063,----,
2025-07-28,17:42:31:323,01347,----,
2025-07-28,17:42:31:431,01511,----,
2025-07-28,17:42:31:541,01601,----,
2025-07-28,17:42:31:649,01145,----,
2025-07-28,17:42:31:759,00978,----,
2025-07-28,17:42:31:866,00892,----,
2025-07-28,17:42:31:977,00878,----,
2025-07-28,17:42:32:084,00879,----,
2025-07-28,17:42:32:194,00920,----,
2025-07-28,17:42:32:303,00936,----,
2025-07-28,17:42:32:412,00955,----,
2025-07-28,17:42:32:535,00976,----,
2025-07-28,17:42:32:645,01011,----,
2025-07-28,17:42:32:752,01012,----,
2025-07-28,17:42:32:860,01023,----,
2025-07-28,17:42:32:968,01023,----,
2025-07-28,17:42:33:077,01038,----,
2025-07-28,17:42:33:186,01038,----,
2025-07-28,17:42:33:293,00999,----,
2025-07-28,17:42:33:402,01021,----,
2025-07-28,17:42:33:510,01021,----,
2025-07-28,17:42:33:618,01021,----,
2025-07-28,17:42:33:725,01036,----,
2025-07-28,17:42:33:846,01074,----,
2025-07-28,17:42:33:956,01364,----,
2025-07-28,17:42:34:065,01483,----,
2025-07-28,17:42:34:174,01569,----,
2025-07-28,17:42:34:283,01612,----,
2025-07-28,17:42:34:392,01684,----,
2025-07-28,17:42:34:491,01754,----,
2025-07-28,17:42:34:607,01779,----,
2025-07-28,17:42:34:716,01811,----,
2025-07-28,17:42:34:823,01840,----,
2025-07-28,17:42:34:931,01858,----,
2025-07-28,17:42:35:041,01787,----,
2025-07-28,17:42:35:150,01766,----,
2025-07-28,17:42:35:260,01249,----,
2025-07-28,17:42:35:370,01078,----,
2025-07-28,17:42:35:478,01001,----,
2025-07-28,17:42:35:585,01009,----,
2025-07-28,17:42:35:708,01121,----,
2025-07-28,17:42:35:815,01502,----,
2025-07-28,17:42:35:921,01581,----,
2025-07-28,17:42:36:029,01225,----,
