DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,17:38:06:151,03262,----,
2025-07-28,17:38:06:268,03263,----,
2025-07-28,17:38:06:377,03263,----,
2025-07-28,17:38:06:485,03263,----,
2025-07-28,17:38:06:584,03262,----,
2025-07-28,17:38:06:705,03262,----,
2025-07-28,17:38:06:814,03262,----,
2025-07-28,17:38:06:924,03277,----,
2025-07-28,17:38:07:031,03277,----,
2025-07-28,17:38:07:132,03277,----,
2025-07-28,17:38:07:249,03278,----,
2025-07-28,17:38:07:358,03279,----,
2025-07-28,17:38:07:467,03279,----,
2025-07-28,17:38:07:573,03280,----,
2025-07-28,17:38:07:677,03230,----,
2025-07-28,17:38:07:790,03207,----,
2025-07-28,17:38:07:899,03207,----,
2025-07-28,17:38:08:008,03207,----,
2025-07-28,17:38:08:117,03046,----,
2025-07-28,17:38:08:226,03034,----,
2025-07-28,17:38:08:335,03034,----,
2025-07-28,17:38:08:447,03049,----,
2025-07-28,17:38:08:565,03049,----,
2025-07-28,17:38:08:673,01048,----,
2025-07-28,17:38:08:781,00978,----,
2025-07-28,17:38:08:890,01024,----,
2025-07-28,17:38:09:000,00987,----,
2025-07-28,17:38:09:103,01020,----,
2025-07-28,17:38:09:218,01084,----,
2025-07-28,17:38:09:324,01109,----,
2025-07-28,17:38:09:427,01152,----,
2025-07-28,17:38:09:540,01046,----,
2025-07-28,17:38:09:648,00983,----,
2025-07-28,17:38:09:756,01027,----,
2025-07-28,17:38:09:864,01052,----,
2025-07-28,17:38:09:975,01400,----,
2025-07-28,17:38:10:083,01705,----,
2025-07-28,17:38:10:197,01871,----,
2025-07-28,17:38:10:312,02043,----,
2025-07-28,17:38:10:420,02116,----,
2025-07-28,17:38:10:529,01107,----,
2025-07-28,17:38:10:637,00973,----,
2025-07-28,17:38:10:745,01001,----,
2025-07-28,17:38:10:853,01032,----,
2025-07-28,17:38:10:962,01052,----,
2025-07-28,17:38:11:072,01053,----,
2025-07-28,17:38:11:177,01069,----,
2025-07-28,17:38:11:289,01084,----,
2025-07-28,17:38:11:396,01085,----,
2025-07-28,17:38:11:515,01101,----,
2025-07-28,17:38:11:622,01116,----,
2025-07-28,17:38:11:725,01116,----,
2025-07-28,17:38:11:835,01083,----,
2025-07-28,17:38:11:946,01083,----,
2025-07-28,17:38:12:055,01100,----,
2025-07-28,17:38:12:164,01353,----,
2025-07-28,17:38:12:272,01545,----,
2025-07-28,17:38:12:380,01670,----,
2025-07-28,17:38:12:504,01760,----,
2025-07-28,17:38:12:600,01864,----,
2025-07-28,17:38:12:719,01896,----,
2025-07-28,17:38:12:828,01968,----,
2025-07-28,17:38:12:938,02029,----,
2025-07-28,17:38:13:038,02055,----,
2025-07-28,17:38:13:156,02082,----,
2025-07-28,17:38:13:263,02120,----,
2025-07-28,17:38:13:370,02140,----,
2025-07-28,17:38:13:477,02182,----,
2025-07-28,17:38:13:587,02198,----,
2025-07-28,17:38:13:696,02217,----,
2025-07-28,17:38:13:803,02217,----,
2025-07-28,17:38:13:911,02217,----,
2025-07-28,17:38:14:022,02218,----,
2025-07-28,17:38:14:143,02218,----,
2025-07-28,17:38:14:271,01196,----,
2025-07-28,17:38:14:358,01070,----,
2025-07-28,17:38:14:463,01023,----,
2025-07-28,17:38:14:577,01054,----,
2025-07-28,17:38:14:684,01366,----,
2025-07-28,17:38:14:792,01611,----,
2025-07-28,17:38:14:900,01737,----,
2025-07-28,17:38:15:009,01828,----,
2025-07-28,17:38:15:137,01899,----,
2025-07-28,17:38:15:251,01966,----,
2025-07-28,17:38:15:335,01997,----,
2025-07-28,17:38:15:444,02043,----,
2025-07-28,17:38:15:553,02044,----,
2025-07-28,17:38:15:661,01089,----,
2025-07-28,17:38:15:785,01064,----,
2025-07-28,17:38:15:895,01091,----,
2025-07-28,17:38:16:005,01110,----,
2025-07-28,17:38:16:128,01130,----,
2025-07-28,17:38:16:234,01150,----,
2025-07-28,17:38:16:344,01116,----,
2025-07-28,17:38:16:452,01116,----,
2025-07-28,17:38:16:559,01116,----,
2025-07-28,17:38:16:666,01117,----,
2025-07-28,17:38:16:776,01132,----,
2025-07-28,17:38:16:883,01095,----,
2025-07-28,17:38:16:991,01096,----,
2025-07-28,17:38:17:100,01247,----,
2025-07-28,17:38:17:209,01494,----,
2025-07-28,17:38:17:318,01630,----,
2025-07-28,17:38:17:441,01737,----,
2025-07-28,17:38:17:551,01820,----,
2025-07-28,17:38:17:660,01886,----,
2025-07-28,17:38:17:769,01951,----,
2025-07-28,17:38:17:878,01983,----,
2025-07-28,17:38:17:986,02036,----,
2025-07-28,17:38:18:095,02059,----,
2025-07-28,17:38:18:200,02085,----,
2025-07-28,17:38:18:308,02137,----,
2025-07-28,17:38:18:416,02159,----,
2025-07-28,17:38:18:524,02180,----,
2025-07-28,17:38:18:631,02214,----,
2025-07-28,17:38:18:746,02232,----,
2025-07-28,17:38:18:862,02250,----,
2025-07-28,17:38:18:969,02270,----,
2025-07-28,17:38:19:077,02270,----,
2025-07-28,17:38:19:183,02271,----,
2025-07-28,17:38:19:292,02271,----,
2025-07-28,17:38:19:402,02271,----,
2025-07-28,17:38:19:509,01230,----,
2025-07-28,17:38:19:620,01120,----,
2025-07-28,17:38:19:730,01028,----,
