DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-14,15:42:40:608,05574,----,
2025-07-14,15:42:40:723,05577,----,
2025-07-14,15:42:40:826,05579,----,
2025-07-14,15:42:40:938,05579,----,
2025-07-14,15:42:41:050,05582,----,
2025-07-14,15:42:41:161,05585,----,
2025-07-14,15:42:41:264,05587,----,
2025-07-14,15:42:41:378,05587,----,
2025-07-14,15:42:41:491,05590,----,
2025-07-14,15:42:41:595,05593,----,
2025-07-14,15:42:41:706,05595,----,
2025-07-14,15:42:41:819,05597,----,
2025-07-14,15:42:41:923,05597,----,
2025-07-14,15:42:42:036,05597,----,
2025-07-14,15:42:42:146,05597,----,
2025-07-14,15:42:42:248,05600,----,
2025-07-14,15:42:42:367,05600,----,
2025-07-14,15:42:42:468,05605,----,
2025-07-14,15:42:42:578,05614,----,
2025-07-14,15:42:42:689,05693,----,
2025-07-14,15:42:42:799,05690,----,
2025-07-14,15:42:42:912,05690,----,
2025-07-14,15:42:43:020,05686,----,
2025-07-14,15:42:43:130,05469,----,
2025-07-14,15:42:43:239,05465,----,
2025-07-14,15:42:43:351,05461,----,
2025-07-14,15:42:43:453,05461,----,
2025-07-14,15:42:43:563,05460,----,
2025-07-14,15:42:43:673,05459,----,
2025-07-14,15:42:43:786,05458,----,
2025-07-14,15:42:43:896,05458,----,
2025-07-14,15:42:44:010,05457,----,
2025-07-14,15:42:44:108,05456,----,
2025-07-14,15:42:44:220,05456,----,
2025-07-14,15:42:44:331,05455,----,
2025-07-14,15:42:44:442,05455,----,
2025-07-14,15:42:44:553,05455,----,
2025-07-14,15:42:44:663,05460,----,
2025-07-14,15:42:44:766,05462,----,
2025-07-14,15:42:44:877,05462,----,
2025-07-14,15:42:44:990,05464,----,
2025-07-14,15:42:45:093,05465,----,
2025-07-14,15:42:45:205,05466,----,
2025-07-14,15:42:45:315,05468,----,
2025-07-14,15:42:45:427,05468,----,
2025-07-14,15:42:45:537,05470,----,
2025-07-14,15:42:45:639,05471,----,
2025-07-14,15:42:45:751,05470,----,
2025-07-14,15:42:45:863,05154,----,
2025-07-14,15:42:45:974,05154,----,
2025-07-14,15:42:46:085,04765,----,
2025-07-14,15:42:46:187,01492,----,
2025-07-14,15:42:46:297,01491,----,
2025-07-14,15:42:46:409,01491,----,
2025-07-14,15:42:46:521,01489,----,
2025-07-14,15:42:46:632,01418,----,
2025-07-14,15:42:46:733,01413,----,
2025-07-14,15:42:46:844,01406,----,
2025-07-14,15:42:46:956,01406,----,
2025-07-14,15:42:47:068,01346,----,
2025-07-14,15:42:47:179,01346,----,
2025-07-14,15:42:47:289,01353,----,
2025-07-14,15:42:47:390,01367,----,
2025-07-14,15:42:47:501,01367,----,
2025-07-14,15:42:47:612,01392,----,
2025-07-14,15:42:47:725,01380,----,
2025-07-14,15:42:47:836,01365,----,
2025-07-14,15:42:47:938,01365,----,
2025-07-14,15:42:48:050,01912,----,
2025-07-14,15:42:48:161,01966,----,
2025-07-14,15:42:48:273,02053,----,
2025-07-14,15:42:48:376,03023,----,
2025-07-14,15:42:48:487,03023,----,
2025-07-14,15:42:48:598,03041,----,
2025-07-14,15:42:48:708,03076,----,
2025-07-14,15:42:48:820,03488,----,
2025-07-14,15:42:48:922,03488,----,
2025-07-14,15:42:49:030,03499,----,
2025-07-14,15:42:49:141,03519,----,
2025-07-14,15:42:49:253,03763,----,
2025-07-14,15:42:49:370,03770,----,
2025-07-14,15:42:49:471,03770,----,
2025-07-14,15:42:49:585,03780,----,
2025-07-14,15:42:49:688,02485,----,
2025-07-14,15:42:49:799,02407,----,
2025-07-14,15:42:49:913,02313,----,
2025-07-14,15:42:50:017,02313,----,
2025-07-14,15:42:50:129,01419,----,
2025-07-14,15:42:50:232,01411,----,
2025-07-14,15:42:50:347,01396,----,
2025-07-14,15:42:50:461,01396,----,
2025-07-14,15:42:50:567,01249,----,
2025-07-14,15:42:50:676,01242,----,
2025-07-14,15:42:50:790,01226,----,
2025-07-14,15:42:50:893,01118,----,
2025-07-14,15:42:51:006,01118,----,
2025-07-14,15:42:51:108,01124,----,
2025-07-14,15:42:51:220,01131,----,
2025-07-14,15:42:51:335,01147,----,
2025-07-14,15:42:51:446,01147,----,
2025-07-14,15:42:51:550,01140,----,
2025-07-14,15:42:51:661,01165,----,
2025-07-14,15:42:51:773,02034,----,
2025-07-14,15:42:51:877,02072,----,
2025-07-14,15:42:51:991,02072,----,
2025-07-14,15:42:52:094,02135,----,
2025-07-14,15:42:52:207,02875,----,
2025-07-14,15:42:52:320,02892,----,
2025-07-14,15:42:52:424,02922,----,
2025-07-14,15:42:52:540,02922,----,
2025-07-14,15:42:52:641,03291,----,
2025-07-14,15:42:52:754,03301,----,
2025-07-14,15:42:52:867,03320,----,
2025-07-14,15:42:52:969,03320,----,
2025-07-14,15:42:53:083,03550,----,
2025-07-14,15:42:53:200,03418,----,
2025-07-14,15:42:53:299,03203,----,
2025-07-14,15:42:53:414,01316,----,
2025-07-14,15:42:53:515,01316,----,
2025-07-14,15:42:53:628,01311,----,
2025-07-14,15:42:53:741,01303,----,
2025-07-14,15:42:53:844,01190,----,
2025-07-14,15:42:53:959,01190,----,
2025-07-14,15:42:54:070,01186,----,
2025-07-14,15:42:54:174,01177,----,
