DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-14,15:31:07:580,05704,----,
2025-07-14,15:31:07:695,05704,----,
2025-07-14,15:31:07:804,05705,----,
2025-07-14,15:31:07:907,05706,----,
2025-07-14,15:31:08:021,05707,----,
2025-07-14,15:31:08:124,05708,----,
2025-07-14,15:31:08:241,05708,----,
2025-07-14,15:31:08:343,05709,----,
2025-07-14,15:31:08:453,05711,----,
2025-07-14,15:31:08:566,05712,----,
2025-07-14,15:31:08:679,05712,----,
2025-07-14,15:31:08:784,05713,----,
2025-07-14,15:31:08:895,05713,----,
2025-07-14,15:31:08:999,05664,----,
2025-07-14,15:31:09:112,05533,----,
2025-07-14,15:31:09:226,05533,----,
2025-07-14,15:31:09:329,04385,----,
2025-07-14,15:31:09:442,04385,----,
2025-07-14,15:31:09:554,04382,----,
2025-07-14,15:31:09:657,04382,----,
2025-07-14,15:31:09:771,04380,----,
2025-07-14,15:31:09:873,04414,----,
2025-07-14,15:31:09:988,04349,----,
2025-07-14,15:31:10:096,04173,----,
2025-07-14,15:31:10:206,04173,----,
2025-07-14,15:31:10:321,02581,----,
2025-07-14,15:31:10:428,02497,----,
2025-07-14,15:31:10:537,02357,----,
2025-07-14,15:31:10:646,01036,----,
2025-07-14,15:31:10:761,01036,----,
2025-07-14,15:31:10:866,01031,----,
2025-07-14,15:31:10:979,01034,----,
2025-07-14,15:31:11:079,01023,----,
2025-07-14,15:31:11:192,01023,----,
2025-07-14,15:31:11:309,01019,----,
2025-07-14,15:31:11:411,01014,----,
2025-07-14,15:31:11:521,00971,----,
2025-07-14,15:31:11:624,01011,----,
2025-07-14,15:31:11:736,01011,----,
2025-07-14,15:31:11:850,01073,----,
2025-07-14,15:31:11:953,01735,----,
2025-07-14,15:31:12:066,01779,----,
2025-07-14,15:31:12:179,01779,----,
2025-07-14,15:31:12:284,01864,----,
2025-07-14,15:31:12:397,02811,----,
2025-07-14,15:31:12:500,02827,----,
2025-07-14,15:31:12:613,02868,----,
2025-07-14,15:31:12:728,02868,----,
2025-07-14,15:31:12:829,03417,----,
2025-07-14,15:31:12:943,03436,----,
2025-07-14,15:31:13:046,03468,----,
2025-07-14,15:31:13:159,03468,----,
2025-07-14,15:31:13:270,03818,----,
2025-07-14,15:31:13:375,03821,----,
2025-07-14,15:31:13:488,03831,----,
2025-07-14,15:31:13:598,03966,----,
2025-07-14,15:31:13:711,03966,----,
2025-07-14,15:31:13:814,03971,----,
2025-07-14,15:31:13:928,03980,----,
2025-07-14,15:31:14:033,04082,----,
2025-07-14,15:31:14:145,03865,----,
2025-07-14,15:31:14:264,03865,----,
2025-07-14,15:31:14:367,03582,----,
2025-07-14,15:31:14:476,01114,----,
2025-07-14,15:31:14:579,01102,----,
2025-07-14,15:31:14:692,01102,----,
2025-07-14,15:31:14:808,01089,----,
2025-07-14,15:31:14:909,01004,----,
2025-07-14,15:31:15:022,00999,----,
2025-07-14,15:31:15:124,00986,----,
2025-07-14,15:31:15:238,00986,----,
2025-07-14,15:31:15:350,00858,----,
2025-07-14,15:31:15:453,00859,----,
2025-07-14,15:31:15:567,00860,----,
2025-07-14,15:31:15:679,00914,----,
2025-07-14,15:31:15:783,00914,----,
2025-07-14,15:31:15:896,01859,----,
2025-07-14,15:31:16:002,01889,----,
2025-07-14,15:31:16:111,01939,----,
2025-07-14,15:31:16:224,01939,----,
2025-07-14,15:31:16:327,02532,----,
2025-07-14,15:31:16:439,02545,----,
2025-07-14,15:31:16:553,02569,----,
2025-07-14,15:31:16:657,02865,----,
2025-07-14,15:31:16:772,02865,----,
2025-07-14,15:31:16:875,02873,----,
2025-07-14,15:31:16:983,02887,----,
2025-07-14,15:31:17:102,03075,----,
2025-07-14,15:31:17:204,03081,----,
2025-07-14,15:31:17:311,03081,----,
2025-07-14,15:31:17:428,03091,----,
2025-07-14,15:31:17:531,03225,----,
2025-07-14,15:31:17:645,03229,----,
2025-07-14,15:31:17:748,03229,----,
2025-07-14,15:31:17:861,03237,----,
2025-07-14,15:31:17:974,03340,----,
2025-07-14,15:31:18:078,03343,----,
2025-07-14,15:31:18:192,03343,----,
2025-07-14,15:31:18:304,03239,----,
2025-07-14,15:31:18:407,01244,----,
2025-07-14,15:31:18:522,01231,----,
2025-07-14,15:31:18:633,01210,----,
2025-07-14,15:31:18:736,01210,----,
2025-07-14,15:31:18:850,00993,----,
2025-07-14,15:31:18:952,00995,----,
2025-07-14,15:31:19:066,00998,----,
2025-07-14,15:31:19:181,00941,----,
2025-07-14,15:31:19:280,00941,----,
2025-07-14,15:31:19:394,00939,----,
2025-07-14,15:31:19:507,00938,----,
2025-07-14,15:31:19:608,00935,----,
2025-07-14,15:31:19:722,00935,----,
2025-07-14,15:31:19:836,00928,----,
2025-07-14,15:31:19:936,01364,----,
2025-07-14,15:31:20:061,01409,----,
2025-07-14,15:31:20:164,01484,----,
2025-07-14,15:31:20:266,01484,----,
2025-07-14,15:31:20:378,02319,----,
2025-07-14,15:31:20:491,02335,----,
2025-07-14,15:31:20:597,02364,----,
2025-07-14,15:31:20:709,02718,----,
2025-07-14,15:31:20:813,02718,----,
2025-07-14,15:31:20:928,02727,----,
2025-07-14,15:31:21:034,02744,----,
2025-07-14,15:31:21:146,02953,----,
