DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,21:29:21:519,06537,----,
2025-06-24,21:29:21:633,06561,----,
2025-06-24,21:29:21:736,06567,----,
2025-06-24,21:29:21:852,06578,----,
2025-06-24,21:29:21:953,06592,----,
2025-06-24,21:29:22:067,06603,----,
2025-06-24,21:29:22:179,06613,----,
2025-06-24,21:29:22:292,06589,----,
2025-06-24,21:29:22:395,06565,----,
2025-06-24,21:29:22:506,06541,----,
2025-06-24,21:29:22:610,05858,----,
2025-06-24,21:29:22:726,03942,----,
2025-06-24,21:29:22:833,03659,----,
2025-06-24,21:29:22:945,03717,----,
2025-06-24,21:29:23:048,03717,----,
2025-06-24,21:29:23:162,03733,----,
2025-06-24,21:29:23:266,02382,----,
2025-06-24,21:29:23:376,02155,----,
2025-06-24,21:29:23:491,02153,----,
2025-06-24,21:29:23:605,02102,----,
2025-06-24,21:29:23:704,02074,----,
2025-06-24,21:29:23:818,02031,----,
2025-06-24,21:29:23:932,01860,----,
2025-06-24,21:29:24:034,01843,----,
2025-06-24,21:29:24:147,01863,----,
2025-06-24,21:29:24:252,01878,----,
2025-06-24,21:29:24:366,01872,----,
2025-06-24,21:29:24:475,01855,----,
2025-06-24,21:29:24:585,01863,----,
2025-06-24,21:29:24:694,01864,----,
2025-06-24,21:29:24:809,01852,----,
2025-06-24,21:29:24:915,01861,----,
2025-06-24,21:29:25:019,01863,----,
2025-06-24,21:29:25:132,01872,----,
2025-06-24,21:29:25:240,01879,----,
2025-06-24,21:29:25:349,02268,----,
2025-06-24,21:29:25:466,03209,----,
2025-06-24,21:29:25:566,03486,----,
2025-06-24,21:29:25:684,03580,----,
2025-06-24,21:29:25:791,03689,----,
2025-06-24,21:29:25:896,03759,----,
2025-06-24,21:29:26:006,03823,----,
2025-06-24,21:29:26:119,03872,----,
2025-06-24,21:29:26:219,03900,----,
2025-06-24,21:29:26:334,03804,----,
2025-06-24,21:29:26:449,03699,----,
2025-06-24,21:29:26:549,03010,----,
2025-06-24,21:29:26:663,02404,----,
2025-06-24,21:29:26:765,02225,----,
2025-06-24,21:29:26:880,02244,----,
2025-06-24,21:29:26:984,02164,----,
2025-06-24,21:29:27:097,02090,----,
2025-06-24,21:29:27:208,01962,----,
2025-06-24,21:29:27:314,01967,----,
2025-06-24,21:29:27:435,01942,----,
2025-06-24,21:29:27:533,01910,----,
2025-06-24,21:29:27:645,01881,----,
2025-06-24,21:29:27:758,01878,----,
2025-06-24,21:29:27:860,01925,----,
2025-06-24,21:29:27:984,01974,----,
2025-06-24,21:29:28:092,01908,----,
2025-06-24,21:29:28:188,01895,----,
2025-06-24,21:29:28:298,01909,----,
2025-06-24,21:29:28:409,01909,----,
2025-06-24,21:29:28:523,02032,----,
2025-06-24,21:29:28:627,03082,----,
2025-06-24,21:29:28:737,03349,----,
2025-06-24,21:29:28:846,03490,----,
2025-06-24,21:29:28:960,03569,----,
2025-06-24,21:29:29:076,03616,----,
2025-06-24,21:29:29:178,03659,----,
2025-06-24,21:29:29:285,03712,----,
2025-06-24,21:29:29:402,03738,----,
2025-06-24,21:29:29:508,03738,----,
2025-06-24,21:29:29:614,03737,----,
2025-06-24,21:29:29:726,03670,----,
2025-06-24,21:29:29:840,02568,----,
2025-06-24,21:29:29:953,02123,----,
2025-06-24,21:29:30:049,02148,----,
2025-06-24,21:29:30:158,02190,----,
2025-06-24,21:29:30:273,02192,----,
2025-06-24,21:29:30:380,02139,----,
2025-06-24,21:29:30:496,01960,----,
2025-06-24,21:29:30:597,01920,----,
2025-06-24,21:29:30:717,01919,----,
2025-06-24,21:29:30:823,01916,----,
2025-06-24,21:29:30:931,01902,----,
2025-06-24,21:29:31:035,01889,----,
2025-06-24,21:29:31:143,01943,----,
2025-06-24,21:29:31:254,02044,----,
2025-06-24,21:29:31:366,02062,----,
2025-06-24,21:29:31:478,02012,----,
2025-06-24,21:29:31:579,02005,----,
2025-06-24,21:29:31:698,01971,----,
2025-06-24,21:29:31:806,02023,----,
2025-06-24,21:29:31:919,02753,----,
2025-06-24,21:29:32:024,03152,----,
2025-06-24,21:29:32:133,03323,----,
2025-06-24,21:29:32:238,03444,----,
2025-06-24,21:29:32:357,03518,----,
2025-06-24,21:29:32:458,03552,----,
2025-06-24,21:29:32:567,03552,----,
2025-06-24,21:29:32:676,03579,----,
2025-06-24,21:29:32:782,03527,----,
2025-06-24,21:29:32:898,02974,----,
2025-06-24,21:29:33:017,02425,----,
2025-06-24,21:29:33:125,02321,----,
2025-06-24,21:29:33:238,02268,----,
2025-06-24,21:29:33:348,02261,----,
2025-06-24,21:29:33:456,02200,----,
2025-06-24,21:29:33:565,02130,----,
2025-06-24,21:29:33:683,01982,----,
2025-06-24,21:29:33:798,01966,----,
2025-06-24,21:29:33:908,01943,----,
2025-06-24,21:29:34:023,01919,----,
2025-06-24,21:29:34:131,01904,----,
2025-06-24,21:29:34:239,01911,----,
2025-06-24,21:29:34:348,01925,----,
2025-06-24,21:29:34:456,01926,----,
2025-06-24,21:29:34:565,01928,----,
2025-06-24,21:29:34:673,01928,----,
2025-06-24,21:29:34:782,01929,----,
2025-06-24,21:29:34:892,01922,----,
2025-06-24,21:29:35:004,02089,----,
2025-06-24,21:29:35:117,03038,----,
