DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,21:27:58:971,06980,----,
2025-06-24,21:27:59:079,07007,----,
2025-06-24,21:27:59:188,07037,----,
2025-06-24,21:27:59:303,06944,----,
2025-06-24,21:27:59:410,06695,----,
2025-06-24,21:27:59:518,06668,----,
2025-06-24,21:27:59:625,06707,----,
2025-06-24,21:27:59:743,06737,----,
2025-06-24,21:27:59:851,06594,----,
2025-06-24,21:27:59:957,06598,----,
2025-06-24,21:28:00:063,06600,----,
2025-06-24,21:28:00:183,06390,----,
2025-06-24,21:28:00:294,06334,----,
2025-06-24,21:28:00:401,05250,----,
2025-06-24,21:28:00:500,04669,----,
2025-06-24,21:28:00:624,04392,----,
2025-06-24,21:28:00:726,03917,----,
2025-06-24,21:28:00:828,03718,----,
2025-06-24,21:28:00:949,02897,----,
2025-06-24,21:28:01:054,02163,----,
2025-06-24,21:28:01:160,02131,----,
2025-06-24,21:28:01:268,02116,----,
2025-06-24,21:28:01:388,02079,----,
2025-06-24,21:28:01:491,02081,----,
2025-06-24,21:28:01:601,02060,----,
2025-06-24,21:28:01:707,02000,----,
2025-06-24,21:28:01:816,01886,----,
2025-06-24,21:28:01:931,01871,----,
2025-06-24,21:28:02:034,01884,----,
2025-06-24,21:28:02:144,01891,----,
2025-06-24,21:28:02:261,01891,----,
2025-06-24,21:28:02:371,01871,----,
2025-06-24,21:28:02:477,01863,----,
2025-06-24,21:28:02:588,01864,----,
2025-06-24,21:28:02:691,01872,----,
2025-06-24,21:28:02:802,01872,----,
2025-06-24,21:28:02:906,01872,----,
2025-06-24,21:28:03:020,01874,----,
2025-06-24,21:28:03:126,01882,----,
2025-06-24,21:28:03:236,01913,----,
2025-06-24,21:28:03:357,02453,----,
2025-06-24,21:28:03:457,02968,----,
2025-06-24,21:28:03:567,03051,----,
2025-06-24,21:28:03:674,03106,----,
2025-06-24,21:28:03:784,03120,----,
2025-06-24,21:28:03:894,03130,----,
2025-06-24,21:28:04:007,03023,----,
2025-06-24,21:28:04:110,02250,----,
2025-06-24,21:28:04:229,02118,----,
2025-06-24,21:28:04:329,02249,----,
2025-06-24,21:28:04:442,02096,----,
2025-06-24,21:28:04:553,02096,----,
2025-06-24,21:28:04:659,02094,----,
2025-06-24,21:28:04:768,01955,----,
2025-06-24,21:28:04:877,01912,----,
2025-06-24,21:28:04:987,01912,----,
2025-06-24,21:28:05:096,01913,----,
2025-06-24,21:28:05:205,01915,----,
2025-06-24,21:28:05:316,01892,----,
2025-06-24,21:28:05:428,01869,----,
2025-06-24,21:28:05:543,01863,----,
2025-06-24,21:28:05:649,01872,----,
2025-06-24,21:28:05:750,01865,----,
2025-06-24,21:28:05:860,01865,----,
2025-06-24,21:28:05:975,01867,----,
2025-06-24,21:28:06:083,01869,----,
2025-06-24,21:28:06:192,01871,----,
2025-06-24,21:28:06:297,01874,----,
2025-06-24,21:28:06:407,01895,----,
2025-06-24,21:28:06:518,02317,----,
2025-06-24,21:28:06:632,02971,----,
2025-06-24,21:28:06:744,03190,----,
2025-06-24,21:28:06:851,03257,----,
2025-06-24,21:28:06:968,03258,----,
2025-06-24,21:28:07:072,03220,----,
2025-06-24,21:28:07:172,03093,----,
2025-06-24,21:28:07:286,02624,----,
2025-06-24,21:28:07:392,02198,----,
2025-06-24,21:28:07:504,02077,----,
2025-06-24,21:28:07:618,02061,----,
2025-06-24,21:28:07:721,02078,----,
2025-06-24,21:28:07:834,02071,----,
2025-06-24,21:28:07:938,02038,----,
2025-06-24,21:28:08:055,01961,----,
2025-06-24,21:28:08:161,01936,----,
2025-06-24,21:28:08:270,01936,----,
2025-06-24,21:28:08:376,01937,----,
2025-06-24,21:28:08:489,01932,----,
2025-06-24,21:28:08:596,01910,----,
2025-06-24,21:28:08:714,01878,----,
2025-06-24,21:28:08:816,01871,----,
2025-06-24,21:28:08:930,01871,----,
2025-06-24,21:28:09:036,01873,----,
2025-06-24,21:28:09:154,01875,----,
2025-06-24,21:28:09:263,01878,----,
2025-06-24,21:28:09:367,01880,----,
2025-06-24,21:28:09:473,01887,----,
2025-06-24,21:28:09:581,02015,----,
2025-06-24,21:28:09:695,02569,----,
2025-06-24,21:28:09:800,02851,----,
2025-06-24,21:28:09:915,02927,----,
2025-06-24,21:28:10:019,02966,----,
2025-06-24,21:28:10:126,02976,----,
2025-06-24,21:28:10:242,02976,----,
2025-06-24,21:28:10:345,02212,----,
2025-06-24,21:28:10:466,02006,----,
2025-06-24,21:28:10:564,01973,----,
2025-06-24,21:28:10:678,01993,----,
2025-06-24,21:28:10:789,02008,----,
2025-06-24,21:28:10:892,02021,----,
2025-06-24,21:28:11:002,02023,----,
2025-06-24,21:28:11:113,01921,----,
2025-06-24,21:28:11:220,01922,----,
2025-06-24,21:28:11:335,01936,----,
2025-06-24,21:28:11:445,01938,----,
2025-06-24,21:28:11:554,01922,----,
2025-06-24,21:28:11:658,01894,----,
2025-06-24,21:28:11:773,01879,----,
2025-06-24,21:28:11:878,01876,----,
2025-06-24,21:28:11:986,01874,----,
2025-06-24,21:28:12:095,01873,----,
2025-06-24,21:28:12:208,01874,----,
2025-06-24,21:28:12:313,01877,----,
2025-06-24,21:28:12:431,01884,----,
2025-06-24,21:28:12:532,01886,----,
