DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,15:56:17:885,06128,----,
2025-07-28,15:56:17:992,06128,----,
2025-07-28,15:56:18:101,06128,----,
2025-07-28,15:56:18:209,06129,----,
2025-07-28,15:56:18:318,06130,----,
2025-07-28,15:56:18:442,06131,----,
2025-07-28,15:56:18:550,06132,----,
2025-07-28,15:56:18:658,06132,----,
2025-07-28,15:56:18:768,06133,----,
2025-07-28,15:56:18:874,06134,----,
2025-07-28,15:56:18:982,06134,----,
2025-07-28,15:56:19:091,06135,----,
2025-07-28,15:56:19:198,06136,----,
2025-07-28,15:56:19:307,06136,----,
2025-07-28,15:56:19:415,06136,----,
2025-07-28,15:56:19:523,06136,----,
2025-07-28,15:56:19:630,06135,----,
2025-07-28,15:56:19:740,06134,----,
2025-07-28,15:56:19:863,06132,----,
2025-07-28,15:56:19:972,06131,----,
2025-07-28,15:56:20:079,06129,----,
2025-07-28,15:56:20:186,06127,----,
2025-07-28,15:56:20:296,06124,----,
2025-07-28,15:56:20:401,06122,----,
2025-07-28,15:56:20:507,06120,----,
2025-07-28,15:56:20:615,06118,----,
2025-07-28,15:56:20:740,06116,----,
2025-07-28,15:56:20:847,06112,----,
2025-07-28,15:56:20:953,01867,----,
2025-07-28,15:56:21:061,01156,----,
2025-07-28,15:56:21:165,00817,----,
2025-07-28,15:56:21:279,00944,----,
2025-07-28,15:56:21:389,02164,----,
2025-07-28,15:56:21:498,03057,----,
2025-07-28,15:56:21:607,03554,----,
2025-07-28,15:56:21:714,01544,----,
2025-07-28,15:56:21:821,00731,----,
2025-07-28,15:56:21:930,00876,----,
2025-07-28,15:56:22:038,01190,----,
2025-07-28,15:56:22:161,02301,----,
2025-07-28,15:56:22:266,03219,----,
2025-07-28,15:56:22:366,02269,----,
2025-07-28,15:56:22:481,00941,----,
2025-07-28,15:56:22:588,02074,----,
2025-07-28,15:56:22:696,02790,----,
2025-07-28,15:56:22:804,03317,----,
2025-07-28,15:56:22:912,03645,----,
2025-07-28,15:56:23:035,03943,----,
2025-07-28,15:56:23:142,04193,----,
2025-07-28,15:56:23:252,04389,----,
2025-07-28,15:56:23:360,04642,----,
2025-07-28,15:56:23:470,04725,----,
2025-07-28,15:56:23:579,04872,----,
2025-07-28,15:56:23:687,04953,----,
2025-07-28,15:56:23:795,02003,----,
2025-07-28,15:56:23:903,01688,----,
2025-07-28,15:56:24:012,01189,----,
2025-07-28,15:56:24:119,01224,----,
2025-07-28,15:56:24:228,02611,----,
2025-07-28,15:56:24:336,03668,----,
2025-07-28,15:56:24:444,02377,----,
2025-07-28,15:56:24:552,01468,----,
2025-07-28,15:56:24:675,01177,----,
2025-07-28,15:56:24:783,01039,----,
2025-07-28,15:56:24:882,01555,----,
2025-07-28,15:56:24:998,02481,----,
2025-07-28,15:56:25:111,03281,----,
2025-07-28,15:56:25:218,01137,----,
2025-07-28,15:56:25:329,01627,----,
2025-07-28,15:56:25:436,02811,----,
2025-07-28,15:56:25:544,03301,----,
2025-07-28,15:56:25:654,03674,----,
2025-07-28,15:56:25:756,03910,----,
2025-07-28,15:56:25:871,04102,----,
2025-07-28,15:56:25:978,04344,----,
2025-07-28,15:56:26:087,04576,----,
2025-07-28,15:56:26:194,04766,----,
2025-07-28,15:56:26:304,03408,----,
2025-07-28,15:56:26:414,01649,----,
2025-07-28,15:56:26:521,01394,----,
2025-07-28,15:56:26:632,01347,----,
2025-07-28,15:56:26:743,02397,----,
2025-07-28,15:56:26:850,03383,----,
2025-07-28,15:56:26:973,03973,----,
2025-07-28,15:56:27:082,01732,----,
2025-07-28,15:56:27:177,01549,----,
2025-07-28,15:56:27:298,01335,----,
2025-07-28,15:56:27:407,01983,----,
2025-07-28,15:56:27:514,02807,----,
2025-07-28,15:56:27:621,03373,----,
2025-07-28,15:56:27:729,03751,----,
2025-07-28,15:56:27:839,01202,----,
2025-07-28,15:56:27:947,01693,----,
2025-07-28,15:56:28:057,02519,----,
2025-07-28,15:56:28:163,03243,----,
2025-07-28,15:56:28:272,03581,----,
2025-07-28,15:56:28:380,03910,----,
2025-07-28,15:56:28:495,04193,----,
2025-07-28,15:56:28:659,04428,----,
2025-07-28,15:56:28:714,02873,----,
2025-07-28,15:56:28:824,02184,----,
2025-07-28,15:56:28:932,01654,----,
2025-07-28,15:56:29:039,01477,----,
2025-07-28,15:56:29:147,01430,----,
2025-07-28,15:56:29:255,02995,----,
2025-07-28,15:56:29:377,03682,----,
2025-07-28,15:56:29:487,05108,----,
2025-07-28,15:56:29:594,02493,----,
2025-07-28,15:56:29:704,01669,----,
2025-07-28,15:56:29:812,01188,----,
2025-07-28,15:56:29:921,01325,----,
2025-07-28,15:56:30:029,02427,----,
2025-07-28,15:56:30:138,03321,----,
2025-07-28,15:56:30:248,03638,----,
2025-07-28,15:56:30:357,02722,----,
2025-07-28,15:56:30:466,01300,----,
2025-07-28,15:56:30:572,02003,----,
2025-07-28,15:56:30:680,02691,----,
2025-07-28,15:56:30:789,03196,----,
2025-07-28,15:56:30:910,03579,----,
2025-07-28,15:56:31:005,03939,----,
2025-07-28,15:56:31:127,04225,----,
2025-07-28,15:56:31:225,04432,----,
2025-07-28,15:56:31:345,04621,----,
2025-07-28,15:56:31:453,04809,----,
