DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,16:36:54:961,01775,----,
2025-07-28,16:36:55:070,01776,----,
2025-07-28,16:36:55:180,01777,----,
2025-07-28,16:36:55:288,01789,----,
2025-07-28,16:36:55:397,01790,----,
2025-07-28,16:36:55:507,01790,----,
2025-07-28,16:36:55:630,01804,----,
2025-07-28,16:36:55:753,01804,----,
2025-07-28,16:36:55:861,01793,----,
2025-07-28,16:36:55:968,00631,----,
2025-07-28,16:36:56:077,00417,----,
2025-07-28,16:36:56:183,00208,----,
2025-07-28,16:36:56:294,00595,----,
2025-07-28,16:36:56:403,00824,----,
2025-07-28,16:36:56:510,00383,----,
2025-07-28,16:36:56:617,00120,----,
2025-07-28,16:36:56:727,00030,----,
2025-07-28,16:36:56:836,00309,----,
2025-07-28,16:36:56:944,00650,----,
2025-07-28,16:36:57:052,00146,----,
2025-07-28,16:36:57:162,00083,----,
2025-07-28,16:36:57:271,00442,----,
2025-07-28,16:36:57:394,00633,----,
2025-07-28,16:36:57:501,00777,----,
2025-07-28,16:36:57:610,00807,----,
2025-07-28,16:36:57:721,00866,----,
2025-07-28,16:36:57:829,00883,----,
2025-07-28,16:36:57:938,00923,----,
2025-07-28,16:36:58:047,00946,----,
2025-07-28,16:36:58:155,00987,----,
2025-07-28,16:36:58:264,01011,----,
2025-07-28,16:36:58:372,00746,----,
2025-07-28,16:36:58:481,00376,----,
2025-07-28,16:36:58:589,00193,----,
2025-07-28,16:36:58:696,00497,----,
2025-07-28,16:36:58:805,00765,----,
2025-07-28,16:36:58:916,00406,----,
2025-07-28,16:36:59:025,00134,----,
2025-07-28,16:36:59:132,00126,----,
2025-07-28,16:36:59:240,00576,----,
2025-07-28,16:36:59:363,00784,----,
2025-07-28,16:36:59:471,00136,----,
2025-07-28,16:36:59:578,00066,----,
2025-07-28,16:36:59:686,00510,----,
2025-07-28,16:36:59:794,00709,----,
2025-07-28,16:36:59:902,00856,----,
2025-07-28,16:37:00:010,00937,----,
2025-07-28,16:37:00:119,00962,----,
2025-07-28,16:37:00:226,01009,----,
2025-07-28,16:37:00:333,01035,----,
2025-07-28,16:37:00:442,01076,----,
2025-07-28,16:37:00:556,01095,----,
2025-07-28,16:37:00:676,01095,----,
2025-07-28,16:37:00:783,01116,----,
2025-07-28,16:37:00:890,01132,----,
2025-07-28,16:37:00:998,01149,----,
2025-07-28,16:37:01:106,01149,----,
2025-07-28,16:37:01:214,00268,----,
2025-07-28,16:37:01:337,00205,----,
2025-07-28,16:37:01:462,00205,----,
2025-07-28,16:37:01:582,00876,----,
2025-07-28,16:37:01:666,00876,----,
2025-07-28,16:37:01:826,00105,----,
2025-07-28,16:37:01:871,00587,----,
2025-07-28,16:37:01:980,00589,----,
2025-07-28,16:37:02:090,00803,----,
2025-07-28,16:37:02:198,00143,----,
2025-07-28,16:37:02:308,00056,----,
2025-07-28,16:37:02:418,00654,----,
2025-07-28,16:37:02:527,00799,----,
2025-07-28,16:37:02:636,00845,----,
2025-07-28,16:37:02:743,00934,----,
2025-07-28,16:37:02:854,00994,----,
2025-07-28,16:37:02:962,01020,----,
2025-07-28,16:37:03:071,01063,----,
2025-07-28,16:37:03:183,01082,----,
2025-07-28,16:37:03:290,01117,----,
2025-07-28,16:37:03:398,01136,----,
2025-07-28,16:37:03:505,01151,----,
2025-07-28,16:37:03:630,01165,----,
2025-07-28,16:37:03:755,01093,----,
2025-07-28,16:37:03:880,00362,----,
2025-07-28,16:37:04:005,00226,----,
2025-07-28,16:37:04:128,00523,----,
2025-07-28,16:37:04:236,00950,----,
2025-07-28,16:37:04:343,00215,----,
2025-07-28,16:37:04:452,00145,----,
2025-07-28,16:37:04:559,00184,----,
2025-07-28,16:37:04:667,00708,----,
2025-07-28,16:37:04:775,00904,----,
2025-07-28,16:37:04:885,00178,----,
2025-07-28,16:37:04:992,00117,----,
2025-07-28,16:37:05:102,00570,----,
2025-07-28,16:37:05:210,00786,----,
2025-07-28,16:37:05:321,00951,----,
2025-07-28,16:37:05:428,00978,----,
2025-07-28,16:37:05:544,01045,----,
2025-07-28,16:37:05:659,01097,----,
2025-07-28,16:37:05:765,01121,----,
2025-07-28,16:37:05:873,01139,----,
2025-07-28,16:37:06:125,01171,----,
2025-07-28,16:37:06:206,01199,----,
2025-07-28,16:37:06:316,00643,----,
2025-07-28,16:37:06:423,00288,----,
2025-07-28,16:37:06:531,00284,----,
2025-07-28,16:37:06:638,00724,----,
2025-07-28,16:37:06:748,00918,----,
2025-07-28,16:37:06:857,00338,----,
2025-07-28,16:37:06:964,00209,----,
2025-07-28,16:37:07:073,00445,----,
2025-07-28,16:37:07:181,00824,----,
2025-07-28,16:37:07:290,00334,----,
2025-07-28,16:37:07:398,00133,----,
2025-07-28,16:37:07:505,00566,----,
2025-07-28,16:37:07:628,00792,----,
2025-07-28,16:37:07:736,00924,----,
2025-07-28,16:37:07:843,00998,----,
2025-07-28,16:37:07:950,01028,----,
2025-07-28,16:37:08:057,01080,----,
2025-07-28,16:37:08:165,01098,----,
2025-07-28,16:37:08:273,01140,----,
2025-07-28,16:37:08:381,01160,----,
2025-07-28,16:37:08:505,01174,----,
2025-07-28,16:37:08:611,01194,----,
2025-07-28,16:37:08:721,01095,----,
