DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,19:48:27:898,07441,----,
2025-07-13,19:48:28:002,07449,----,
2025-07-13,19:48:28:114,07449,----,
2025-07-13,19:48:28:218,07692,----,
2025-07-13,19:48:28:331,07746,----,
2025-07-13,19:48:28:446,07783,----,
2025-07-13,19:48:28:549,07841,----,
2025-07-13,19:48:28:664,07841,----,
2025-07-13,19:48:28:766,07866,----,
2025-07-13,19:48:28:876,08018,----,
2025-07-13,19:48:28:988,09145,----,
2025-07-13,19:48:29:102,09145,----,
2025-07-13,19:48:29:205,09156,----,
2025-07-13,19:48:29:318,09187,----,
2025-07-13,19:48:29:421,09191,----,
2025-07-13,19:48:29:535,09187,----,
2025-07-13,19:48:29:648,09187,----,
2025-07-13,19:48:29:750,09145,----,
2025-07-13,19:48:29:864,08860,----,
2025-07-13,19:48:29:968,08849,----,
2025-07-13,19:48:30:079,08849,----,
2025-07-13,19:48:30:192,08821,----,
2025-07-13,19:48:30:309,08338,----,
2025-07-13,19:48:30:409,07977,----,
2025-07-13,19:48:30:524,07907,----,
2025-07-13,19:48:30:628,07907,----,
2025-07-13,19:48:30:739,08011,----,
2025-07-13,19:48:30:843,08053,----,
2025-07-13,19:48:30:959,08000,----,
2025-07-13,19:48:31:069,07771,----,
2025-07-13,19:48:31:173,07771,----,
2025-07-13,19:48:31:286,07800,----,
2025-07-13,19:48:31:399,07898,----,
2025-07-13,19:48:31:504,09607,----,
2025-07-13,19:48:31:616,09607,----,
2025-07-13,19:48:31:721,09467,----,
2025-07-13,19:48:31:834,09121,----,
2025-07-13,19:48:31:945,05441,----,
2025-07-13,19:48:32:048,05275,----,
2025-07-13,19:48:32:162,05275,----,
2025-07-13,19:48:32:265,04927,----,
2025-07-13,19:48:32:378,02701,----,
2025-07-13,19:48:32:493,03109,----,
2025-07-13,19:48:32:597,03682,----,
2025-07-13,19:48:32:712,03682,----,
2025-07-13,19:48:32:813,08753,----,
2025-07-13,19:48:32:925,08692,----,
2025-07-13,19:48:33:038,08617,----,
2025-07-13,19:48:33:140,08617,----,
2025-07-13,19:48:33:254,08186,----,
2025-07-13,19:48:33:367,08137,----,
2025-07-13,19:48:33:471,08080,----,
2025-07-13,19:48:33:583,07369,----,
2025-07-13,19:48:33:687,07369,----,
2025-07-13,19:48:33:801,07353,----,
2025-07-13,19:48:33:906,07327,----,
2025-07-13,19:48:34:017,06699,----,
2025-07-13,19:48:34:131,06699,----,
2025-07-13,19:48:34:234,06751,----,
2025-07-13,19:48:34:348,06612,----,
2025-07-13,19:48:34:460,04429,----,
2025-07-13,19:48:34:565,04404,----,
2025-07-13,19:48:34:680,04404,----,
2025-07-13,19:48:34:782,04171,----,
2025-07-13,19:48:34:893,01892,----,
2025-07-13,19:48:35:001,02194,----,
2025-07-13,19:48:35:112,02194,----,
2025-07-13,19:48:35:224,02464,----,
2025-07-13,19:48:35:330,06747,----,
2025-07-13,19:48:35:438,06401,----,
2025-07-13,19:48:35:552,06068,----,
2025-07-13,19:48:35:665,06068,----,
2025-07-13,19:48:35:767,03535,----,
2025-07-13,19:48:35:880,03561,----,
2025-07-13,19:48:35:985,03642,----,
2025-07-13,19:48:36:097,04746,----,
2025-07-13,19:48:36:209,04746,----,
2025-07-13,19:48:36:314,04775,----,
2025-07-13,19:48:36:428,04834,----,
2025-07-13,19:48:36:533,05714,----,
2025-07-13,19:48:36:641,05714,----,
2025-07-13,19:48:36:754,05740,----,
2025-07-13,19:48:36:864,05790,----,
2025-07-13,19:48:36:967,06245,----,
2025-07-13,19:48:37:080,06052,----,
2025-07-13,19:48:37:194,06052,----,
2025-07-13,19:48:37:298,05785,----,
2025-07-13,19:48:37:411,03528,----,
2025-07-13,19:48:37:514,03389,----,
2025-07-13,19:48:37:627,03389,----,
2025-07-13,19:48:37:743,03288,----,
2025-07-13,19:48:37:844,03753,----,
2025-07-13,19:48:37:964,03750,----,
2025-07-13,19:48:38:072,03679,----,
2025-07-13,19:48:38:175,03679,----,
2025-07-13,19:48:38:289,03069,----,
2025-07-13,19:48:38:391,03094,----,
2025-07-13,19:48:38:503,03152,----,
2025-07-13,19:48:38:619,03942,----,
2025-07-13,19:48:38:721,03942,----,
2025-07-13,19:48:38:832,03929,----,
2025-07-13,19:48:38:944,03954,----,
2025-07-13,19:48:39:047,04468,----,
2025-07-13,19:48:39:159,04468,----,
2025-07-13,19:48:39:274,04480,----,
2025-07-13,19:48:39:377,04528,----,
2025-07-13,19:48:39:489,05173,----,
2025-07-13,19:48:39:598,05175,----,
2025-07-13,19:48:39:709,05175,----,
2025-07-13,19:48:39:814,05147,----,
2025-07-13,19:48:39:927,04572,----,
2025-07-13,19:48:40:038,04520,----,
2025-07-13,19:48:40:142,04376,----,
2025-07-13,19:48:40:255,04376,----,
2025-07-13,19:48:40:366,02832,----,
2025-07-13,19:48:40:468,02804,----,
2025-07-13,19:48:40:581,02827,----,
2025-07-13,19:48:40:694,02827,----,
2025-07-13,19:48:40:796,02190,----,
2025-07-13,19:48:40:908,02313,----,
2025-07-13,19:48:41:022,02377,----,
2025-07-13,19:48:41:125,02803,----,
2025-07-13,19:48:41:237,02803,----,
2025-07-13,19:48:41:350,02815,----,
2025-07-13,19:48:41:453,02948,----,
