DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,19:55:47:606,05560,----,
2025-07-13,19:55:47:704,05563,----,
2025-07-13,19:55:47:814,05597,----,
2025-07-13,19:55:47:923,05598,----,
2025-07-13,19:55:48:035,05599,----,
2025-07-13,19:55:48:139,05599,----,
2025-07-13,19:55:48:253,05602,----,
2025-07-13,19:55:48:366,05606,----,
2025-07-13,19:55:48:472,05642,----,
2025-07-13,19:55:48:577,05643,----,
2025-07-13,19:55:48:691,05643,----,
2025-07-13,19:55:48:800,05645,----,
2025-07-13,19:55:48:911,05647,----,
2025-07-13,19:55:49:023,05651,----,
2025-07-13,19:55:49:126,05684,----,
2025-07-13,19:55:49:243,05684,----,
2025-07-13,19:55:49:345,05684,----,
2025-07-13,19:55:49:459,05686,----,
2025-07-13,19:55:49:566,05558,----,
2025-07-13,19:55:49:677,05558,----,
2025-07-13,19:55:49:781,05232,----,
2025-07-13,19:55:49:894,02353,----,
2025-07-13,19:55:50:012,02357,----,
2025-07-13,19:55:50:110,02361,----,
2025-07-13,19:55:50:223,02361,----,
2025-07-13,19:55:50:330,02397,----,
2025-07-13,19:55:50:442,02399,----,
2025-07-13,19:55:50:545,02402,----,
2025-07-13,19:55:50:658,02402,----,
2025-07-13,19:55:50:772,02440,----,
2025-07-13,19:55:50:874,02441,----,
2025-07-13,19:55:50:987,02444,----,
2025-07-13,19:55:51:101,02472,----,
2025-07-13,19:55:51:202,02472,----,
2025-07-13,19:55:51:316,02473,----,
2025-07-13,19:55:51:430,02474,----,
2025-07-13,19:55:51:534,02477,----,
2025-07-13,19:55:51:647,02477,----,
2025-07-13,19:55:51:749,02501,----,
2025-07-13,19:55:51:864,02501,----,
2025-07-13,19:55:51:976,02502,----,
2025-07-13,19:55:52:078,02492,----,
2025-07-13,19:55:52:191,02492,----,
2025-07-13,19:55:52:304,02462,----,
2025-07-13,19:55:52:409,02147,----,
2025-07-13,19:55:52:520,02147,----,
2025-07-13,19:55:52:623,02150,----,
2025-07-13,19:55:52:737,02150,----,
2025-07-13,19:55:52:850,02155,----,
2025-07-13,19:55:52:952,02217,----,
2025-07-13,19:55:53:065,02230,----,
2025-07-13,19:55:53:180,02230,----,
2025-07-13,19:55:53:282,02254,----,
2025-07-13,19:55:53:396,02516,----,
2025-07-13,19:55:53:500,02521,----,
2025-07-13,19:55:53:614,02531,----,
2025-07-13,19:55:53:728,02531,----,
2025-07-13,19:55:53:829,02649,----,
2025-07-13,19:55:53:943,02652,----,
2025-07-13,19:55:54:056,02659,----,
2025-07-13,19:55:54:159,02745,----,
2025-07-13,19:55:54:273,02745,----,
2025-07-13,19:55:54:378,02749,----,
2025-07-13,19:55:54:489,02758,----,
2025-07-13,19:55:54:593,02896,----,
2025-07-13,19:55:54:705,02896,----,
2025-07-13,19:55:54:819,02902,----,
2025-07-13,19:55:54:921,02914,----,
2025-07-13,19:55:55:036,03101,----,
2025-07-13,19:55:55:144,03113,----,
2025-07-13,19:55:55:252,03113,----,
2025-07-13,19:55:55:365,03139,----,
2025-07-13,19:55:55:469,03416,----,
2025-07-13,19:55:55:584,03404,----,
2025-07-13,19:55:55:687,03404,----,
2025-07-13,19:55:55:800,03383,----,
2025-07-13,19:55:55:915,03185,----,
2025-07-13,19:55:56:016,03165,----,
2025-07-13,19:55:56:133,03084,----,
2025-07-13,19:55:56:242,03084,----,
2025-07-13,19:55:56:346,02252,----,
2025-07-13,19:55:56:458,02252,----,
2025-07-13,19:55:56:562,02257,----,
2025-07-13,19:55:56:675,02257,----,
2025-07-13,19:55:56:791,02265,----,
2025-07-13,19:55:56:892,02411,----,
2025-07-13,19:55:57:006,02431,----,
2025-07-13,19:55:57:109,02462,----,
2025-07-13,19:55:57:223,02462,----,
2025-07-13,19:55:57:336,02805,----,
2025-07-13,19:55:57:440,02811,----,
2025-07-13,19:55:57:551,02821,----,
2025-07-13,19:55:57:664,02956,----,
2025-07-13,19:55:57:773,02956,----,
2025-07-13,19:55:57:876,02959,----,
2025-07-13,19:55:57:986,02966,----,
2025-07-13,19:55:58:097,03053,----,
2025-07-13,19:55:58:208,03053,----,
2025-07-13,19:55:58:311,03056,----,
2025-07-13,19:55:58:423,03060,----,
2025-07-13,19:55:58:535,03105,----,
2025-07-13,19:55:58:644,03105,----,
2025-07-13,19:55:58:761,03105,----,
2025-07-13,19:55:58:860,03106,----,
2025-07-13,19:55:58:973,03106,----,
2025-07-13,19:55:59:085,03107,----,
2025-07-13,19:55:59:188,03108,----,
2025-07-13,19:55:59:299,03108,----,
2025-07-13,19:55:59:412,03110,----,
2025-07-13,19:55:59:514,02974,----,
2025-07-13,19:55:59:629,02913,----,
2025-07-13,19:55:59:741,02913,----,
2025-07-13,19:55:59:845,02841,----,
2025-07-13,19:55:59:961,02204,----,
2025-07-13,19:56:00:062,02208,----,
2025-07-13,19:56:00:175,02215,----,
2025-07-13,19:56:00:289,02215,----,
2025-07-13,19:56:00:391,02290,----,
2025-07-13,19:56:00:504,02294,----,
2025-07-13,19:56:00:617,02316,----,
2025-07-13,19:56:00:720,02316,----,
2025-07-13,19:56:00:833,02676,----,
2025-07-13,19:56:00:936,02685,----,
2025-07-13,19:56:01:050,02701,----,
2025-07-13,19:56:01:162,02887,----,
