DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,20:02:19:521,05555,----,
2025-07-13,20:02:19:633,05597,----,
2025-07-13,20:02:19:736,05598,----,
2025-07-13,20:02:19:850,05599,----,
2025-07-13,20:02:19:954,05599,----,
2025-07-13,20:02:20:066,05601,----,
2025-07-13,20:02:20:180,05604,----,
2025-07-13,20:02:20:282,05634,----,
2025-07-13,20:02:20:397,05634,----,
2025-07-13,20:02:20:508,05634,----,
2025-07-13,20:02:20:610,05636,----,
2025-07-13,20:02:20:718,05638,----,
2025-07-13,20:02:20:832,05641,----,
2025-07-13,20:02:20:944,05641,----,
2025-07-13,20:02:21:046,05665,----,
2025-07-13,20:02:21:159,05418,----,
2025-07-13,20:02:21:275,05072,----,
2025-07-13,20:02:21:376,02249,----,
2025-07-13,20:02:21:487,02249,----,
2025-07-13,20:02:21:602,02253,----,
2025-07-13,20:02:21:704,02259,----,
2025-07-13,20:02:21:818,02336,----,
2025-07-13,20:02:21:932,02337,----,
2025-07-13,20:02:22:034,02337,----,
2025-07-13,20:02:22:147,02340,----,
2025-07-13,20:02:22:250,02379,----,
2025-07-13,20:02:22:365,02380,----,
2025-07-13,20:02:22:479,02380,----,
2025-07-13,20:02:22:579,02382,----,
2025-07-13,20:02:22:692,02408,----,
2025-07-13,20:02:22:804,02409,----,
2025-07-13,20:02:22:917,02412,----,
2025-07-13,20:02:23:022,02412,----,
2025-07-13,20:02:23:139,02456,----,
2025-07-13,20:02:23:237,02459,----,
2025-07-13,20:02:23:349,02468,----,
2025-07-13,20:02:23:462,02468,----,
2025-07-13,20:02:23:564,02585,----,
2025-07-13,20:02:23:678,02589,----,
2025-07-13,20:02:23:782,02596,----,
2025-07-13,20:02:23:897,02703,----,
2025-07-13,20:02:23:999,02703,----,
2025-07-13,20:02:24:112,02706,----,
2025-07-13,20:02:24:230,02713,----,
2025-07-13,20:02:24:330,02793,----,
2025-07-13,20:02:24:441,02793,----,
2025-07-13,20:02:24:554,02795,----,
2025-07-13,20:02:24:657,02798,----,
2025-07-13,20:02:24:770,02817,----,
2025-07-13,20:02:24:873,02814,----,
2025-07-13,20:02:24:986,02814,----,
2025-07-13,20:02:25:099,02810,----,
2025-07-13,20:02:25:204,02800,----,
2025-07-13,20:02:25:315,02802,----,
2025-07-13,20:02:25:427,02806,----,
2025-07-13,20:02:25:530,02806,----,
2025-07-13,20:02:25:642,02866,----,
2025-07-13,20:02:25:758,02868,----,
2025-07-13,20:02:25:860,02872,----,
2025-07-13,20:02:25:970,02872,----,
2025-07-13,20:02:26:087,02918,----,
2025-07-13,20:02:26:189,02920,----,
2025-07-13,20:02:26:302,02924,----,
2025-07-13,20:02:26:405,02976,----,
2025-07-13,20:02:26:517,02976,----,
2025-07-13,20:02:26:630,02977,----,
2025-07-13,20:02:26:743,02980,----,
2025-07-13,20:02:26:846,03010,----,
2025-07-13,20:02:26:958,03010,----,
2025-07-13,20:02:27:071,03010,----,
2025-07-13,20:02:27:174,03012,----,
2025-07-13,20:02:27:289,03013,----,
2025-07-13,20:02:27:390,02977,----,
2025-07-13,20:02:27:503,02977,----,
2025-07-13,20:02:27:616,02911,----,
2025-07-13,20:02:27:719,02833,----,
2025-07-13,20:02:27:832,02139,----,
2025-07-13,20:02:27:942,02138,----,
2025-07-13,20:02:28:056,02138,----,
2025-07-13,20:02:28:167,02140,----,
2025-07-13,20:02:28:268,02143,----,
2025-07-13,20:02:28:377,02185,----,
2025-07-13,20:02:28:486,02185,----,
2025-07-13,20:02:28:597,02186,----,
2025-07-13,20:02:28:710,02189,----,
2025-07-13,20:02:28:813,02311,----,
2025-07-13,20:02:28:925,02326,----,
2025-07-13,20:02:29:039,02326,----,
2025-07-13,20:02:29:139,02349,----,
2025-07-13,20:02:29:253,02608,----,
2025-07-13,20:02:29:367,02614,----,
2025-07-13,20:02:29:470,02624,----,
2025-07-13,20:02:29:582,02624,----,
2025-07-13,20:02:29:695,02757,----,
2025-07-13,20:02:29:798,02761,----,
2025-07-13,20:02:29:909,02771,----,
2025-07-13,20:02:30:015,02771,----,
2025-07-13,20:02:30:125,02906,----,
2025-07-13,20:02:30:238,02912,----,
2025-07-13,20:02:30:351,02922,----,
2025-07-13,20:02:30:454,03049,----,
2025-07-13,20:02:30:567,03049,----,
2025-07-13,20:02:30:671,03053,----,
2025-07-13,20:02:30:785,03060,----,
2025-07-13,20:02:30:899,03146,----,
2025-07-13,20:02:31:008,03146,----,
2025-07-13,20:02:31:110,03148,----,
2025-07-13,20:02:31:224,03151,----,
2025-07-13,20:02:31:336,03193,----,
2025-07-13,20:02:31:440,03195,----,
2025-07-13,20:02:31:553,03195,----,
2025-07-13,20:02:31:656,03183,----,
2025-07-13,20:02:31:777,02358,----,
2025-07-13,20:02:31:883,02350,----,
2025-07-13,20:02:31:984,02337,----,
2025-07-13,20:02:32:102,02337,----,
2025-07-13,20:02:32:211,02265,----,
2025-07-13,20:02:32:314,02268,----,
2025-07-13,20:02:32:426,02273,----,
2025-07-13,20:02:32:539,02273,----,
2025-07-13,20:02:32:640,02325,----,
2025-07-13,20:02:32:756,02335,----,
2025-07-13,20:02:32:858,02365,----,
2025-07-13,20:02:32:972,02734,----,
2025-07-13,20:02:33:085,02734,----,
