DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,19:49:59:878,05950,----,
2025-07-13,19:49:59:994,05951,----,
2025-07-13,19:50:00:094,05952,----,
2025-07-13,19:50:00:208,05952,----,
2025-07-13,19:50:00:321,05953,----,
2025-07-13,19:50:00:434,05953,----,
2025-07-13,19:50:00:531,05954,----,
2025-07-13,19:50:00:644,05955,----,
2025-07-13,19:50:00:757,05955,----,
2025-07-13,19:50:00:860,05956,----,
2025-07-13,19:50:00:975,05957,----,
2025-07-13,19:50:01:077,05958,----,
2025-07-13,19:50:01:193,05958,----,
2025-07-13,19:50:01:304,05959,----,
2025-07-13,19:50:01:406,05959,----,
2025-07-13,19:50:01:521,05959,----,
2025-07-13,19:50:01:623,05959,----,
2025-07-13,19:50:01:739,05959,----,
2025-07-13,19:50:01:843,05959,----,
2025-07-13,19:50:01:954,05959,----,
2025-07-13,19:50:02:065,05959,----,
2025-07-13,19:50:02:179,05859,----,
2025-07-13,19:50:02:282,05859,----,
2025-07-13,19:50:02:394,05585,----,
2025-07-13,19:50:02:509,05466,----,
2025-07-13,19:50:02:612,05488,----,
2025-07-13,19:50:02:720,05488,----,
2025-07-13,19:50:02:828,05742,----,
2025-07-13,19:50:02:941,10209,----,
2025-07-13,19:50:03:053,09976,----,
2025-07-13,19:50:03:155,09454,----,
2025-07-13,19:50:03:268,09454,----,
2025-07-13,19:50:03:380,03860,----,
2025-07-13,19:50:03:492,03790,----,
2025-07-13,19:50:03:597,03676,----,
2025-07-13,19:50:03:707,02974,----,
2025-07-13,19:50:03:830,02974,----,
2025-07-13,19:50:03:944,03470,----,
2025-07-13,19:50:04:051,04074,----,
2025-07-13,19:50:04:161,09340,----,
2025-07-13,19:50:04:265,09334,----,
2025-07-13,19:50:04:376,09334,----,
2025-07-13,19:50:04:492,09354,----,
2025-07-13,19:50:04:593,09955,----,
2025-07-13,19:50:04:706,09888,----,
2025-07-13,19:50:04:822,09888,----,
2025-07-13,19:50:04:923,09482,----,
2025-07-13,19:50:05:037,04737,----,
2025-07-13,19:50:05:139,04541,----,
2025-07-13,19:50:05:254,04780,----,
2025-07-13,19:50:05:366,04780,----,
2025-07-13,19:50:05:469,09420,----,
2025-07-13,19:50:05:582,09357,----,
2025-07-13,19:50:05:696,09320,----,
2025-07-13,19:50:05:798,09391,----,
2025-07-13,19:50:05:911,09391,----,
2025-07-13,19:50:06:015,09380,----,
2025-07-13,19:50:06:129,09232,----,
2025-07-13,19:50:06:241,05607,----,
2025-07-13,19:50:06:344,05607,----,
2025-07-13,19:50:06:457,05522,----,
2025-07-13,19:50:06:572,05416,----,
2025-07-13,19:50:06:673,04895,----,
2025-07-13,19:50:06:787,04871,----,
2025-07-13,19:50:06:891,04871,----,
2025-07-13,19:50:07:003,04771,----,
2025-07-13,19:50:07:115,04897,----,
2025-07-13,19:50:07:218,04745,----,
2025-07-13,19:50:07:331,04745,----,
2025-07-13,19:50:07:445,04721,----,
2025-07-13,19:50:07:551,02845,----,
2025-07-13,19:50:07:660,02762,----,
2025-07-13,19:50:07:772,02679,----,
2025-07-13,19:50:07:875,02679,----,
2025-07-13,19:50:07:990,02022,----,
2025-07-13,19:50:08:092,02147,----,
2025-07-13,19:50:08:206,02178,----,
2025-07-13,19:50:08:320,02178,----,
2025-07-13,19:50:08:423,02957,----,
2025-07-13,19:50:08:534,02983,----,
2025-07-13,19:50:08:641,03111,----,
2025-07-13,19:50:08:755,06493,----,
2025-07-13,19:50:08:859,06493,----,
2025-07-13,19:50:08:971,06375,----,
2025-07-13,19:50:09:087,06330,----,
2025-07-13,19:50:09:188,07535,----,
2025-07-13,19:50:09:300,07465,----,
2025-07-13,19:50:09:415,07465,----,
2025-07-13,19:50:09:526,07311,----,
2025-07-13,19:50:09:636,05858,----,
2025-07-13,19:50:09:737,05876,----,
2025-07-13,19:50:09:849,05876,----,
2025-07-13,19:50:09:957,05877,----,
2025-07-13,19:50:10:068,05615,----,
2025-07-13,19:50:10:172,05261,----,
2025-07-13,19:50:10:285,02610,----,
2025-07-13,19:50:10:397,02610,----,
2025-07-13,19:50:10:500,02593,----,
2025-07-13,19:50:10:612,02545,----,
2025-07-13,19:50:10:726,02039,----,
2025-07-13,19:50:10:827,02037,----,
2025-07-13,19:50:10:939,02037,----,
2025-07-13,19:50:11:052,02040,----,
2025-07-13,19:50:11:155,02227,----,
2025-07-13,19:50:11:268,02235,----,
2025-07-13,19:50:11:381,02235,----,
2025-07-13,19:50:11:485,02247,----,
2025-07-13,19:50:11:600,02388,----,
2025-07-13,19:50:11:703,02393,----,
2025-07-13,19:50:11:816,02393,----,
2025-07-13,19:50:11:932,02404,----,
2025-07-13,19:50:12:032,02531,----,
2025-07-13,19:50:12:145,02535,----,
2025-07-13,19:50:12:258,02535,----,
2025-07-13,19:50:12:360,02535,----,
2025-07-13,19:50:12:474,02535,----,
2025-07-13,19:50:12:577,02540,----,
2025-07-13,19:50:12:691,02561,----,
2025-07-13,19:50:12:802,02707,----,
2025-07-13,19:50:12:906,02707,----,
2025-07-13,19:50:13:019,02754,----,
2025-07-13,19:50:13:133,02770,----,
2025-07-13,19:50:13:236,02671,----,
2025-07-13,19:50:13:350,02671,----,
2025-07-13,19:50:13:452,02668,----,
