DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-09,16:40:28:582,01728,----,
2025-07-09,16:40:28:695,01729,----,
2025-07-09,16:40:28:800,01729,----,
2025-07-09,16:40:28:912,01728,----,
2025-07-09,16:40:29:024,01710,----,
2025-07-09,16:40:29:126,01709,----,
2025-07-09,16:40:29:242,01660,----,
2025-07-09,16:40:29:354,01601,----,
2025-07-09,16:40:29:457,01599,----,
2025-07-09,16:40:29:570,01587,----,
2025-07-09,16:40:29:673,01579,----,
2025-07-09,16:40:29:786,01551,----,
2025-07-09,16:40:29:900,01513,----,
2025-07-09,16:40:30:004,01501,----,
2025-07-09,16:40:30:117,01496,----,
2025-07-09,16:40:30:219,01496,----,
2025-07-09,16:40:30:332,01497,----,
2025-07-09,16:40:30:446,01498,----,
2025-07-09,16:40:30:548,01499,----,
2025-07-09,16:40:30:662,01510,----,
2025-07-09,16:40:30:775,01521,----,
2025-07-09,16:40:30:878,01527,----,
2025-07-09,16:40:30:993,01538,----,
2025-07-09,16:40:31:103,01539,----,
2025-07-09,16:40:31:206,01550,----,
2025-07-09,16:40:31:321,01568,----,
2025-07-09,16:40:31:423,02235,----,
2025-07-09,16:40:31:533,01708,----,
2025-07-09,16:40:31:650,01656,----,
2025-07-09,16:40:31:752,01663,----,
2025-07-09,16:40:31:864,01670,----,
2025-07-09,16:40:31:977,01677,----,
2025-07-09,16:40:32:087,01678,----,
2025-07-09,16:40:32:192,01695,----,
2025-07-09,16:40:32:304,01681,----,
2025-07-09,16:40:32:410,01680,----,
2025-07-09,16:40:32:518,01666,----,
2025-07-09,16:40:32:634,01648,----,
2025-07-09,16:40:32:744,01635,----,
2025-07-09,16:40:32:847,01616,----,
2025-07-09,16:40:32:960,01609,----,
2025-07-09,16:40:33:073,01592,----,
2025-07-09,16:40:33:174,01571,----,
2025-07-09,16:40:33:287,01534,----,
2025-07-09,16:40:33:400,01521,----,
2025-07-09,16:40:33:505,01519,----,
2025-07-09,16:40:33:617,01517,----,
2025-07-09,16:40:33:719,01516,----,
2025-07-09,16:40:33:832,01516,----,
2025-07-09,16:40:33:946,01518,----,
2025-07-09,16:40:34:048,01519,----,
2025-07-09,16:40:34:161,01514,----,
2025-07-09,16:40:34:277,01519,----,
2025-07-09,16:40:34:377,01576,----,
2025-07-09,16:40:34:492,01557,----,
2025-07-09,16:40:34:601,01593,----,
2025-07-09,16:40:34:709,01896,----,
2025-07-09,16:40:34:818,01673,----,
2025-07-09,16:40:34:926,01690,----,
2025-07-09,16:40:35:031,01696,----,
2025-07-09,16:40:35:149,01715,----,
2025-07-09,16:40:35:252,01733,----,
2025-07-09,16:40:35:366,01735,----,
2025-07-09,16:40:35:481,01747,----,
2025-07-09,16:40:35:581,01748,----,
2025-07-09,16:40:35:694,01742,----,
2025-07-09,16:40:35:797,01763,----,
2025-07-09,16:40:35:906,01779,----,
2025-07-09,16:40:36:022,01668,----,
2025-07-09,16:40:36:133,01650,----,
2025-07-09,16:40:36:235,01598,----,
2025-07-09,16:40:36:351,01572,----,
2025-07-09,16:40:36:453,01560,----,
2025-07-09,16:40:36:566,01559,----,
2025-07-09,16:40:36:678,01552,----,
2025-07-09,16:40:36:783,01546,----,
2025-07-09,16:40:36:897,01539,----,
2025-07-09,16:40:37:009,01537,----,
2025-07-09,16:40:37:112,01536,----,
2025-07-09,16:40:37:228,01537,----,
2025-07-09,16:40:37:329,01537,----,
2025-07-09,16:40:37:442,01547,----,
2025-07-09,16:40:37:555,01553,----,
2025-07-09,16:40:37:659,01564,----,
2025-07-09,16:40:37:773,01587,----,
2025-07-09,16:40:37:876,01610,----,
2025-07-09,16:40:37:991,01665,----,
2025-07-09,16:40:38:102,01703,----,
2025-07-09,16:40:38:207,01730,----,
2025-07-09,16:40:38:320,01733,----,
2025-07-09,16:40:38:436,01723,----,
2025-07-09,16:40:38:536,01709,----,
2025-07-09,16:40:38:650,01707,----,
2025-07-09,16:40:38:752,01687,----,
2025-07-09,16:40:38:869,01687,----,
2025-07-09,16:40:38:973,01692,----,
2025-07-09,16:40:39:083,01698,----,
2025-07-09,16:40:39:197,01904,----,
2025-07-09,16:40:39:307,02060,----,
2025-07-09,16:40:39:406,01716,----,
2025-07-09,16:40:39:521,01636,----,
2025-07-09,16:40:39:632,01591,----,
2025-07-09,16:40:39:740,01554,----,
2025-07-09,16:40:39:852,01536,----,
2025-07-09,16:40:39:956,01524,----,
2025-07-09,16:40:40:072,01519,----,
2025-07-09,16:40:40:184,01519,----,
2025-07-09,16:40:40:289,01524,----,
2025-07-09,16:40:40:401,01525,----,
2025-07-09,16:40:40:503,01527,----,
2025-07-09,16:40:40:617,01529,----,
2025-07-09,16:40:40:723,01529,----,
2025-07-09,16:40:40:832,01529,----,
2025-07-09,16:40:40:946,01529,----,
2025-07-09,16:40:41:050,01541,----,
2025-07-09,16:40:41:161,01546,----,
2025-07-09,16:40:41:275,01559,----,
2025-07-09,16:40:41:376,01578,----,
2025-07-09,16:40:41:490,01600,----,
2025-07-09,16:40:41:603,01628,----,
2025-07-09,16:40:41:707,01690,----,
2025-07-09,16:40:41:813,01676,----,
2025-07-09,16:40:41:929,01691,----,
2025-07-09,16:40:42:034,01727,----,
2025-07-09,16:40:42:141,01756,----,
