DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,21:03:58:236,02668,----,
2025-07-28,21:03:58:344,02668,----,
2025-07-28,21:03:58:451,02668,----,
2025-07-28,21:03:58:560,02635,----,
2025-07-28,21:03:58:667,02405,----,
2025-07-28,21:03:58:774,02283,----,
2025-07-28,21:03:58:884,02283,----,
2025-07-28,21:03:58:993,02283,----,
2025-07-28,21:03:59:101,02344,----,
2025-07-28,21:03:59:210,02377,----,
2025-07-28,21:03:59:319,02400,----,
2025-07-28,21:03:59:428,02418,----,
2025-07-28,21:03:59:550,02439,----,
2025-07-28,21:03:59:660,02421,----,
2025-07-28,21:03:59:767,02355,----,
2025-07-28,21:03:59:875,02235,----,
2025-07-28,21:03:59:985,02235,----,
2025-07-28,21:04:00:094,02235,----,
2025-07-28,21:04:00:203,02259,----,
2025-07-28,21:04:00:310,02086,----,
2025-07-28,21:04:00:419,00741,----,
2025-07-28,21:04:00:527,00532,----,
2025-07-28,21:04:00:634,00512,----,
2025-07-28,21:04:00:742,00513,----,
2025-07-28,21:04:00:850,00528,----,
2025-07-28,21:04:00:960,00528,----,
2025-07-28,21:04:01:069,00551,----,
2025-07-28,21:04:01:181,00571,----,
2025-07-28,21:04:01:286,00588,----,
2025-07-28,21:04:01:396,00604,----,
2025-07-28,21:04:01:505,00618,----,
2025-07-28,21:04:01:625,00631,----,
2025-07-28,21:04:01:734,00632,----,
2025-07-28,21:04:01:843,00644,----,
2025-07-28,21:04:01:951,00645,----,
2025-07-28,21:04:02:059,00646,----,
2025-07-28,21:04:02:167,00612,----,
2025-07-28,21:04:02:274,00535,----,
2025-07-28,21:04:02:383,00513,----,
2025-07-28,21:04:02:492,00728,----,
2025-07-28,21:04:02:599,00959,----,
2025-07-28,21:04:02:709,01083,----,
2025-07-28,21:04:02:818,00658,----,
2025-07-28,21:04:02:941,00590,----,
2025-07-28,21:04:03:047,00745,----,
2025-07-28,21:04:03:155,01003,----,
2025-07-28,21:04:03:263,01141,----,
2025-07-28,21:04:03:371,01239,----,
2025-07-28,21:04:03:479,01330,----,
2025-07-28,21:04:03:589,01412,----,
2025-07-28,21:04:03:696,01455,----,
2025-07-28,21:04:03:804,01476,----,
2025-07-28,21:04:03:912,01532,----,
2025-07-28,21:04:04:022,01558,----,
2025-07-28,21:04:04:143,01591,----,
2025-07-28,21:04:04:250,01592,----,
2025-07-28,21:04:04:359,01496,----,
2025-07-28,21:04:04:467,01480,----,
2025-07-28,21:04:04:574,00864,----,
2025-07-28,21:04:04:682,00707,----,
2025-07-28,21:04:04:790,00707,----,
2025-07-28,21:04:04:898,00688,----,
2025-07-28,21:04:05:005,00706,----,
2025-07-28,21:04:05:129,00722,----,
2025-07-28,21:04:05:238,00736,----,
2025-07-28,21:04:05:345,00694,----,
2025-07-28,21:04:05:453,00612,----,
2025-07-28,21:04:05:562,00548,----,
2025-07-28,21:04:05:669,00534,----,
2025-07-28,21:04:05:778,00585,----,
2025-07-28,21:04:05:887,00860,----,
2025-07-28,21:04:05:996,01009,----,
2025-07-28,21:04:06:105,01136,----,
2025-07-28,21:04:06:216,01191,----,
2025-07-28,21:04:06:325,01173,----,
2025-07-28,21:04:06:432,00757,----,
2025-07-28,21:04:06:539,00647,----,
2025-07-28,21:04:06:647,00925,----,
2025-07-28,21:04:06:769,01095,----,
2025-07-28,21:04:06:876,01209,----,
2025-07-28,21:04:06:984,01306,----,
2025-07-28,21:04:07:092,01375,----,
2025-07-28,21:04:07:199,01410,----,
2025-07-28,21:04:07:308,01499,----,
2025-07-28,21:04:07:416,01535,----,
2025-07-28,21:04:07:525,01589,----,
2025-07-28,21:04:07:634,01614,----,
2025-07-28,21:04:07:742,01656,----,
2025-07-28,21:04:07:850,01678,----,
2025-07-28,21:04:07:958,01722,----,
2025-07-28,21:04:08:068,01733,----,
2025-07-28,21:04:08:190,01712,----,
2025-07-28,21:04:08:298,01712,----,
2025-07-28,21:04:08:409,01686,----,
2025-07-28,21:04:08:516,01702,----,
2025-07-28,21:04:08:625,01718,----,
2025-07-28,21:04:08:735,01601,----,
2025-07-28,21:04:08:842,00811,----,
2025-07-28,21:04:08:950,00653,----,
2025-07-28,21:04:09:058,00638,----,
2025-07-28,21:04:09:164,00638,----,
2025-07-28,21:04:09:272,00651,----,
2025-07-28,21:04:09:380,00652,----,
2025-07-28,21:04:09:502,00667,----,
2025-07-28,21:04:09:609,00668,----,
2025-07-28,21:04:09:718,00633,----,
2025-07-28,21:04:09:828,00587,----,
2025-07-28,21:04:09:935,00531,----,
2025-07-28,21:04:10:043,00512,----,
2025-07-28,21:04:10:152,00544,----,
2025-07-28,21:04:10:259,00959,----,
2025-07-28,21:04:10:367,01079,----,
2025-07-28,21:04:10:474,00597,----,
2025-07-28,21:04:10:598,00585,----,
2025-07-28,21:04:10:706,00886,----,
2025-07-28,21:04:10:803,01066,----,
2025-07-28,21:04:10:926,01192,----,
2025-07-28,21:04:11:034,01288,----,
2025-07-28,21:04:11:142,01375,----,
2025-07-28,21:04:11:248,01429,----,
2025-07-28,21:04:11:357,01460,----,
2025-07-28,21:04:11:466,01507,----,
2025-07-28,21:04:11:574,01532,----,
2025-07-28,21:04:11:681,01522,----,
2025-07-28,21:04:11:790,01522,----,
