DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,21:08:49:585,01992,----,
2025-07-28,21:08:49:694,02004,----,
2025-07-28,21:08:49:804,02017,----,
2025-07-28,21:08:49:912,02018,----,
2025-07-28,21:08:50:020,02032,----,
2025-07-28,21:08:50:143,02033,----,
2025-07-28,21:08:50:252,02045,----,
2025-07-28,21:08:50:361,02046,----,
2025-07-28,21:08:50:471,02060,----,
2025-07-28,21:08:50:580,02060,----,
2025-07-28,21:08:50:686,02060,----,
2025-07-28,21:08:50:797,02072,----,
2025-07-28,21:08:50:903,02072,----,
2025-07-28,21:08:51:012,02073,----,
2025-07-28,21:08:51:121,02083,----,
2025-07-28,21:08:51:231,02083,----,
2025-07-28,21:08:51:339,02083,----,
2025-07-28,21:08:51:448,02082,----,
2025-07-28,21:08:51:557,02082,----,
2025-07-28,21:08:51:665,02081,----,
2025-07-28,21:08:51:773,02081,----,
2025-07-28,21:08:51:882,02096,----,
2025-07-28,21:08:51:992,02096,----,
2025-07-28,21:08:52:101,02096,----,
2025-07-28,21:08:52:211,02109,----,
2025-07-28,21:08:52:320,02109,----,
2025-07-28,21:08:52:429,02130,----,
2025-07-28,21:08:52:536,02130,----,
2025-07-28,21:08:52:660,02129,----,
2025-07-28,21:08:52:769,02038,----,
2025-07-28,21:08:52:865,02018,----,
2025-07-28,21:08:52:987,01998,----,
2025-07-28,21:08:53:094,01959,----,
2025-07-28,21:08:53:203,01862,----,
2025-07-28,21:08:53:312,01622,----,
2025-07-28,21:08:53:420,00592,----,
2025-07-28,21:08:53:528,00495,----,
2025-07-28,21:08:53:637,00497,----,
2025-07-28,21:08:53:745,00522,----,
2025-07-28,21:08:53:854,00549,----,
2025-07-28,21:08:53:963,00575,----,
2025-07-28,21:08:54:072,00591,----,
2025-07-28,21:08:54:181,00608,----,
2025-07-28,21:08:54:290,00620,----,
2025-07-28,21:08:54:398,00620,----,
2025-07-28,21:08:54:508,00619,----,
2025-07-28,21:08:54:616,00552,----,
2025-07-28,21:08:54:724,00466,----,
2025-07-28,21:08:54:833,00441,----,
2025-07-28,21:08:54:943,00479,----,
2025-07-28,21:08:55:052,00841,----,
2025-07-28,21:08:55:174,01066,----,
2025-07-28,21:08:55:283,00553,----,
2025-07-28,21:08:55:391,00520,----,
2025-07-28,21:08:55:499,00521,----,
2025-07-28,21:08:55:609,00810,----,
2025-07-28,21:08:55:717,01114,----,
2025-07-28,21:08:55:824,01210,----,
2025-07-28,21:08:55:933,01294,----,
2025-07-28,21:08:56:042,01360,----,
2025-07-28,21:08:56:151,01391,----,
2025-07-28,21:08:56:260,01472,----,
2025-07-28,21:08:56:368,01502,----,
2025-07-28,21:08:56:479,01529,----,
2025-07-28,21:08:56:587,01581,----,
2025-07-28,21:08:56:694,01620,----,
2025-07-28,21:08:56:817,01637,----,
2025-07-28,21:08:56:925,01664,----,
2025-07-28,21:08:57:034,01702,----,
2025-07-28,21:08:57:140,01724,----,
2025-07-28,21:08:57:249,01725,----,
2025-07-28,21:08:57:357,01768,----,
2025-07-28,21:08:57:464,01788,----,
2025-07-28,21:08:57:574,01788,----,
2025-07-28,21:08:57:682,01809,----,
2025-07-28,21:08:57:789,01827,----,
2025-07-28,21:08:57:897,01841,----,
2025-07-28,21:08:58:005,01856,----,
2025-07-28,21:08:58:128,01873,----,
2025-07-28,21:08:58:236,01888,----,
2025-07-28,21:08:58:345,01903,----,
2025-07-28,21:08:58:454,01916,----,
2025-07-28,21:08:58:562,01928,----,
2025-07-28,21:08:58:670,01929,----,
2025-07-28,21:08:58:777,01946,----,
2025-07-28,21:08:58:885,01947,----,
2025-07-28,21:08:58:993,01963,----,
2025-07-28,21:08:59:103,01964,----,
2025-07-28,21:08:59:212,01978,----,
2025-07-28,21:08:59:322,01990,----,
2025-07-28,21:08:59:432,01990,----,
2025-07-28,21:08:59:539,01978,----,
2025-07-28,21:08:59:645,01978,----,
2025-07-28,21:08:59:769,01960,----,
2025-07-28,21:08:59:878,01960,----,
2025-07-28,21:08:59:986,01938,----,
2025-07-28,21:09:00:094,01927,----,
2025-07-28,21:09:00:205,01856,----,
2025-07-28,21:09:00:314,01528,----,
2025-07-28,21:09:00:420,00682,----,
2025-07-28,21:09:00:528,00559,----,
2025-07-28,21:09:00:637,00559,----,
2025-07-28,21:09:00:747,00575,----,
2025-07-28,21:09:00:855,00601,----,
2025-07-28,21:09:00:963,00619,----,
2025-07-28,21:09:01:071,00634,----,
2025-07-28,21:09:01:180,00653,----,
2025-07-28,21:09:01:288,00653,----,
2025-07-28,21:09:01:397,00654,----,
2025-07-28,21:09:01:520,00654,----,
2025-07-28,21:09:01:628,00611,----,
2025-07-28,21:09:01:738,00579,----,
2025-07-28,21:09:01:833,00512,----,
2025-07-28,21:09:01:956,00453,----,
2025-07-28,21:09:02:064,00470,----,
2025-07-28,21:09:02:170,00579,----,
2025-07-28,21:09:02:279,00929,----,
2025-07-28,21:09:02:388,00962,----,
2025-07-28,21:09:02:496,00590,----,
2025-07-28,21:09:02:604,00523,----,
2025-07-28,21:09:02:712,00541,----,
2025-07-28,21:09:02:821,00935,----,
2025-07-28,21:09:02:931,01059,----,
2025-07-28,21:09:03:039,01170,----,
2025-07-28,21:09:03:146,01257,----,
