DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,20:45:01:170,02452,----,
2025-07-28,20:45:01:277,02452,----,
2025-07-28,20:45:01:385,02452,----,
2025-07-28,20:45:01:493,02451,----,
2025-07-28,20:45:01:601,02450,----,
2025-07-28,20:45:01:711,02428,----,
2025-07-28,20:45:01:819,02402,----,
2025-07-28,20:45:01:928,02369,----,
2025-07-28,20:45:02:050,02328,----,
2025-07-28,20:45:02:147,02292,----,
2025-07-28,20:45:02:266,02297,----,
2025-07-28,20:45:02:374,01627,----,
2025-07-28,20:45:02:481,01687,----,
2025-07-28,20:45:02:591,01712,----,
2025-07-28,20:45:02:693,01788,----,
2025-07-28,20:45:02:808,01802,----,
2025-07-28,20:45:02:916,01818,----,
2025-07-28,20:45:03:027,01767,----,
2025-07-28,20:45:03:136,01721,----,
2025-07-28,20:45:03:243,01642,----,
2025-07-28,20:45:03:352,01642,----,
2025-07-28,20:45:03:459,01720,----,
2025-07-28,20:45:03:568,01749,----,
2025-07-28,20:45:03:677,01767,----,
2025-07-28,20:45:03:800,01684,----,
2025-07-28,20:45:03:909,01642,----,
2025-07-28,20:45:04:016,01636,----,
2025-07-28,20:45:04:124,01655,----,
2025-07-28,20:45:04:235,01673,----,
2025-07-28,20:45:04:344,01722,----,
2025-07-28,20:45:04:452,01745,----,
2025-07-28,20:45:04:562,01762,----,
2025-07-28,20:45:04:670,01796,----,
2025-07-28,20:45:04:779,01817,----,
2025-07-28,20:45:04:883,01837,----,
2025-07-28,20:45:04:995,01859,----,
2025-07-28,20:45:05:104,01874,----,
2025-07-28,20:45:05:212,01675,----,
2025-07-28,20:45:05:320,00934,----,
2025-07-28,20:45:05:429,00874,----,
2025-07-28,20:45:05:538,00831,----,
2025-07-28,20:45:05:648,00804,----,
2025-07-28,20:45:05:758,00833,----,
2025-07-28,20:45:05:866,00859,----,
2025-07-28,20:45:05:975,00877,----,
2025-07-28,20:45:06:084,00893,----,
2025-07-28,20:45:06:192,00905,----,
2025-07-28,20:45:06:317,00905,----,
2025-07-28,20:45:06:426,00855,----,
2025-07-28,20:45:06:535,00823,----,
2025-07-28,20:45:06:642,00729,----,
2025-07-28,20:45:06:750,00710,----,
2025-07-28,20:45:06:859,00711,----,
2025-07-28,20:45:06:968,00796,----,
2025-07-28,20:45:07:076,01062,----,
2025-07-28,20:45:07:185,01173,----,
2025-07-28,20:45:07:292,01247,----,
2025-07-28,20:45:07:399,01310,----,
2025-07-28,20:45:07:507,01340,----,
2025-07-28,20:45:07:615,01384,----,
2025-07-28,20:45:07:725,01403,----,
2025-07-28,20:45:07:845,01442,----,
2025-07-28,20:45:07:954,01467,----,
2025-07-28,20:45:08:063,01488,----,
2025-07-28,20:45:08:171,01506,----,
2025-07-28,20:45:08:279,00847,----,
2025-07-28,20:45:08:388,00797,----,
2025-07-28,20:45:08:495,00816,----,
2025-07-28,20:45:08:602,01000,----,
2025-07-28,20:45:08:710,01243,----,
2025-07-28,20:45:08:819,01352,----,
2025-07-28,20:45:08:927,01400,----,
2025-07-28,20:45:09:037,01475,----,
2025-07-28,20:45:09:146,01502,----,
2025-07-28,20:45:09:271,01529,----,
2025-07-28,20:45:09:377,01529,----,
2025-07-28,20:45:09:488,01503,----,
2025-07-28,20:45:09:596,01503,----,
2025-07-28,20:45:09:706,01523,----,
2025-07-28,20:45:09:814,01545,----,
2025-07-28,20:45:09:923,01560,----,
2025-07-28,20:45:10:031,01594,----,
2025-07-28,20:45:10:138,01616,----,
2025-07-28,20:45:10:240,01559,----,
2025-07-28,20:45:10:354,01010,----,
2025-07-28,20:45:10:464,00856,----,
2025-07-28,20:45:10:574,00806,----,
2025-07-28,20:45:10:683,00807,----,
2025-07-28,20:45:10:791,00851,----,
2025-07-28,20:45:10:900,00910,----,
2025-07-28,20:45:11:009,01186,----,
2025-07-28,20:45:11:118,01224,----,
2025-07-28,20:45:11:224,00906,----,
2025-07-28,20:45:11:347,00881,----,
2025-07-28,20:45:11:455,00882,----,
2025-07-28,20:45:11:564,00901,----,
2025-07-28,20:45:11:672,00917,----,
2025-07-28,20:45:11:782,00931,----,
2025-07-28,20:45:11:890,00931,----,
2025-07-28,20:45:11:999,00945,----,
2025-07-28,20:45:12:103,00946,----,
2025-07-28,20:45:12:217,00946,----,
2025-07-28,20:45:12:327,00946,----,
2025-07-28,20:45:12:436,00945,----,
2025-07-28,20:45:12:545,00928,----,
2025-07-28,20:45:12:652,00908,----,
2025-07-28,20:45:12:760,00877,----,
2025-07-28,20:45:12:868,00769,----,
2025-07-28,20:45:12:976,00743,----,
2025-07-28,20:45:13:084,00743,----,
2025-07-28,20:45:13:207,00779,----,
2025-07-28,20:45:13:315,01060,----,
2025-07-28,20:45:13:424,01106,----,
2025-07-28,20:45:13:533,00845,----,
2025-07-28,20:45:13:642,00811,----,
2025-07-28,20:45:13:749,00829,----,
2025-07-28,20:45:13:858,00945,----,
2025-07-28,20:45:13:967,01136,----,
2025-07-28,20:45:14:076,01211,----,
2025-07-28,20:45:14:186,01288,----,
2025-07-28,20:45:14:296,01351,----,
2025-07-28,20:45:14:403,01376,----,
2025-07-28,20:45:14:510,01402,----,
2025-07-28,20:45:14:620,01428,----,
2025-07-28,20:45:14:728,01428,----,
