DeviceNo,,[25071720],[25071721],[25071722],[25071723],
DeviceInfo,,[],[],[],[],
DeviceRange,,[20M次],[20M次],[20M次],[20M次],
2025-07-27,19:32:17:484,05974,05734,05437,06881,
2025-07-27,19:32:17:732,05974,05734,05437,06881,
2025-07-27,19:32:17:982,05974,05735,05438,06881,
2025-07-27,19:32:18:229,05973,05735,05438,06881,
2025-07-27,19:32:18:476,05973,05736,05439,06881,
2025-07-27,19:32:18:726,05973,05737,05439,06882,
2025-07-27,19:32:18:988,05973,05737,05440,06882,
2025-07-27,19:32:19:237,05972,05738,05441,06882,
2025-07-27,19:32:19:488,05972,05738,05441,06882,
2025-07-27,19:32:19:736,05972,05739,05442,06882,
2025-07-27,19:32:19:976,05971,05740,05442,06882,
2025-07-27,19:32:20:233,05971,05740,05443,06882,
2025-07-27,19:32:20:477,05971,05741,05443,06881,
2025-07-27,19:32:20:733,05970,05741,05444,06881,
2025-07-27,19:32:20:976,05970,05742,05444,06879,
2025-07-27,19:32:21:231,05970,05743,05445,06878,
2025-07-27,19:32:21:476,05970,05744,05446,06877,
2025-07-27,19:32:21:727,05970,05745,05446,06877,
2025-07-27,19:32:21:974,05970,05746,05447,06876,
2025-07-27,19:32:22:239,05970,05747,05447,06877,
2025-07-27,19:32:22:478,05971,05748,05448,06878,
2025-07-27,19:32:22:733,05971,05748,05448,06878,
2025-07-27,19:32:22:980,05971,05749,05448,06878,
2025-07-27,19:32:23:229,05971,05749,05449,06878,
2025-07-27,19:32:23:475,05972,05750,05449,06878,
2025-07-27,19:32:23:752,05972,05751,05450,06879,
2025-07-27,19:32:23:994,05972,05751,05450,06879,
2025-07-27,19:32:24:253,05972,05752,05450,06879,
2025-07-27,19:32:24:503,05971,05752,05451,06879,
2025-07-27,19:32:24:751,05971,05753,05451,06879,
2025-07-27,19:32:24:999,05971,05753,05452,06879,
2025-07-27,19:32:25:249,05970,05754,05449,06863,
2025-07-27,19:32:25:495,05934,05752,05364,06262,
2025-07-27,19:32:25:744,05744,05750,05365,06280,
2025-07-27,19:32:25:991,05738,05747,05355,06287,
2025-07-27,19:32:26:252,05743,05744,05320,06395,
2025-07-27,19:32:26:502,05838,05743,05283,06398,
2025-07-27,19:32:26:750,05843,05742,05268,06481,
2025-07-27,19:32:26:999,05847,05744,05207,06489,
2025-07-27,19:32:27:248,05893,05738,05058,05604,
2025-07-27,19:32:27:498,05870,05540,03468,05643,
2025-07-27,19:32:27:748,05684,05538,03998,05891,
2025-07-27,19:32:27:997,05681,05538,04003,05907,
2025-07-27,19:32:28:247,05682,05543,04343,06075,
2025-07-27,19:32:28:496,05715,05603,04385,06259,
2025-07-27,19:32:28:743,05715,05606,04721,06264,
2025-07-27,19:32:28:993,05715,05609,04935,06402,
2025-07-27,19:32:29:241,05713,05629,04942,06416,
2025-07-27,19:32:29:503,05712,05632,05102,06531,
2025-07-27,19:32:29:750,05710,05636,05108,06595,
2025-07-27,19:32:29:999,05705,05638,05116,06597,
2025-07-27,19:32:30:248,05702,05639,05125,06605,
2025-07-27,19:32:30:496,05685,05633,05116,06607,
2025-07-27,19:32:30:744,05447,05401,04780,06592,
2025-07-27,19:32:30:992,05195,05378,04785,06528,
2025-07-27,19:32:31:241,05203,05422,05032,06534,
2025-07-27,19:32:31:504,05421,05430,05035,06605,
2025-07-27,19:32:31:752,05432,05523,05157,06663,
2025-07-27,19:32:32:001,05515,05530,05164,06667,
2025-07-27,19:32:32:248,05526,05582,05247,06729,
2025-07-27,19:32:32:492,05605,05588,05327,06730,
2025-07-27,19:32:32:742,05608,05620,05328,06738,
2025-07-27,19:32:32:991,05665,05622,05332,06783,
2025-07-27,19:32:33:254,05676,05626,05333,06785,
2025-07-27,19:32:33:503,05776,05653,05335,06790,
2025-07-27,19:32:33:752,05779,05654,05339,06793,
2025-07-27,19:32:33:998,05815,05655,05341,06800,
2025-07-27,19:32:34:246,05817,05658,05344,06808,
2025-07-27,19:32:34:494,05820,05661,05348,06815,
2025-07-27,19:32:34:743,05823,05665,05355,06819,
2025-07-27,19:32:35:004,05828,05668,05358,06824,
2025-07-27,19:32:35:271,05835,05672,05364,06828,
2025-07-27,19:32:35:517,05842,05676,05370,06832,
2025-07-27,19:32:35:768,05848,05680,05374,06835,
2025-07-27,19:32:36:016,05853,05683,05379,06838,
2025-07-27,19:32:36:265,05856,05685,05383,06839,
2025-07-27,19:32:36:511,05859,05688,05386,06842,
2025-07-27,19:32:36:758,05853,05690,05392,06844,
2025-07-27,19:32:37:022,05761,05692,05425,06847,
2025-07-27,19:32:37:268,05732,05693,05428,06849,
2025-07-27,19:32:37:516,05733,05694,05430,06850,
2025-07-27,19:32:37:764,05730,05694,05429,06814,
2025-07-27,19:32:38:014,05461,05692,05400,06038,
2025-07-27,19:32:38:263,05454,05687,05260,06226,
2025-07-27,19:32:38:511,05456,05684,05307,06230,
2025-07-27,19:32:38:760,05509,05682,05310,06368,
2025-07-27,19:32:39:008,05516,05681,05367,06382,
2025-07-27,19:32:39:257,05573,05682,05367,06492,
2025-07-27,19:32:39:505,05575,05688,05359,06494,
2025-07-27,19:32:39:769,05579,05693,05322,06556,
2025-07-27,19:32:40:020,05608,05695,05319,06559,
2025-07-27,19:32:40:266,05609,05691,05041,06419,
2025-07-27,19:32:40:513,05611,05464,03738,05773,
2025-07-27,19:32:40:763,05612,05458,03748,05780,
2025-07-27,19:32:41:011,05610,05458,04268,05934,
2025-07-27,19:32:41:261,05612,05465,04283,06131,
2025-07-27,19:32:41:508,05616,05526,04572,06149,
2025-07-27,19:32:41:768,05618,05534,04616,06324,
2025-07-27,19:32:42:018,05617,05584,04916,06333,
2025-07-27,19:32:42:266,05618,05586,04927,06462,
2025-07-27,19:32:42:512,05615,05590,05059,06558,
2025-07-27,19:32:42:758,05605,05595,05130,06563,
2025-07-27,19:32:43:007,05592,05596,05130,06598,
2025-07-27,19:32:43:255,05452,05585,05121,06597,
2025-07-27,19:32:43:520,05311,05561,05152,06602,
2025-07-27,19:32:43:768,05332,05566,05160,06656,
2025-07-27,19:32:44:014,05426,05585,05195,06658,
2025-07-27,19:32:44:263,05427,05590,05206,06666,
2025-07-27,19:32:44:512,05440,05594,05282,06720,
2025-07-27,19:32:44:759,05527,05632,05287,06724,
2025-07-27,19:32:45:005,05538,05634,05341,06763,
2025-07-27,19:32:45:266,05633,05638,05340,06765,
2025-07-27,19:32:45:703,05633,05638,05338,06770,
2025-07-27,19:32:45:953,05733,05653,05339,06776,
2025-07-27,19:32:46:199,05766,05659,05342,06779,
2025-07-27,19:32:46:446,05768,05661,05343,06786,
2025-07-27,19:32:46:696,05771,05665,05348,06793,
2025-07-27,19:32:46:946,05777,05668,05354,06799,
2025-07-27,19:32:47:195,05780,05671,05358,06803,
2025-07-27,19:32:47:457,05800,05672,05361,06806,
2025-07-27,19:32:47:707,05802,05674,05365,06809,
2025-07-27,19:32:47:957,05804,05677,05369,06812,
2025-07-27,19:32:48:205,05807,05679,05372,06815,
2025-07-27,19:32:48:453,05809,05680,05376,06816,
2025-07-27,19:32:48:701,05813,05681,05377,06818,
2025-07-27,19:32:48:948,05818,05683,05380,06820,
2025-07-27,19:32:49:197,05818,05684,05374,06733,
2025-07-27,19:32:49:444,05590,05676,05143,06126,
2025-07-27,19:32:49:709,05589,05649,05128,06109,
2025-07-27,19:32:49:972,05575,05649,05127,06149,
2025-07-27,19:32:50:222,05636,05655,05142,06174,
2025-07-27,19:32:50:472,05733,05691,05248,06362,
2025-07-27,19:32:50:719,05738,05693,05288,06491,
2025-07-27,19:32:50:967,05787,05698,05292,06495,
2025-07-27,19:32:51:216,05787,05700,05296,06590,
2025-07-27,19:32:51:465,05791,05706,05340,06597,
2025-07-27,19:32:51:712,05795,05713,05337,06611,
2025-07-27,19:32:51:960,05800,05670,03861,06045,
2025-07-27,19:32:52:210,05802,05533,03887,06040,
2025-07-27,19:32:52:473,05792,05514,03650,05868,
2025-07-27,19:32:52:719,05576,05352,03718,05892,
2025-07-27,19:32:52:969,05579,05454,04322,06121,
2025-07-27,19:32:53:217,05583,05459,04675,06282,
2025-07-27,19:32:53:465,05585,05509,04695,06287,
2025-07-27,19:32:53:715,05589,05511,04913,06424,
2025-07-27,19:32:53:961,05595,05519,04934,06436,
2025-07-27,19:32:54:208,05627,05564,05106,06534,
2025-07-27,19:32:54:471,05627,05567,05187,06602,
2025-07-27,19:32:54:722,05630,05571,05194,06604,
2025-07-27,19:32:54:969,05631,05573,05196,06608,
2025-07-27,19:32:55:217,05565,05554,05178,06603,
2025-07-27,19:32:55:466,05073,05323,05044,06577,
2025-07-27,19:32:55:713,05093,05425,05125,06579,
2025-07-27,19:32:55:962,05261,05432,05132,06589,
2025-07-27,19:32:56:209,05538,05548,05271,06665,
2025-07-27,19:32:56:473,05547,05551,05275,06672,
2025-07-27,19:32:56:722,05640,05558,05279,06713,
2025-07-27,19:32:56:970,05648,05593,05308,06715,
2025-07-27,19:32:57:221,05703,05594,05309,06720,
2025-07-27,19:32:57:467,05708,05597,05311,06752,
2025-07-27,19:32:57:714,05739,05602,05316,06753,
2025-07-27,19:32:57:966,05740,05608,05339,06756,
2025-07-27,19:32:58:214,05743,05615,05340,06757,
2025-07-27,19:32:58:461,05748,05618,05340,06761,
2025-07-27,19:32:58:710,05754,05624,05343,06767,
2025-07-27,19:32:58:989,05761,05629,05346,06772,
2025-07-27,19:32:59:254,05765,05634,05350,06776,
2025-07-27,19:32:59:504,05770,05638,05355,06780,
2025-07-27,19:32:59:750,05775,05641,05357,06782,
2025-07-27,19:33:00:000,05779,05643,05361,06785,
2025-07-27,19:33:00:246,05783,05646,05365,06788,
2025-07-27,19:33:00:617,05783,05646,05370,06792,
