DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,19:14:07:475,03298,----,
2025-07-28,19:14:07:598,03286,----,
2025-07-28,19:14:07:698,03286,----,
2025-07-28,19:14:07:814,03286,----,
2025-07-28,19:14:07:916,03285,----,
2025-07-28,19:14:08:032,03285,----,
2025-07-28,19:14:08:132,03285,----,
2025-07-28,19:14:08:247,03284,----,
2025-07-28,19:14:08:349,03284,----,
2025-07-28,19:14:08:465,03284,----,
2025-07-28,19:14:08:576,03284,----,
2025-07-28,19:14:08:680,03284,----,
2025-07-28,19:14:08:791,03284,----,
2025-07-28,19:14:08:896,03284,----,
2025-07-28,19:14:09:009,03284,----,
2025-07-28,19:14:09:131,03285,----,
2025-07-28,19:14:09:240,03286,----,
2025-07-28,19:14:09:351,03284,----,
2025-07-28,19:14:09:466,01030,----,
2025-07-28,19:14:09:567,01078,----,
2025-07-28,19:14:09:686,01113,----,
2025-07-28,19:14:09:798,01030,----,
2025-07-28,19:14:09:902,00933,----,
2025-07-28,19:14:10:014,00932,----,
2025-07-28,19:14:10:117,00932,----,
2025-07-28,19:14:10:231,00916,----,
2025-07-28,19:14:10:348,00916,----,
2025-07-28,19:14:10:464,00887,----,
2025-07-28,19:14:10:571,00839,----,
2025-07-28,19:14:10:681,00804,----,
2025-07-28,19:14:10:790,00827,----,
2025-07-28,19:14:10:897,00793,----,
2025-07-28,19:14:11:007,00805,----,
2025-07-28,19:14:11:115,01165,----,
2025-07-28,19:14:11:224,01640,----,
2025-07-28,19:14:11:347,01862,----,
2025-07-28,19:14:11:447,02020,----,
2025-07-28,19:14:11:561,02155,----,
2025-07-28,19:14:11:662,02260,----,
2025-07-28,19:14:11:777,02353,----,
2025-07-28,19:14:11:886,02443,----,
2025-07-28,19:14:11:993,02511,----,
2025-07-28,19:14:12:102,02578,----,
2025-07-28,19:14:12:210,02602,----,
2025-07-28,19:14:12:320,01050,----,
2025-07-28,19:14:12:430,00906,----,
2025-07-28,19:14:12:539,00928,----,
2025-07-28,19:14:12:647,00944,----,
2025-07-28,19:14:12:757,00944,----,
2025-07-28,19:14:12:879,00919,----,
2025-07-28,19:14:12:975,00919,----,
2025-07-28,19:14:13:095,00918,----,
2025-07-28,19:14:13:198,00918,----,
2025-07-28,19:14:13:313,00917,----,
2025-07-28,19:14:13:413,00917,----,
2025-07-28,19:14:13:530,00917,----,
2025-07-28,19:14:13:632,00917,----,
2025-07-28,19:14:13:746,00879,----,
2025-07-28,19:14:13:860,00879,----,
2025-07-28,19:14:13:965,00846,----,
2025-07-28,19:14:14:077,00857,----,
2025-07-28,19:14:14:181,00845,----,
2025-07-28,19:14:14:298,01020,----,
2025-07-28,19:14:14:397,01443,----,
2025-07-28,19:14:14:512,01727,----,
2025-07-28,19:14:14:615,01895,----,
2025-07-28,19:14:14:729,02030,----,
2025-07-28,19:14:14:833,02135,----,
2025-07-28,19:14:14:944,02243,----,
2025-07-28,19:14:15:054,02330,----,
2025-07-28,19:14:15:163,02401,----,
2025-07-28,19:14:15:271,02481,----,
2025-07-28,19:14:15:382,02543,----,
2025-07-28,19:14:15:496,02544,----,
2025-07-28,19:14:15:611,01062,----,
2025-07-28,19:14:15:712,00991,----,
2025-07-28,19:14:15:828,01016,----,
2025-07-28,19:14:15:927,00983,----,
2025-07-28,19:14:16:044,00964,----,
2025-07-28,19:14:16:152,00951,----,
2025-07-28,19:14:16:260,00940,----,
2025-07-28,19:14:16:370,00940,----,
2025-07-28,19:14:16:474,00941,----,
2025-07-28,19:14:16:585,00954,----,
2025-07-28,19:14:16:694,00954,----,
2025-07-28,19:14:16:801,00953,----,
2025-07-28,19:14:16:914,00927,----,
2025-07-28,19:14:17:031,00865,----,
2025-07-28,19:14:17:130,00865,----,
2025-07-28,19:14:17:247,00845,----,
2025-07-28,19:14:17:360,00846,----,
2025-07-28,19:14:17:462,01006,----,
2025-07-28,19:14:17:575,01391,----,
2025-07-28,19:14:17:679,01676,----,
2025-07-28,19:14:17:793,01859,----,
2025-07-28,19:14:17:901,02002,----,
2025-07-28,19:14:18:010,02096,----,
2025-07-28,19:14:18:118,02236,----,
2025-07-28,19:14:18:229,02299,----,
2025-07-28,19:14:18:337,02369,----,
2025-07-28,19:14:18:445,02401,----,
2025-07-28,19:14:18:554,02468,----,
2025-07-28,19:14:18:676,01612,----,
2025-07-28,19:14:18:772,01092,----,
2025-07-28,19:14:18:881,01071,----,
2025-07-28,19:14:18:990,01071,----,
2025-07-28,19:14:19:099,01058,----,
2025-07-28,19:14:19:213,01038,----,
2025-07-28,19:14:19:329,01018,----,
2025-07-28,19:14:19:429,01001,----,
2025-07-28,19:14:19:546,01001,----,
2025-07-28,19:14:19:649,01000,----,
2025-07-28,19:14:19:762,00979,----,
2025-07-28,19:14:19:867,00934,----,
2025-07-28,19:14:19:979,00909,----,
2025-07-28,19:14:20:086,00909,----,
2025-07-28,19:14:20:197,00909,----,
2025-07-28,19:14:20:302,00876,----,
2025-07-28,19:14:20:421,00847,----,
2025-07-28,19:14:20:521,00847,----,
2025-07-28,19:14:20:639,01014,----,
2025-07-28,19:14:20:741,01368,----,
2025-07-28,19:14:20:857,01658,----,
2025-07-28,19:14:20:970,01836,----,
2025-07-28,19:14:21:073,01978,----,
