DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,19:10:50:459,03342,----,
2025-07-28,19:10:50:576,03342,----,
2025-07-28,19:10:50:679,03354,----,
2025-07-28,19:10:50:795,03335,----,
2025-07-28,19:10:50:897,03320,----,
2025-07-28,19:10:51:012,03319,----,
2025-07-28,19:10:51:124,03320,----,
2025-07-28,19:10:51:228,03335,----,
2025-07-28,19:10:51:340,03335,----,
2025-07-28,19:10:51:444,03335,----,
2025-07-28,19:10:51:558,03335,----,
2025-07-28,19:10:51:664,03335,----,
2025-07-28,19:10:51:774,03336,----,
2025-07-28,19:10:51:881,03336,----,
2025-07-28,19:10:51:991,03337,----,
2025-07-28,19:10:52:100,03355,----,
2025-07-28,19:10:52:209,03356,----,
2025-07-28,19:10:52:318,03372,----,
2025-07-28,19:10:52:428,03372,----,
2025-07-28,19:10:52:550,03372,----,
2025-07-28,19:10:52:650,03373,----,
2025-07-28,19:10:52:765,03373,----,
2025-07-28,19:10:52:866,03392,----,
2025-07-28,19:10:52:981,03392,----,
2025-07-28,19:10:53:093,03392,----,
2025-07-28,19:10:53:197,03391,----,
2025-07-28,19:10:53:312,03391,----,
2025-07-28,19:10:53:414,03391,----,
2025-07-28,19:10:53:528,03390,----,
2025-07-28,19:10:53:632,03367,----,
2025-07-28,19:10:53:746,03366,----,
2025-07-28,19:10:53:851,03353,----,
2025-07-28,19:10:53:962,03354,----,
2025-07-28,19:10:54:069,03354,----,
2025-07-28,19:10:54:184,03372,----,
2025-07-28,19:10:54:287,03373,----,
2025-07-28,19:10:54:396,03373,----,
2025-07-28,19:10:54:517,03374,----,
2025-07-28,19:10:54:616,03388,----,
2025-07-28,19:10:54:736,03389,----,
2025-07-28,19:10:54:836,03390,----,
2025-07-28,19:10:54:950,03389,----,
2025-07-28,19:10:55:054,01009,----,
2025-07-28,19:10:55:168,00992,----,
2025-07-28,19:10:55:272,01072,----,
2025-07-28,19:10:55:380,01071,----,
2025-07-28,19:10:55:503,00943,----,
2025-07-28,19:10:55:605,00898,----,
2025-07-28,19:10:55:720,00897,----,
2025-07-28,19:10:55:822,00897,----,
2025-07-28,19:10:55:932,00896,----,
2025-07-28,19:10:56:038,00896,----,
2025-07-28,19:10:56:156,00907,----,
2025-07-28,19:10:56:265,00907,----,
2025-07-28,19:10:56:370,00837,----,
2025-07-28,19:10:56:483,00766,----,
2025-07-28,19:10:56:585,00766,----,
2025-07-28,19:10:56:697,00785,----,
2025-07-28,19:10:56:805,00923,----,
2025-07-28,19:10:56:916,01431,----,
2025-07-28,19:10:57:022,01678,----,
2025-07-28,19:10:57:132,01848,----,
2025-07-28,19:10:57:241,01987,----,
2025-07-28,19:10:57:352,02096,----,
2025-07-28,19:10:57:460,02215,----,
2025-07-28,19:10:57:568,02296,----,
2025-07-28,19:10:57:686,02375,----,
2025-07-28,19:10:57:786,02443,----,
2025-07-28,19:10:57:902,02477,----,
2025-07-28,19:10:58:018,02535,----,
2025-07-28,19:10:58:118,01402,----,
2025-07-28,19:10:58:233,01143,----,
2025-07-28,19:10:58:333,01161,----,
2025-07-28,19:10:58:448,01031,----,
2025-07-28,19:10:58:554,00956,----,
2025-07-28,19:10:58:665,00935,----,
2025-07-28,19:10:58:773,00966,----,
2025-07-28,19:10:58:885,00967,----,
2025-07-28,19:10:58:992,00982,----,
2025-07-28,19:10:59:101,00982,----,
2025-07-28,19:10:59:209,00982,----,
2025-07-28,19:10:59:324,00983,----,
2025-07-28,19:10:59:433,00954,----,
2025-07-28,19:10:59:543,00931,----,
2025-07-28,19:10:59:655,00863,----,
2025-07-28,19:10:59:758,00830,----,
2025-07-28,19:10:59:870,00781,----,
2025-07-28,19:10:59:975,00781,----,
2025-07-28,19:11:00:089,00796,----,
2025-07-28,19:11:00:194,01187,----,
2025-07-28,19:11:00:306,01444,----,
2025-07-28,19:11:00:412,01611,----,
2025-07-28,19:11:00:524,01743,----,
2025-07-28,19:11:00:630,01848,----,
2025-07-28,19:11:00:740,01937,----,
2025-07-28,19:11:00:862,02024,----,
2025-07-28,19:11:00:958,02116,----,
2025-07-28,19:11:01:068,02144,----,
2025-07-28,19:11:01:185,02212,----,
2025-07-28,19:11:01:299,02271,----,
2025-07-28,19:11:01:400,02323,----,
2025-07-28,19:11:01:516,01345,----,
2025-07-28,19:11:01:618,01128,----,
2025-07-28,19:11:01:734,01078,----,
2025-07-28,19:11:01:833,01057,----,
2025-07-28,19:11:01:951,01057,----,
2025-07-28,19:11:02:053,01056,----,
2025-07-28,19:11:02:168,01056,----,
2025-07-28,19:11:02:276,01056,----,
2025-07-28,19:11:02:385,01056,----,
2025-07-28,19:11:02:491,01029,----,
2025-07-28,19:11:02:601,00998,----,
2025-07-28,19:11:02:725,00965,----,
2025-07-28,19:11:02:841,00924,----,
2025-07-28,19:11:02:957,00848,----,
2025-07-28,19:11:03:056,00811,----,
2025-07-28,19:11:03:172,00812,----,
2025-07-28,19:11:03:272,00830,----,
2025-07-28,19:11:03:389,01192,----,
2025-07-28,19:11:03:496,01430,----,
2025-07-28,19:11:03:605,01577,----,
2025-07-28,19:11:03:724,01752,----,
2025-07-28,19:11:03:838,01846,----,
2025-07-28,19:11:03:948,01936,----,
2025-07-28,19:11:04:055,02010,----,
