DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,18:56:47:730,03071,----,
2025-07-28,18:56:47:840,03071,----,
2025-07-28,18:56:47:948,03071,----,
2025-07-28,18:56:48:055,03072,----,
2025-07-28,18:56:48:166,03072,----,
2025-07-28,18:56:48:273,03086,----,
2025-07-28,18:56:48:381,03086,----,
2025-07-28,18:56:48:490,03085,----,
2025-07-28,18:56:48:601,03085,----,
2025-07-28,18:56:48:709,03085,----,
2025-07-28,18:56:48:830,03085,----,
2025-07-28,18:56:48:929,03057,----,
2025-07-28,18:56:49:045,02886,----,
2025-07-28,18:56:49:156,02789,----,
2025-07-28,18:56:49:263,02850,----,
2025-07-28,18:56:49:366,02875,----,
2025-07-28,18:56:49:482,02875,----,
2025-07-28,18:56:49:584,02831,----,
2025-07-28,18:56:49:700,02830,----,
2025-07-28,18:56:49:809,02803,----,
2025-07-28,18:56:49:916,02783,----,
2025-07-28,18:56:50:025,02739,----,
2025-07-28,18:56:50:133,02614,----,
2025-07-28,18:56:50:242,02556,----,
2025-07-28,18:56:50:348,02555,----,
2025-07-28,18:56:50:463,02272,----,
2025-07-28,18:56:50:582,01181,----,
2025-07-28,18:56:50:681,01022,----,
2025-07-28,18:56:50:799,00983,----,
2025-07-28,18:56:50:899,01007,----,
2025-07-28,18:56:51:015,01034,----,
2025-07-28,18:56:51:118,01051,----,
2025-07-28,18:56:51:231,01008,----,
2025-07-28,18:56:51:335,00987,----,
2025-07-28,18:56:51:450,00987,----,
2025-07-28,18:56:51:559,00938,----,
2025-07-28,18:56:51:666,00834,----,
2025-07-28,18:56:51:773,00800,----,
2025-07-28,18:56:51:883,00823,----,
2025-07-28,18:56:51:990,00847,----,
2025-07-28,18:56:52:100,00873,----,
2025-07-28,18:56:52:217,00895,----,
2025-07-28,18:56:52:330,01073,----,
2025-07-28,18:56:52:434,01551,----,
2025-07-28,18:56:52:547,01711,----,
2025-07-28,18:56:52:652,01826,----,
2025-07-28,18:56:52:756,01893,----,
2025-07-28,18:56:52:871,01893,----,
2025-07-28,18:56:52:981,01913,----,
2025-07-28,18:56:53:087,01968,----,
2025-07-28,18:56:53:194,01997,----,
2025-07-28,18:56:53:302,02044,----,
2025-07-28,18:56:53:411,02067,----,
2025-07-28,18:56:53:536,02109,----,
2025-07-28,18:56:53:636,02134,----,
2025-07-28,18:56:53:752,02153,----,
2025-07-28,18:56:53:853,01462,----,
2025-07-28,18:56:53:965,01211,----,
2025-07-28,18:56:54:072,01124,----,
2025-07-28,18:56:54:182,01102,----,
2025-07-28,18:56:54:290,01102,----,
2025-07-28,18:56:54:399,01087,----,
2025-07-28,18:56:54:507,01087,----,
2025-07-28,18:56:54:627,01087,----,
2025-07-28,18:56:54:725,01100,----,
2025-07-28,18:56:54:836,01100,----,
2025-07-28,18:56:54:943,01085,----,
2025-07-28,18:56:55:053,01084,----,
2025-07-28,18:56:55:161,00932,----,
2025-07-28,18:56:55:272,00863,----,
2025-07-28,18:56:55:393,00851,----,
2025-07-28,18:56:55:493,00884,----,
2025-07-28,18:56:55:611,00885,----,
2025-07-28,18:56:55:711,00923,----,
2025-07-28,18:56:55:828,00956,----,
2025-07-28,18:56:55:926,01193,----,
2025-07-28,18:56:56:043,01481,----,
2025-07-28,18:56:56:150,01654,----,
2025-07-28,18:56:56:259,01783,----,
2025-07-28,18:56:56:366,01887,----,
2025-07-28,18:56:56:475,01960,----,
2025-07-28,18:56:56:584,01987,----,
2025-07-28,18:56:56:693,02015,----,
2025-07-28,18:56:56:803,02019,----,
2025-07-28,18:56:56:916,02037,----,
2025-07-28,18:56:57:032,02056,----,
2025-07-28,18:56:57:133,02083,----,
2025-07-28,18:56:57:249,01927,----,
2025-07-28,18:56:57:361,01136,----,
2025-07-28,18:56:57:466,01136,----,
2025-07-28,18:56:57:568,01121,----,
2025-07-28,18:56:57:685,01088,----,
2025-07-28,18:56:57:794,01087,----,
2025-07-28,18:56:57:901,01054,----,
2025-07-28,18:56:58:008,01040,----,
2025-07-28,18:56:58:118,01025,----,
2025-07-28,18:56:58:224,00997,----,
2025-07-28,18:56:58:333,00997,----,
2025-07-28,18:56:58:456,00981,----,
2025-07-28,18:56:58:557,00952,----,
2025-07-28,18:56:58:674,00928,----,
2025-07-28,18:56:58:772,00839,----,
2025-07-28,18:56:58:885,00827,----,
2025-07-28,18:56:58:999,00846,----,
2025-07-28,18:56:59:103,00885,----,
2025-07-28,18:56:59:214,00903,----,
2025-07-28,18:56:59:322,01049,----,
2025-07-28,18:56:59:433,01396,----,
2025-07-28,18:56:59:542,01613,----,
2025-07-28,18:56:59:650,01767,----,
2025-07-28,18:56:59:759,01878,----,
2025-07-28,18:56:59:869,01966,----,
2025-07-28,18:56:59:977,02042,----,
2025-07-28,18:57:00:086,02116,----,
2025-07-28,18:57:00:197,02154,----,
2025-07-28,18:57:00:307,02211,----,
2025-07-28,18:57:00:412,02230,----,
2025-07-28,18:57:00:521,02253,----,
2025-07-28,18:57:00:631,02305,----,
2025-07-28,18:57:00:741,02300,----,
2025-07-28,18:57:00:849,01163,----,
2025-07-28,18:57:00:969,01066,----,
2025-07-28,18:57:01:070,01038,----,
2025-07-28,18:57:01:185,01038,----,
2025-07-28,18:57:01:296,01039,----,
