DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,18:59:47:961,03119,----,
2025-07-28,18:59:48:078,03139,----,
2025-07-28,18:59:48:179,03100,----,
2025-07-28,18:59:48:296,03116,----,
2025-07-28,18:59:48:398,03130,----,
2025-07-28,18:59:48:512,03145,----,
2025-07-28,18:59:48:617,03162,----,
2025-07-28,18:59:48:727,03183,----,
2025-07-28,18:59:48:833,03183,----,
2025-07-28,18:59:48:945,03200,----,
2025-07-28,18:59:49:056,03218,----,
2025-07-28,18:59:49:163,00700,----,
2025-07-28,18:59:49:272,00700,----,
2025-07-28,18:59:49:381,00765,----,
2025-07-28,18:59:49:500,00787,----,
2025-07-28,18:59:49:603,00828,----,
2025-07-28,18:59:49:721,00828,----,
2025-07-28,18:59:49:823,00828,----,
2025-07-28,18:59:49:937,00809,----,
2025-07-28,18:59:50:040,00791,----,
2025-07-28,18:59:50:154,00790,----,
2025-07-28,18:59:50:263,00777,----,
2025-07-28,18:59:50:371,00790,----,
2025-07-28,18:59:50:476,00803,----,
2025-07-28,18:59:50:589,00802,----,
2025-07-28,18:59:50:702,00748,----,
2025-07-28,18:59:50:805,00720,----,
2025-07-28,18:59:50:921,00699,----,
2025-07-28,18:59:51:022,00721,----,
2025-07-28,18:59:51:136,00744,----,
2025-07-28,18:59:51:245,00745,----,
2025-07-28,18:59:51:350,01129,----,
2025-07-28,18:59:51:461,01389,----,
2025-07-28,18:59:51:568,01557,----,
2025-07-28,18:59:51:677,01759,----,
2025-07-28,18:59:51:789,01873,----,
2025-07-28,18:59:51:906,01970,----,
2025-07-28,18:59:52:006,02052,----,
2025-07-28,18:59:52:124,02128,----,
2025-07-28,18:59:52:223,02168,----,
2025-07-28,18:59:52:340,01287,----,
2025-07-28,18:59:52:455,00969,----,
2025-07-28,18:59:52:557,00990,----,
2025-07-28,18:59:52:670,01015,----,
2025-07-28,18:59:52:771,01029,----,
2025-07-28,18:59:52:889,01002,----,
2025-07-28,18:59:52:992,00980,----,
2025-07-28,18:59:53:106,00980,----,
2025-07-28,18:59:53:217,00979,----,
2025-07-28,18:59:53:321,00937,----,
2025-07-28,18:59:53:435,00923,----,
2025-07-28,18:59:53:538,00908,----,
2025-07-28,18:59:53:649,00871,----,
2025-07-28,18:59:53:757,00795,----,
2025-07-28,18:59:53:866,00772,----,
2025-07-28,18:59:53:975,00757,----,
2025-07-28,18:59:54:086,00775,----,
2025-07-28,18:59:54:193,00792,----,
2025-07-28,18:59:54:305,00932,----,
2025-07-28,18:59:54:427,01286,----,
2025-07-28,18:59:54:538,01493,----,
2025-07-28,18:59:54:647,01652,----,
2025-07-28,18:59:54:755,01778,----,
2025-07-28,18:59:54:876,01886,----,
2025-07-28,18:59:54:975,02032,----,
2025-07-28,18:59:55:092,02073,----,
2025-07-28,18:59:55:205,02173,----,
2025-07-28,18:59:55:306,02231,----,
2025-07-28,18:59:55:423,02046,----,
2025-07-28,18:59:55:527,00982,----,
2025-07-28,18:59:55:642,00943,----,
2025-07-28,18:59:55:746,00965,----,
2025-07-28,18:59:55:859,00982,----,
2025-07-28,18:59:55:961,01001,----,
2025-07-28,18:59:56:076,01017,----,
2025-07-28,18:59:56:181,01017,----,
2025-07-28,18:59:56:290,01002,----,
2025-07-28,18:59:56:398,00986,----,
2025-07-28,18:59:56:508,00986,----,
2025-07-28,18:59:56:616,00985,----,
2025-07-28,18:59:56:732,00949,----,
2025-07-28,18:59:56:846,00919,----,
2025-07-28,18:59:56:946,00860,----,
2025-07-28,18:59:57:064,00859,----,
2025-07-28,18:59:57:164,00830,----,
2025-07-28,18:59:57:280,00790,----,
2025-07-28,18:59:57:381,00758,----,
2025-07-28,18:59:57:496,00758,----,
2025-07-28,18:59:57:605,00775,----,
2025-07-28,18:59:57:713,00790,----,
2025-07-28,18:59:57:824,00790,----,
2025-07-28,18:59:57:930,01025,----,
2025-07-28,18:59:58:040,01322,----,
2025-07-28,18:59:58:146,01505,----,
2025-07-28,18:59:58:256,01646,----,
2025-07-28,18:59:58:379,01777,----,
2025-07-28,18:59:58:481,01918,----,
2025-07-28,18:59:58:594,02001,----,
2025-07-28,18:59:58:698,02081,----,
2025-07-28,18:59:58:814,02140,----,
2025-07-28,18:59:58:913,02179,----,
2025-07-28,18:59:59:030,02229,----,
2025-07-28,18:59:59:140,02264,----,
2025-07-28,18:59:59:248,02328,----,
2025-07-28,18:59:59:356,02356,----,
2025-07-28,18:59:59:463,01097,----,
2025-07-28,18:59:59:575,01002,----,
2025-07-28,18:59:59:682,01053,----,
2025-07-28,18:59:59:794,01011,----,
2025-07-28,18:59:59:901,00988,----,
2025-07-28,19:00:00:005,00988,----,
2025-07-28,19:00:00:119,01003,----,
2025-07-28,19:00:00:228,00992,----,
2025-07-28,19:00:00:333,00966,----,
2025-07-28,19:00:00:442,00953,----,
2025-07-28,19:00:00:567,00953,----,
2025-07-28,19:00:00:667,00898,----,
2025-07-28,19:00:00:782,00856,----,
2025-07-28,19:00:00:882,00795,----,
2025-07-28,19:00:00:996,00775,----,
2025-07-28,19:00:01:106,00794,----,
2025-07-28,19:00:01:214,00794,----,
2025-07-28,19:00:01:324,00970,----,
2025-07-28,19:00:01:433,01297,----,
2025-07-28,19:00:01:540,01499,----,
