DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,18:54:57:879,03478,----,
2025-07-28,18:54:57:973,03480,----,
2025-07-28,18:54:58:083,03493,----,
2025-07-28,18:54:58:198,03493,----,
2025-07-28,18:54:58:316,03493,----,
2025-07-28,18:54:58:415,03494,----,
2025-07-28,18:54:58:531,03494,----,
2025-07-28,18:54:58:633,03494,----,
2025-07-28,18:54:58:750,03493,----,
2025-07-28,18:54:58:849,03493,----,
2025-07-28,18:54:58:966,03478,----,
2025-07-28,18:54:59:070,03478,----,
2025-07-28,18:54:59:182,03479,----,
2025-07-28,18:54:59:286,03479,----,
2025-07-28,18:54:59:396,03479,----,
2025-07-28,18:54:59:507,03478,----,
2025-07-28,18:54:59:617,03478,----,
2025-07-28,18:54:59:740,03478,----,
2025-07-28,18:54:59:855,03478,----,
2025-07-28,18:54:59:970,03411,----,
2025-07-28,18:55:00:073,03381,----,
2025-07-28,18:55:00:183,03402,----,
2025-07-28,18:55:00:287,03417,----,
2025-07-28,18:55:00:396,03285,----,
2025-07-28,18:55:00:507,03258,----,
2025-07-28,18:55:00:617,03238,----,
2025-07-28,18:55:00:741,03174,----,
2025-07-28,18:55:00:849,00939,----,
2025-07-28,18:55:00:959,01030,----,
2025-07-28,18:55:01:068,01043,----,
2025-07-28,18:55:01:190,01060,----,
2025-07-28,18:55:01:290,01029,----,
2025-07-28,18:55:01:403,01029,----,
2025-07-28,18:55:01:508,00979,----,
2025-07-28,18:55:01:625,00978,----,
2025-07-28,18:55:01:727,00947,----,
2025-07-28,18:55:01:842,00935,----,
2025-07-28,18:55:01:943,00905,----,
2025-07-28,18:55:02:059,00883,----,
2025-07-28,18:55:02:169,00915,----,
2025-07-28,18:55:02:273,00963,----,
2025-07-28,18:55:02:387,00983,----,
2025-07-28,18:55:02:489,01239,----,
2025-07-28,18:55:02:603,01583,----,
2025-07-28,18:55:02:708,01803,----,
2025-07-28,18:55:02:820,01961,----,
2025-07-28,18:55:02:927,02076,----,
2025-07-28,18:55:03:036,02172,----,
2025-07-28,18:55:03:159,02251,----,
2025-07-28,18:55:03:260,02340,----,
2025-07-28,18:55:03:365,02325,----,
2025-07-28,18:55:03:478,02325,----,
2025-07-28,18:55:03:593,02342,----,
2025-07-28,18:55:03:694,02373,----,
2025-07-28,18:55:03:810,02382,----,
2025-07-28,18:55:03:912,01186,----,
2025-07-28,18:55:04:026,01207,----,
2025-07-28,18:55:04:133,01207,----,
2025-07-28,18:55:04:241,01208,----,
2025-07-28,18:55:04:363,01207,----,
2025-07-28,18:55:04:459,01173,----,
2025-07-28,18:55:04:578,01149,----,
2025-07-28,18:55:04:679,01103,----,
2025-07-28,18:55:04:794,01092,----,
2025-07-28,18:55:04:909,01079,----,
2025-07-28,18:55:05:010,00999,----,
2025-07-28,18:55:05:126,00966,----,
2025-07-28,18:55:05:227,00931,----,
2025-07-28,18:55:05:340,00932,----,
2025-07-28,18:55:05:443,00976,----,
2025-07-28,18:55:05:557,00996,----,
2025-07-28,18:55:05:665,01054,----,
2025-07-28,18:55:05:773,01396,----,
2025-07-28,18:55:05:885,01666,----,
2025-07-28,18:55:05:993,01922,----,
2025-07-28,18:55:06:100,02048,----,
2025-07-28,18:55:06:208,02144,----,
2025-07-28,18:55:06:326,02226,----,
2025-07-28,18:55:06:428,02297,----,
2025-07-28,18:55:06:545,02314,----,
2025-07-28,18:55:06:646,02333,----,
2025-07-28,18:55:06:763,02335,----,
2025-07-28,18:55:06:878,02335,----,
2025-07-28,18:55:06:980,02335,----,
2025-07-28,18:55:07:092,02348,----,
2025-07-28,18:55:07:197,02334,----,
2025-07-28,18:55:07:309,01246,----,
2025-07-28,18:55:07:413,01203,----,
2025-07-28,18:55:07:526,01156,----,
2025-07-28,18:55:07:630,01137,----,
2025-07-28,18:55:07:741,01113,----,
2025-07-28,18:55:07:848,01113,----,
2025-07-28,18:55:07:959,01087,----,
2025-07-28,18:55:08:081,01066,----,
2025-07-28,18:55:08:184,01066,----,
2025-07-28,18:55:08:297,01041,----,
2025-07-28,18:55:08:401,00976,----,
2025-07-28,18:55:08:513,00953,----,
2025-07-28,18:55:08:622,00937,----,
2025-07-28,18:55:08:730,00958,----,
2025-07-28,18:55:08:839,00977,----,
2025-07-28,18:55:08:947,00994,----,
2025-07-28,18:55:09:056,01220,----,
2025-07-28,18:55:09:164,01533,----,
2025-07-28,18:55:09:273,01729,----,
2025-07-28,18:55:09:390,01866,----,
2025-07-28,18:55:09:503,02031,----,
2025-07-28,18:55:09:608,02117,----,
2025-07-28,18:55:09:708,02187,----,
2025-07-28,18:55:09:825,02217,----,
2025-07-28,18:55:09:935,02309,----,
2025-07-28,18:55:10:041,02320,----,
2025-07-28,18:55:10:152,02320,----,
2025-07-28,18:55:10:257,02343,----,
2025-07-28,18:55:10:368,02360,----,
2025-07-28,18:55:10:477,02360,----,
2025-07-28,18:55:10:584,02381,----,
2025-07-28,18:55:10:693,01152,----,
2025-07-28,18:55:10:802,01152,----,
2025-07-28,18:55:10:913,01078,----,
2025-07-28,18:55:11:023,01065,----,
2025-07-28,18:55:11:139,01066,----,
2025-07-28,18:55:11:251,01066,----,
2025-07-28,18:55:11:354,01042,----,
2025-07-28,18:55:11:470,01041,----,
