DeviceNo,,[25071720],[25071721],[25071722],[25071723],
DeviceInfo,,[],[],[],[],
DeviceRange,,[20M次],[20M次],[20M次],[20M次],
2025-07-27,18:01:06:513,05876,04066,06057,06976,
2025-07-27,18:01:06:759,05878,04067,06060,06977,
2025-07-27,18:01:07:015,05881,04070,06064,06980,
2025-07-27,18:01:07:261,05884,04074,06069,06983,
2025-07-27,18:01:07:511,05888,04078,06074,06984,
2025-07-27,18:01:07:758,05890,04082,06077,06988,
2025-07-27,18:01:08:021,05893,04084,06081,06991,
2025-07-27,18:01:08:276,05895,04087,06033,06696,
2025-07-27,18:01:08:536,05802,04091,04101,04134,
2025-07-27,18:01:08:777,05346,04163,04111,04143,
2025-07-27,18:01:09:022,05386,04166,04173,04333,
2025-07-27,18:01:09:274,05386,04170,04174,04343,
2025-07-27,18:01:09:524,05387,04203,04210,04567,
2025-07-27,18:01:09:775,05438,04187,05264,05758,
2025-07-27,18:01:10:022,05757,04121,05292,05775,
2025-07-27,18:01:10:272,05761,04121,05504,06188,
2025-07-27,18:01:10:547,05809,04122,05519,06216,
2025-07-27,18:01:10:789,05814,04123,05650,06450,
2025-07-27,18:01:11:041,05846,04124,05742,06532,
2025-07-27,18:01:11:289,05670,03995,05844,06467,
2025-07-27,18:01:11:539,03238,02794,06790,06020,
2025-07-27,18:01:11:787,03245,02795,06848,06028,
2025-07-27,18:01:12:226,03245,02795,07309,06097,
2025-07-27,18:01:12:503,03517,02804,07393,06432,
2025-07-27,18:01:12:748,03823,03392,05950,06459,
2025-07-27,18:01:12:993,05285,03415,05953,06660,
2025-07-27,18:01:13:254,05462,03604,05959,06668,
2025-07-27,18:01:13:497,05465,03726,05992,06767,
2025-07-27,18:01:13:741,05560,03729,05994,06826,
2025-07-27,18:01:13:999,05562,03071,05862,06846,
2025-07-27,18:01:14:245,05386,02695,04725,07039,
2025-07-27,18:01:14:490,04808,01322,04729,07046,
2025-07-27,18:01:14:744,04812,01360,04731,07131,
2025-07-27,18:01:14:991,04859,01360,04750,07139,
2025-07-27,18:01:15:247,04872,01394,04805,06985,
2025-07-27,18:01:15:492,05480,02669,05511,06979,
2025-07-27,18:01:15:754,05493,02707,05518,06935,
2025-07-27,18:01:16:000,05590,03005,05674,06937,
2025-07-27,18:01:16:242,05596,03028,05685,06941,
2025-07-27,18:01:16:490,05650,03226,05778,06946,
2025-07-27,18:01:16:743,05660,03212,02773,06899,
2025-07-27,18:01:16:990,06663,03125,02753,06202,
2025-07-27,18:01:17:253,06732,02873,02647,06209,
2025-07-27,18:01:17:498,07139,02881,02651,06251,
2025-07-27,18:01:17:742,07241,02938,02683,06255,
2025-07-27,18:01:18:000,07243,03151,02946,06283,
2025-07-27,18:01:18:245,06987,03186,04793,06640,
2025-07-27,18:01:18:503,05736,03419,04831,06807,
2025-07-27,18:01:18:752,05742,03433,05133,06816,
