DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,20:18:16:202,05642,----,
2025-07-13,20:18:16:296,05645,----,
2025-07-13,20:18:16:409,05647,----,
2025-07-13,20:18:16:523,05650,----,
2025-07-13,20:18:16:626,05652,----,
2025-07-13,20:18:16:742,05652,----,
2025-07-13,20:18:16:852,05654,----,
2025-07-13,20:18:16:953,05656,----,
2025-07-13,20:18:17:066,05659,----,
2025-07-13,20:18:17:181,05661,----,
2025-07-13,20:18:17:283,05661,----,
2025-07-13,20:18:17:395,05663,----,
2025-07-13,20:18:17:508,05665,----,
2025-07-13,20:18:17:610,05668,----,
2025-07-13,20:18:17:724,05668,----,
2025-07-13,20:18:17:827,05670,----,
2025-07-13,20:18:17:940,05672,----,
2025-07-13,20:18:18:055,05674,----,
2025-07-13,20:18:18:157,05676,----,
2025-07-13,20:18:18:270,05676,----,
2025-07-13,20:18:18:384,05678,----,
2025-07-13,20:18:18:486,05680,----,
2025-07-13,20:18:18:603,05683,----,
2025-07-13,20:18:18:702,05685,----,
2025-07-13,20:18:18:815,05685,----,
2025-07-13,20:18:18:929,05687,----,
2025-07-13,20:18:19:032,05689,----,
2025-07-13,20:18:19:145,05691,----,
2025-07-13,20:18:19:248,05691,----,
2025-07-13,20:18:19:363,05692,----,
2025-07-13,20:18:19:475,05692,----,
2025-07-13,20:18:19:578,05614,----,
2025-07-13,20:18:19:692,05614,----,
2025-07-13,20:18:19:803,05414,----,
2025-07-13,20:18:19:905,03262,----,
2025-07-13,20:18:20:020,03253,----,
2025-07-13,20:18:20:132,03250,----,
2025-07-13,20:18:20:236,03250,----,
2025-07-13,20:18:20:348,03418,----,
2025-07-13,20:18:20:462,03420,----,
2025-07-13,20:18:20:564,03422,----,
2025-07-13,20:18:20:677,03424,----,
2025-07-13,20:18:20:780,03424,----,
2025-07-13,20:18:20:893,03417,----,
2025-07-13,20:18:21:007,03404,----,
2025-07-13,20:18:21:110,03268,----,
2025-07-13,20:18:21:222,03268,----,
2025-07-13,20:18:21:334,03268,----,
2025-07-13,20:18:21:445,03268,----,
2025-07-13,20:18:21:548,03268,----,
2025-07-13,20:18:21:661,03269,----,
2025-07-13,20:18:21:774,03269,----,
2025-07-13,20:18:21:877,03269,----,
2025-07-13,20:18:21:991,03269,----,
2025-07-13,20:18:22:095,03270,----,
2025-07-13,20:18:22:208,03272,----,
2025-07-13,20:18:22:319,03272,----,
2025-07-13,20:18:22:423,03289,----,
2025-07-13,20:18:22:535,03590,----,
2025-07-13,20:18:22:653,03510,----,
2025-07-13,20:18:22:751,03370,----,
2025-07-13,20:18:22:865,03370,----,
2025-07-13,20:18:22:967,06134,----,
2025-07-13,20:18:23:081,06458,----,
2025-07-13,20:18:23:193,06520,----,
2025-07-13,20:18:23:295,06520,----,
2025-07-13,20:18:23:409,05847,----,
2025-07-13,20:18:23:523,05971,----,
2025-07-13,20:18:23:626,06064,----,
2025-07-13,20:18:23:740,06064,----,
2025-07-13,20:18:23:851,04883,----,
2025-07-13,20:18:23:954,04916,----,
2025-07-13,20:18:24:069,04856,----,
2025-07-13,20:18:24:184,04130,----,
2025-07-13,20:18:24:285,04130,----,
2025-07-13,20:18:24:402,04006,----,
2025-07-13,20:18:24:510,03950,----,
2025-07-13,20:18:24:620,03644,----,
2025-07-13,20:18:24:724,03558,----,
2025-07-13,20:18:24:836,03558,----,
2025-07-13,20:18:24:937,03519,----,
2025-07-13,20:18:25:049,02796,----,
2025-07-13,20:18:25:162,02785,----,
2025-07-13,20:18:25:273,02785,----,
2025-07-13,20:18:25:376,02779,----,
2025-07-13,20:18:25:490,02726,----,
2025-07-13,20:18:25:601,02728,----,
2025-07-13,20:18:25:703,02734,----,
2025-07-13,20:18:25:818,02734,----,
2025-07-13,20:18:25:930,02879,----,
2025-07-13,20:18:26:033,02918,----,
2025-07-13,20:18:26:144,03149,----,
2025-07-13,20:18:26:257,03149,----,
2025-07-13,20:18:26:361,05681,----,
2025-07-13,20:18:26:475,05680,----,
2025-07-13,20:18:26:578,05688,----,
2025-07-13,20:18:26:693,05693,----,
2025-07-13,20:18:26:804,05693,----,
2025-07-13,20:18:26:907,05766,----,
2025-07-13,20:18:27:020,05659,----,
2025-07-13,20:18:27:133,05433,----,
2025-07-13,20:18:27:236,02400,----,
2025-07-13,20:18:27:348,02400,----,
2025-07-13,20:18:27:461,02351,----,
2025-07-13,20:18:27:564,02307,----,
2025-07-13,20:18:27:675,02055,----,
2025-07-13,20:18:27:786,02055,----,
2025-07-13,20:18:27:898,02055,----,
2025-07-13,20:18:28:000,02055,----,
2025-07-13,20:18:28:114,02057,----,
2025-07-13,20:18:28:223,02058,----,
2025-07-13,20:18:28:333,02058,----,
2025-07-13,20:18:28:446,02106,----,
2025-07-13,20:18:28:549,02278,----,
2025-07-13,20:18:28:656,05487,----,
2025-07-13,20:18:28:767,05487,----,
2025-07-13,20:18:28:880,05441,----,
2025-07-13,20:18:28:992,05358,----,
2025-07-13,20:18:29:093,05135,----,
2025-07-13,20:18:29:206,05159,----,
2025-07-13,20:18:29:318,05159,----,
2025-07-13,20:18:29:420,05177,----,
2025-07-13,20:18:29:534,05030,----,
2025-07-13,20:18:29:648,05008,----,
2025-07-13,20:18:29:750,04974,----,
