DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,20:17:08:492,06201,----,
2025-07-13,20:17:08:596,06193,----,
2025-07-13,20:17:08:708,06162,----,
2025-07-13,20:17:08:813,06162,----,
2025-07-13,20:17:08:926,06163,----,
2025-07-13,20:17:09:039,06170,----,
2025-07-13,20:17:09:144,06179,----,
2025-07-13,20:17:09:251,06179,----,
2025-07-13,20:17:09:370,06219,----,
2025-07-13,20:17:09:472,06217,----,
2025-07-13,20:17:09:585,06218,----,
2025-07-13,20:17:09:688,06253,----,
2025-07-13,20:17:09:800,06253,----,
2025-07-13,20:17:09:914,06255,----,
2025-07-13,20:17:10:017,06260,----,
2025-07-13,20:17:10:130,06260,----,
2025-07-13,20:17:10:233,06267,----,
2025-07-13,20:17:10:343,06267,----,
2025-07-13,20:17:10:457,06270,----,
2025-07-13,20:17:10:569,06105,----,
2025-07-13,20:17:10:671,05705,----,
2025-07-13,20:17:10:785,05705,----,
2025-07-13,20:17:10:905,03554,----,
2025-07-13,20:17:11:001,04090,----,
2025-07-13,20:17:11:114,04421,----,
2025-07-13,20:17:11:217,03386,----,
2025-07-13,20:17:11:330,03386,----,
2025-07-13,20:17:11:444,03310,----,
2025-07-13,20:17:11:548,03204,----,
2025-07-13,20:17:11:661,02398,----,
2025-07-13,20:17:11:764,02398,----,
2025-07-13,20:17:11:881,02415,----,
2025-07-13,20:17:11:991,02440,----,
2025-07-13,20:17:12:094,02684,----,
2025-07-13,20:17:12:206,02701,----,
2025-07-13,20:17:12:319,02701,----,
2025-07-13,20:17:12:421,02733,----,
2025-07-13,20:17:12:538,02927,----,
2025-07-13,20:17:12:648,02925,----,
2025-07-13,20:17:12:748,02927,----,
2025-07-13,20:17:12:861,02927,----,
2025-07-13,20:17:12:972,03157,----,
2025-07-13,20:17:13:082,03157,----,
2025-07-13,20:17:13:195,03144,----,
2025-07-13,20:17:13:295,03144,----,
2025-07-13,20:17:13:407,03153,----,
2025-07-13,20:17:13:520,03400,----,
2025-07-13,20:17:13:631,03388,----,
2025-07-13,20:17:13:742,03354,----,
2025-07-13,20:17:13:842,03354,----,
2025-07-13,20:17:13:953,03028,----,
2025-07-13,20:17:14:066,03027,----,
2025-07-13,20:17:14:178,03018,----,
2025-07-13,20:17:14:279,03018,----,
2025-07-13,20:17:14:391,03117,----,
2025-07-13,20:17:14:502,02550,----,
2025-07-13,20:17:14:615,02516,----,
2025-07-13,20:17:14:718,02502,----,
2025-07-13,20:17:14:831,02502,----,
2025-07-13,20:17:14:944,03246,----,
2025-07-13,20:17:15:047,03240,----,
2025-07-13,20:17:15:160,03138,----,
2025-07-13,20:17:15:273,02202,----,
2025-07-13,20:17:15:376,02202,----,
2025-07-13,20:17:15:490,02203,----,
2025-07-13,20:17:15:602,02419,----,
2025-07-13,20:17:15:706,07228,----,
2025-07-13,20:17:15:819,07228,----,
2025-07-13,20:17:15:923,07271,----,
2025-07-13,20:17:16:036,07322,----,
2025-07-13,20:17:16:148,07973,----,
2025-07-13,20:17:16:251,07961,----,
2025-07-13,20:17:16:364,07961,----,
2025-07-13,20:17:16:475,07932,----,
2025-07-13,20:17:16:578,07670,----,
2025-07-13,20:17:16:690,07659,----,
2025-07-13,20:17:16:804,07659,----,
2025-07-13,20:17:16:906,07636,----,
2025-07-13,20:17:17:020,07296,----,
2025-07-13,20:17:17:132,07294,----,
2025-07-13,20:17:17:234,07290,----,
2025-07-13,20:17:17:346,07290,----,
2025-07-13,20:17:17:459,07275,----,
2025-07-13,20:17:17:562,07009,----,
2025-07-13,20:17:17:675,07015,----,
2025-07-13,20:17:17:787,07030,----,
2025-07-13,20:17:17:891,07030,----,
2025-07-13,20:17:18:005,07033,----,
2025-07-13,20:17:18:117,07025,----,
2025-07-13,20:17:18:221,07006,----,
2025-07-13,20:17:18:334,07006,----,
2025-07-13,20:17:18:437,06881,----,
2025-07-13,20:17:18:551,06886,----,
2025-07-13,20:17:18:662,06914,----,
2025-07-13,20:17:18:766,05572,----,
2025-07-13,20:17:18:879,05572,----,
2025-07-13,20:17:18:983,05415,----,
2025-07-13,20:17:19:096,05126,----,
2025-07-13,20:17:19:211,02331,----,
2025-07-13,20:17:19:313,02339,----,
2025-07-13,20:17:19:420,02339,----,
2025-07-13,20:17:19:530,02351,----,
2025-07-13,20:17:19:644,02387,----,
2025-07-13,20:17:19:749,02377,----,
2025-07-13,20:17:19:859,02377,----,
2025-07-13,20:17:19:972,02365,----,
2025-07-13,20:17:20:086,02300,----,
2025-07-13,20:17:20:189,02306,----,
2025-07-13,20:17:20:303,02853,----,
2025-07-13,20:17:20:406,02853,----,
2025-07-13,20:17:20:520,06075,----,
2025-07-13,20:17:20:634,06035,----,
2025-07-13,20:17:20:736,05998,----,
2025-07-13,20:17:20:849,05998,----,
2025-07-13,20:17:20:953,05875,----,
2025-07-13,20:17:21:067,05888,----,
2025-07-13,20:17:21:180,05908,----,
2025-07-13,20:17:21:282,05758,----,
2025-07-13,20:17:21:394,05758,----,
2025-07-13,20:17:21:507,05778,----,
2025-07-13,20:17:21:610,05778,----,
2025-07-13,20:17:21:723,05781,----,
2025-07-13,20:17:21:826,05781,----,
2025-07-13,20:17:21:940,05768,----,
2025-07-13,20:17:22:053,05737,----,
