DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,17:34:16:535,05394,----,
2025-07-13,17:34:16:648,05394,----,
2025-07-13,17:34:16:750,05467,----,
2025-07-13,17:34:16:858,05469,----,
2025-07-13,17:34:16:975,05474,----,
2025-07-13,17:34:17:079,05535,----,
2025-07-13,17:34:17:191,05535,----,
2025-07-13,17:34:17:304,05537,----,
2025-07-13,17:34:17:405,05503,----,
2025-07-13,17:34:17:519,03054,----,
2025-07-13,17:34:17:633,03054,----,
2025-07-13,17:34:17:738,02973,----,
2025-07-13,17:34:17:852,02895,----,
2025-07-13,17:34:17:956,02325,----,
2025-07-13,17:34:18:071,02325,----,
2025-07-13,17:34:18:176,02325,----,
2025-07-13,17:34:18:287,02317,----,
2025-07-13,17:34:18:390,02311,----,
2025-07-13,17:34:18:504,02300,----,
2025-07-13,17:34:18:615,02300,----,
2025-07-13,17:34:18:718,02310,----,
2025-07-13,17:34:18:829,02329,----,
2025-07-13,17:34:18:943,02538,----,
2025-07-13,17:34:19:055,02542,----,
2025-07-13,17:34:19:157,02542,----,
2025-07-13,17:34:19:276,02549,----,
2025-07-13,17:34:19:374,02632,----,
2025-07-13,17:34:19:488,02635,----,
2025-07-13,17:34:19:602,02639,----,
2025-07-13,17:34:19:704,02639,----,
2025-07-13,17:34:19:821,02586,----,
2025-07-13,17:34:19:931,02547,----,
2025-07-13,17:34:20:032,02500,----,
2025-07-13,17:34:20:145,02500,----,
2025-07-13,17:34:20:297,02050,----,
2025-07-13,17:34:20:359,02055,----,
2025-07-13,17:34:20:495,02064,----,
2025-07-13,17:34:20:581,02103,----,
2025-07-13,17:34:20:693,02103,----,
2025-07-13,17:34:20:805,02103,----,
2025-07-13,17:34:20:910,02105,----,
2025-07-13,17:34:21:023,02112,----,
2025-07-13,17:34:21:123,02112,----,
2025-07-13,17:34:21:235,02264,----,
2025-07-13,17:34:21:353,02398,----,
2025-07-13,17:34:21:455,02598,----,
2025-07-13,17:34:21:567,03534,----,
2025-07-13,17:34:21:678,03534,----,
2025-07-13,17:34:21:780,03532,----,
2025-07-13,17:34:21:897,03547,----,
2025-07-13,17:34:22:007,03706,----,
2025-07-13,17:34:22:110,03709,----,
2025-07-13,17:34:22:222,03709,----,
2025-07-13,17:34:22:333,03701,----,
2025-07-13,17:34:22:445,03720,----,
2025-07-13,17:34:22:547,03714,----,
2025-07-13,17:34:22:660,03714,----,
2025-07-13,17:34:22:774,03711,----,
2025-07-13,17:34:22:876,03778,----,
2025-07-13,17:34:22:990,03774,----,
2025-07-13,17:34:23:092,03753,----,
2025-07-13,17:34:23:204,03753,----,
2025-07-13,17:34:23:318,03236,----,
2025-07-13,17:34:23:431,03149,----,
2025-07-13,17:34:23:533,03049,----,
2025-07-13,17:34:23:646,03049,----,
2025-07-13,17:34:23:749,02409,----,
2025-07-13,17:34:23:863,02435,----,
2025-07-13,17:34:23:975,02525,----,
2025-07-13,17:34:24:085,02332,----,
2025-07-13,17:34:24:189,02332,----,
2025-07-13,17:34:24:298,02328,----,
2025-07-13,17:34:24:411,02320,----,
2025-07-13,17:34:24:518,02319,----,
2025-07-13,17:34:24:638,02321,----,
2025-07-13,17:34:24:738,02321,----,
2025-07-13,17:34:24:854,02559,----,
2025-07-13,17:34:24:961,04374,----,
2025-07-13,17:34:25:070,04259,----,
2025-07-13,17:34:25:172,04259,----,
2025-07-13,17:34:25:282,04151,----,
2025-07-13,17:34:25:405,03386,----,
2025-07-13,17:34:25:501,03391,----,
2025-07-13,17:34:25:613,03402,----,
2025-07-13,17:34:25:732,03402,----,
2025-07-13,17:34:25:829,03581,----,
2025-07-13,17:34:25:947,03585,----,
2025-07-13,17:34:26:046,03592,----,
2025-07-13,17:34:26:161,03592,----,
2025-07-13,17:34:26:277,03693,----,
2025-07-13,17:34:26:377,03694,----,
2025-07-13,17:34:26:490,03695,----,
2025-07-13,17:34:26:602,03697,----,
2025-07-13,17:34:26:710,03697,----,
2025-07-13,17:34:26:820,03702,----,
2025-07-13,17:34:26:921,03748,----,
2025-07-13,17:34:27:035,03689,----,
2025-07-13,17:34:27:146,03545,----,
2025-07-13,17:34:27:257,03545,----,
2025-07-13,17:34:27:364,02246,----,
2025-07-13,17:34:27:472,02254,----,
2025-07-13,17:34:27:582,02269,----,
2025-07-13,17:34:27:689,02269,----,
2025-07-13,17:34:27:811,02466,----,
2025-07-13,17:34:27:920,02470,----,
2025-07-13,17:34:28:021,02471,----,
2025-07-13,17:34:28:126,02473,----,
2025-07-13,17:34:28:239,02473,----,
2025-07-13,17:34:28:357,02482,----,
2025-07-13,17:34:28:466,03450,----,
2025-07-13,17:34:28:577,03422,----,
2025-07-13,17:34:28:673,03413,----,
2025-07-13,17:34:28:786,03413,----,
2025-07-13,17:34:28:896,03474,----,
2025-07-13,17:34:29:014,03489,----,
2025-07-13,17:34:29:128,03508,----,
2025-07-13,17:34:29:237,03719,----,
2025-07-13,17:34:29:351,03719,----,
2025-07-13,17:34:29:453,03724,----,
2025-07-13,17:34:29:563,03734,----,
2025-07-13,17:34:29:684,03863,----,
2025-07-13,17:34:29:785,03868,----,
2025-07-13,17:34:29:899,03868,----,
2025-07-13,17:34:30:001,03876,----,
2025-07-13,17:34:30:110,03981,----,
