DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,17:39:20:631,06909,----,
2025-07-13,17:39:20:738,06918,----,
2025-07-13,17:39:20:853,06918,----,
2025-07-13,17:39:20:955,06933,----,
2025-07-13,17:39:21:068,07008,----,
2025-07-13,17:39:21:174,07011,----,
2025-07-13,17:39:21:286,07014,----,
2025-07-13,17:39:21:398,07014,----,
2025-07-13,17:39:21:501,06960,----,
2025-07-13,17:39:21:616,06946,----,
2025-07-13,17:39:21:718,06951,----,
2025-07-13,17:39:21:832,06951,----,
2025-07-13,17:39:21:946,06993,----,
2025-07-13,17:39:22:049,06997,----,
2025-07-13,17:39:22:162,06997,----,
2025-07-13,17:39:22:267,06982,----,
2025-07-13,17:39:22:380,06982,----,
2025-07-13,17:39:22:483,06985,----,
2025-07-13,17:39:22:595,07009,----,
2025-07-13,17:39:22:710,07023,----,
2025-07-13,17:39:22:813,06779,----,
2025-07-13,17:39:22:927,06779,----,
2025-07-13,17:39:23:039,02848,----,
2025-07-13,17:39:23:143,02840,----,
2025-07-13,17:39:23:255,02835,----,
2025-07-13,17:39:23:359,02835,----,
2025-07-13,17:39:23:472,02811,----,
2025-07-13,17:39:23:584,02812,----,
2025-07-13,17:39:23:688,02815,----,
2025-07-13,17:39:23:800,02849,----,
2025-07-13,17:39:23:912,02849,----,
2025-07-13,17:39:24:024,02842,----,
2025-07-13,17:39:24:128,02826,----,
2025-07-13,17:39:24:241,02689,----,
2025-07-13,17:39:24:343,02693,----,
2025-07-13,17:39:24:453,02693,----,
2025-07-13,17:39:24:565,02704,----,
2025-07-13,17:39:24:679,02847,----,
2025-07-13,17:39:24:782,02850,----,
2025-07-13,17:39:24:896,02850,----,
2025-07-13,17:39:25:007,02855,----,
2025-07-13,17:39:25:113,02910,----,
2025-07-13,17:39:25:230,02909,----,
2025-07-13,17:39:25:347,02906,----,
2025-07-13,17:39:25:440,02906,----,
2025-07-13,17:39:25:568,02893,----,
2025-07-13,17:39:25:658,02891,----,
2025-07-13,17:39:25:769,02845,----,
2025-07-13,17:39:25:882,02845,----,
2025-07-13,17:39:25:988,02248,----,
2025-07-13,17:39:26:099,02249,----,
2025-07-13,17:39:26:203,02253,----,
2025-07-13,17:39:26:314,02258,----,
2025-07-13,17:39:26:427,02258,----,
2025-07-13,17:39:26:538,02897,----,
2025-07-13,17:39:26:640,02864,----,
2025-07-13,17:39:26:752,02824,----,
2025-07-13,17:39:26:867,02824,----,
2025-07-13,17:39:26:971,04762,----,
2025-07-13,17:39:27:084,04795,----,
2025-07-13,17:39:27:195,04828,----,
2025-07-13,17:39:27:296,05109,----,
2025-07-13,17:39:27:407,05109,----,
2025-07-13,17:39:27:520,05122,----,
2025-07-13,17:39:27:624,05134,----,
2025-07-13,17:39:27:736,05309,----,
2025-07-13,17:39:27:848,05315,----,
2025-07-13,17:39:27:960,05315,----,
2025-07-13,17:39:28:063,05318,----,
2025-07-13,17:39:28:176,05114,----,
2025-07-13,17:39:28:279,05097,----,
2025-07-13,17:39:28:393,05097,----,
2025-07-13,17:39:28:500,05062,----,
2025-07-13,17:39:28:613,04827,----,
2025-07-13,17:39:28:726,04817,----,
2025-07-13,17:39:28:827,04775,----,
2025-07-13,17:39:28:936,04775,----,
2025-07-13,17:39:29:050,04159,----,
2025-07-13,17:39:29:162,04150,----,
2025-07-13,17:39:29:272,04139,----,
2025-07-13,17:39:29:386,03354,----,
2025-07-13,17:39:29:497,03354,----,
2025-07-13,17:39:29:603,03257,----,
2025-07-13,17:39:29:703,03193,----,
2025-07-13,17:39:29:813,03553,----,
2025-07-13,17:39:29:923,03553,----,
2025-07-13,17:39:30:035,03538,----,
2025-07-13,17:39:30:149,03539,----,
2025-07-13,17:39:30:264,02721,----,
2025-07-13,17:39:30:361,03030,----,
2025-07-13,17:39:30:477,03030,----,
2025-07-13,17:39:30:581,03369,----,
2025-07-13,17:39:30:692,03591,----,
2025-07-13,17:39:30:796,03603,----,
2025-07-13,17:39:30:909,03603,----,
2025-07-13,17:39:31:018,03611,----,
2025-07-13,17:39:31:133,03631,----,
2025-07-13,17:39:31:233,03624,----,
2025-07-13,17:39:31:347,03621,----,
2025-07-13,17:39:31:459,03621,----,
2025-07-13,17:39:31:562,03635,----,
2025-07-13,17:39:31:675,03638,----,
2025-07-13,17:39:31:788,03636,----,
2025-07-13,17:39:31:893,03622,----,
2025-07-13,17:39:32:008,03622,----,
2025-07-13,17:39:32:110,03625,----,
2025-07-13,17:39:32:223,03628,----,
2025-07-13,17:39:32:328,03686,----,
2025-07-13,17:39:32:447,03686,----,
2025-07-13,17:39:32:548,03688,----,
2025-07-13,17:39:32:663,03689,----,
2025-07-13,17:39:32:768,03689,----,
2025-07-13,17:39:32:886,03571,----,
2025-07-13,17:39:32:995,03571,----,
2025-07-13,17:39:33:103,03444,----,
2025-07-13,17:39:33:209,04294,----,
2025-07-13,17:39:33:328,04300,----,
2025-07-13,17:39:33:448,04189,----,
2025-07-13,17:39:33:547,04189,----,
2025-07-13,17:39:33:663,02465,----,
2025-07-13,17:39:33:772,02466,----,
2025-07-13,17:39:33:884,02478,----,
2025-07-13,17:39:33:990,02845,----,
2025-07-13,17:39:34:095,02845,----,
2025-07-13,17:39:34:214,02857,----,
