DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-13,17:53:22:308,09260,----,
2025-07-13,17:53:22:412,09260,----,
2025-07-13,17:53:22:514,09267,----,
2025-07-13,17:53:22:628,09277,----,
2025-07-13,17:53:22:743,09353,----,
2025-07-13,17:53:22:844,09353,----,
2025-07-13,17:53:22:958,09352,----,
2025-07-13,17:53:23:063,09362,----,
2025-07-13,17:53:23:175,09366,----,
2025-07-13,17:53:23:288,09366,----,
2025-07-13,17:53:23:392,09367,----,
2025-07-13,17:53:23:504,09367,----,
2025-07-13,17:53:23:608,09366,----,
2025-07-13,17:53:23:723,09363,----,
2025-07-13,17:53:23:836,09363,----,
2025-07-13,17:53:23:945,09327,----,
2025-07-13,17:53:24:045,08590,----,
2025-07-13,17:53:24:159,08584,----,
2025-07-13,17:53:24:273,08586,----,
2025-07-13,17:53:24:376,08586,----,
2025-07-13,17:53:24:490,08702,----,
2025-07-13,17:53:24:593,08701,----,
2025-07-13,17:53:24:707,08710,----,
2025-07-13,17:53:24:822,08710,----,
2025-07-13,17:53:24:924,08710,----,
2025-07-13,17:53:25:037,08725,----,
2025-07-13,17:53:25:141,08733,----,
2025-07-13,17:53:25:254,08735,----,
2025-07-13,17:53:25:367,08735,----,
2025-07-13,17:53:25:470,08545,----,
2025-07-13,17:53:25:583,07898,----,
2025-07-13,17:53:25:694,01740,----,
2025-07-13,17:53:25:797,01740,----,
2025-07-13,17:53:25:910,01740,----,
2025-07-13,17:53:26:024,01740,----,
2025-07-13,17:53:26:127,01740,----,
2025-07-13,17:53:26:240,01739,----,
2025-07-13,17:53:26:350,01739,----,
2025-07-13,17:53:26:458,01739,----,
2025-07-13,17:53:26:567,01740,----,
2025-07-13,17:53:26:675,01746,----,
2025-07-13,17:53:26:783,03808,----,
2025-07-13,17:53:26:904,03808,----,
2025-07-13,17:53:27:021,03752,----,
2025-07-13,17:53:27:135,03778,----,
2025-07-13,17:53:27:239,04124,----,
2025-07-13,17:53:27:352,04111,----,
2025-07-13,17:53:27:457,04111,----,
2025-07-13,17:53:27:568,03715,----,
2025-07-13,17:53:27:670,00075,----,
2025-07-13,17:53:27:786,00068,----,
2025-07-13,17:53:27:898,00068,----,
2025-07-13,17:53:28:001,00060,----,
2025-07-13,17:53:28:116,00000,----,
2025-07-13,17:53:28:218,00000,----,
2025-07-13,17:53:28:333,00000,----,
2025-07-13,17:53:28:436,00000,----,
2025-07-13,17:53:28:548,00000,----,
2025-07-13,17:53:28:663,00000,----,
2025-07-13,17:53:28:765,00000,----,
2025-07-13,17:53:28:879,00000,----,
2025-07-13,17:53:28:992,00000,----,
2025-07-13,17:53:29:095,00000,----,
2025-07-13,17:53:29:209,00025,----,
2025-07-13,17:53:29:312,00344,----,
2025-07-13,17:53:29:426,00344,----,
2025-07-13,17:53:29:539,05878,----,
2025-07-13,17:53:29:642,05978,----,
2025-07-13,17:53:29:755,06075,----,
2025-07-13,17:53:29:858,05784,----,
2025-07-13,17:53:29:972,05784,----,
2025-07-13,17:53:30:086,05776,----,
2025-07-13,17:53:30:191,05770,----,
2025-07-13,17:53:30:304,06229,----,
2025-07-13,17:53:30:408,06229,----,
2025-07-13,17:53:30:523,06205,----,
2025-07-13,17:53:30:625,06214,----,
2025-07-13,17:53:30:739,06519,----,
2025-07-13,17:53:30:842,06550,----,
2025-07-13,17:53:30:957,06550,----,
2025-07-13,17:53:31:061,06576,----,
2025-07-13,17:53:31:174,06831,----,
2025-07-13,17:53:31:286,06842,----,
2025-07-13,17:53:31:391,06853,----,
2025-07-13,17:53:31:501,06853,----,
2025-07-13,17:53:31:618,07119,----,
2025-07-13,17:53:31:722,07120,----,
2025-07-13,17:53:31:838,07125,----,
2025-07-13,17:53:31:940,06647,----,
2025-07-13,17:53:32:055,06647,----,
2025-07-13,17:53:32:163,01534,----,
2025-07-13,17:53:32:277,01529,----,
2025-07-13,17:53:32:383,01528,----,
2025-07-13,17:53:32:484,01528,----,
2025-07-13,17:53:32:601,01532,----,
2025-07-13,17:53:32:711,01546,----,
2025-07-13,17:53:32:813,01708,----,
2025-07-13,17:53:32:925,01708,----,
2025-07-13,17:53:33:040,01710,----,
2025-07-13,17:53:33:141,01717,----,
2025-07-13,17:53:33:255,01785,----,
2025-07-13,17:53:33:364,01861,----,
2025-07-13,17:53:33:467,01861,----,
2025-07-13,17:53:33:579,02011,----,
2025-07-13,17:53:33:693,03763,----,
2025-07-13,17:53:33:795,03797,----,
2025-07-13,17:53:33:912,03797,----,
2025-07-13,17:53:34:022,03855,----,
2025-07-13,17:53:34:129,04530,----,
2025-07-13,17:53:34:242,04547,----,
2025-07-13,17:53:34:343,04516,----,
2025-07-13,17:53:34:455,04516,----,
2025-07-13,17:53:34:568,03748,----,
2025-07-13,17:53:34:670,03759,----,
2025-07-13,17:53:34:787,03787,----,
2025-07-13,17:53:34:900,04187,----,
2025-07-13,17:53:35:002,04187,----,
2025-07-13,17:53:35:116,04199,----,
2025-07-13,17:53:35:219,04224,----,
2025-07-13,17:53:35:331,04545,----,
2025-07-13,17:53:35:445,04545,----,
2025-07-13,17:53:35:548,04555,----,
2025-07-13,17:53:35:662,04559,----,
2025-07-13,17:53:35:766,02062,----,
2025-07-13,17:53:35:879,02048,----,
