DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-29,13:48:54:862,03432,----,
2025-07-29,13:48:54:971,03480,----,
2025-07-29,13:48:55:078,03508,----,
2025-07-29,13:48:55:186,02728,----,
2025-07-29,13:48:55:294,02779,----,
2025-07-29,13:48:55:404,02803,----,
2025-07-29,13:48:55:512,02860,----,
2025-07-29,13:48:55:621,02860,----,
2025-07-29,13:48:55:730,02885,----,
2025-07-29,13:48:55:840,02885,----,
2025-07-29,13:48:55:949,02856,----,
2025-07-29,13:48:56:059,02855,----,
2025-07-29,13:48:56:169,02887,----,
2025-07-29,13:48:56:277,02915,----,
2025-07-29,13:48:56:387,02929,----,
2025-07-29,13:48:56:496,02929,----,
2025-07-29,13:48:56:605,02945,----,
2025-07-29,13:48:56:714,02959,----,
2025-07-29,13:48:56:824,02959,----,
2025-07-29,13:48:56:930,02972,----,
2025-07-29,13:48:57:039,02984,----,
2025-07-29,13:48:57:148,02984,----,
2025-07-29,13:48:57:256,03000,----,
2025-07-29,13:48:57:365,03001,----,
2025-07-29,13:48:57:475,03019,----,
2025-07-29,13:48:57:584,03019,----,
2025-07-29,13:48:57:705,03020,----,
2025-07-29,13:48:57:815,03037,----,
2025-07-29,13:48:57:924,03037,----,
2025-07-29,13:48:58:033,03037,----,
2025-07-29,13:48:58:142,03038,----,
2025-07-29,13:48:58:251,03054,----,
2025-07-29,13:48:58:359,03054,----,
2025-07-29,13:48:58:470,03068,----,
2025-07-29,13:48:58:579,03068,----,
2025-07-29,13:48:58:687,03083,----,
2025-07-29,13:48:58:794,03084,----,
2025-07-29,13:48:58:903,03084,----,
2025-07-29,13:48:59:011,03102,----,
2025-07-29,13:48:59:119,03101,----,
2025-07-29,13:48:59:228,03101,----,
2025-07-29,13:48:59:338,03101,----,
2025-07-29,13:48:59:448,03064,----,
2025-07-29,13:48:59:558,02762,----,
2025-07-29,13:48:59:666,02616,----,
2025-07-29,13:48:59:774,02686,----,
2025-07-29,13:48:59:884,02639,----,
2025-07-29,13:48:59:995,02427,----,
2025-07-29,13:49:00:103,02324,----,
2025-07-29,13:49:00:214,02271,----,
2025-07-29,13:49:00:321,02209,----,
2025-07-29,13:49:00:430,02181,----,
2025-07-29,13:49:00:538,02100,----,
2025-07-29,13:49:00:661,01987,----,
2025-07-29,13:49:00:770,01965,----,
2025-07-29,13:49:00:878,01881,----,
2025-07-29,13:49:00:987,01720,----,
2025-07-29,13:49:01:097,01562,----,
2025-07-29,13:49:01:204,01469,----,
2025-07-29,13:49:01:314,01398,----,
2025-07-29,13:49:01:422,01369,----,
2025-07-29,13:49:01:532,01345,----,
2025-07-29,13:49:01:641,01329,----,
2025-07-29,13:49:01:750,01309,----,
2025-07-29,13:49:01:859,01290,----,
2025-07-29,13:49:01:968,01252,----,
2025-07-29,13:49:02:078,01234,----,
2025-07-29,13:49:02:187,01214,----,
2025-07-29,13:49:02:295,01199,----,
2025-07-29,13:49:02:404,01197,----,
2025-07-29,13:49:02:514,01218,----,
2025-07-29,13:49:02:622,01232,----,
2025-07-29,13:49:02:731,01220,----,
2025-07-29,13:49:02:840,01342,----,
2025-07-29,13:49:02:948,01669,----,
2025-07-29,13:49:03:057,01809,----,
2025-07-29,13:49:03:165,01905,----,
2025-07-29,13:49:03:275,01944,----,
2025-07-29,13:49:03:382,02032,----,
2025-07-29,13:49:03:491,02099,----,
2025-07-29,13:49:03:599,02130,----,
2025-07-29,13:49:03:709,02182,----,
2025-07-29,13:49:03:833,01601,----,
2025-07-29,13:49:03:942,01576,----,
2025-07-29,13:49:04:050,01539,----,
2025-07-29,13:49:04:159,01528,----,
2025-07-29,13:49:04:266,01497,----,
2025-07-29,13:49:04:376,01458,----,
2025-07-29,13:49:04:483,01701,----,
2025-07-29,13:49:04:592,01853,----,
2025-07-29,13:49:04:699,01484,----,
2025-07-29,13:49:04:808,01451,----,
2025-07-29,13:49:04:917,01396,----,
2025-07-29,13:49:05:025,01374,----,
2025-07-29,13:49:05:133,01587,----,
2025-07-29,13:49:05:246,01751,----,
2025-07-29,13:49:05:354,01790,----,
2025-07-29,13:49:05:462,01545,----,
2025-07-29,13:49:05:571,01494,----,
2025-07-29,13:49:05:680,01493,----,
2025-07-29,13:49:05:788,01467,----,
2025-07-29,13:49:05:896,01418,----,
2025-07-29,13:49:06:018,01395,----,
2025-07-29,13:49:06:128,01641,----,
2025-07-29,13:49:06:235,01777,----,
2025-07-29,13:49:06:344,01870,----,
2025-07-29,13:49:06:454,01909,----,
2025-07-29,13:49:06:562,01975,----,
2025-07-29,13:49:06:671,01799,----,
2025-07-29,13:49:06:778,01492,----,
2025-07-29,13:49:06:885,01428,----,
2025-07-29,13:49:06:995,01409,----,
2025-07-29,13:49:07:104,01409,----,
2025-07-29,13:49:07:213,01679,----,
2025-07-29,13:49:07:322,01846,----,
2025-07-29,13:49:07:430,01933,----,
2025-07-29,13:49:07:538,01968,----,
2025-07-29,13:49:07:646,01528,----,
2025-07-29,13:49:07:769,01455,----,
2025-07-29,13:49:07:879,01415,----,
2025-07-29,13:49:07:988,01413,----,
2025-07-29,13:49:08:096,01663,----,
2025-07-29,13:49:08:203,01808,----,
2025-07-29,13:49:08:312,01721,----,
2025-07-29,13:49:08:419,01598,----,
