DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,21:46:17:563,06916,----,
2025-06-24,21:46:17:664,06945,----,
2025-06-24,21:46:17:774,06972,----,
2025-06-24,21:46:17:886,07000,----,
2025-06-24,21:46:17:988,07005,----,
2025-06-24,21:46:18:101,07030,----,
2025-06-24,21:46:18:213,07040,----,
2025-06-24,21:46:18:314,07018,----,
2025-06-24,21:46:18:426,06665,----,
2025-06-24,21:46:18:536,05586,----,
2025-06-24,21:46:18:650,04990,----,
2025-06-24,21:46:18:751,04936,----,
2025-06-24,21:46:18:869,04952,----,
2025-06-24,21:46:18:970,04741,----,
2025-06-24,21:46:19:084,02681,----,
2025-06-24,21:46:19:194,02049,----,
2025-06-24,21:46:19:309,01982,----,
2025-06-24,21:46:19:408,01838,----,
2025-06-24,21:46:19:521,01806,----,
2025-06-24,21:46:19:633,01805,----,
2025-06-24,21:46:19:742,01804,----,
2025-06-24,21:46:19:844,01816,----,
2025-06-24,21:46:19:956,01819,----,
2025-06-24,21:46:20:070,01795,----,
2025-06-24,21:46:20:183,01774,----,
2025-06-24,21:46:20:281,01775,----,
2025-06-24,21:46:20:394,01782,----,
2025-06-24,21:46:20:504,01762,----,
2025-06-24,21:46:20:616,01736,----,
2025-06-24,21:46:20:719,01743,----,
2025-06-24,21:46:20:830,01844,----,
2025-06-24,21:46:20:945,03142,----,
2025-06-24,21:46:21:058,03932,----,
2025-06-24,21:46:21:166,04333,----,
2025-06-24,21:46:21:270,04562,----,
2025-06-24,21:46:21:382,04755,----,
2025-06-24,21:46:21:494,04938,----,
2025-06-24,21:46:21:604,05095,----,
2025-06-24,21:46:21:705,05219,----,
2025-06-24,21:46:21:819,05289,----,
2025-06-24,21:46:21:941,05401,----,
2025-06-24,21:46:22:054,04955,----,
2025-06-24,21:46:22:167,04517,----,
2025-06-24,21:46:22:269,04499,----,
2025-06-24,21:46:22:381,03187,----,
2025-06-24,21:46:22:495,02081,----,
2025-06-24,21:46:22:597,01852,----,
2025-06-24,21:46:22:707,01808,----,
2025-06-24,21:46:22:823,01808,----,
2025-06-24,21:46:22:932,01820,----,
2025-06-24,21:46:23:034,01799,----,
2025-06-24,21:46:23:146,01786,----,
2025-06-24,21:46:23:260,01779,----,
2025-06-24,21:46:23:363,01786,----,
2025-06-24,21:46:23:478,01792,----,
2025-06-24,21:46:23:578,01772,----,
2025-06-24,21:46:23:691,01762,----,
2025-06-24,21:46:23:802,01769,----,
2025-06-24,21:46:23:915,01795,----,
2025-06-24,21:46:24:024,01802,----,
2025-06-24,21:46:24:137,01818,----,
2025-06-24,21:46:24:238,02783,----,
2025-06-24,21:46:24:348,03561,----,
2025-06-24,21:46:24:461,04024,----,
2025-06-24,21:46:24:563,04318,----,
2025-06-24,21:46:24:675,04526,----,
2025-06-24,21:46:24:786,04717,----,
2025-06-24,21:46:24:899,04860,----,
2025-06-24,21:46:25:011,05026,----,
2025-06-24,21:46:25:114,05144,----,
2025-06-24,21:46:25:225,05262,----,
2025-06-24,21:46:25:336,05392,----,
2025-06-24,21:46:25:441,05233,----,
2025-06-24,21:46:25:554,04339,----,
2025-06-24,21:46:25:665,04323,----,
2025-06-24,21:46:25:766,02634,----,
2025-06-24,21:46:25:877,02057,----,
2025-06-24,21:46:25:990,01896,----,
2025-06-24,21:46:26:101,01805,----,
2025-06-24,21:46:26:206,01803,----,
2025-06-24,21:46:26:322,01797,----,
2025-06-24,21:46:26:426,01804,----,
2025-06-24,21:46:26:541,01801,----,
2025-06-24,21:46:26:650,01750,----,
2025-06-24,21:46:26:750,01724,----,
2025-06-24,21:46:26:862,01712,----,
2025-06-24,21:46:26:974,01697,----,
2025-06-24,21:46:27:086,01684,----,
2025-06-24,21:46:27:197,01681,----,
2025-06-24,21:46:27:304,01687,----,
2025-06-24,21:46:27:414,01699,----,
2025-06-24,21:46:27:525,01701,----,
2025-06-24,21:46:27:627,01721,----,
2025-06-24,21:46:27:740,01999,----,
2025-06-24,21:46:27:851,03401,----,
2025-06-24,21:46:27:959,03847,----,
2025-06-24,21:46:28:065,04134,----,
2025-06-24,21:46:28:175,04353,----,
2025-06-24,21:46:28:285,04521,----,
2025-06-24,21:46:28:399,04616,----,
2025-06-24,21:46:28:501,04771,----,
2025-06-24,21:46:28:615,04875,----,
2025-06-24,21:46:28:725,05015,----,
2025-06-24,21:46:28:834,05098,----,
2025-06-24,21:46:28:951,05076,----,
2025-06-24,21:46:29:056,04457,----,
2025-06-24,21:46:29:167,04346,----,
2025-06-24,21:46:29:266,04432,----,
2025-06-24,21:46:29:379,04448,----,
2025-06-24,21:46:29:492,02590,----,
2025-06-24,21:46:29:606,02026,----,
2025-06-24,21:46:29:706,01806,----,
2025-06-24,21:46:29:818,01794,----,
2025-06-24,21:46:29:933,01794,----,
2025-06-24,21:46:30:035,01794,----,
2025-06-24,21:46:30:149,01763,----,
2025-06-24,21:46:30:260,01735,----,
2025-06-24,21:46:30:363,01729,----,
2025-06-24,21:46:30:476,01727,----,
2025-06-24,21:46:30:589,01707,----,
2025-06-24,21:46:30:688,01701,----,
2025-06-24,21:46:30:800,01710,----,
2025-06-24,21:46:30:915,01741,----,
2025-06-24,21:46:31:016,02325,----,
2025-06-24,21:46:31:130,03417,----,
