DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,21:47:40:755,01633,----,
2025-06-24,21:47:40:869,01614,----,
2025-06-24,21:47:40:971,01606,----,
2025-06-24,21:47:41:083,01618,----,
2025-06-24,21:47:41:198,01625,----,
2025-06-24,21:47:41:299,01631,----,
2025-06-24,21:47:41:415,01636,----,
2025-06-24,21:47:41:523,01909,----,
2025-06-24,21:47:41:632,02918,----,
2025-06-24,21:47:41:735,03377,----,
2025-06-24,21:47:41:846,03617,----,
2025-06-24,21:47:41:956,03826,----,
2025-06-24,21:47:42:071,03971,----,
2025-06-24,21:47:42:173,04126,----,
2025-06-24,21:47:42:289,04207,----,
2025-06-24,21:47:42:399,04335,----,
2025-06-24,21:47:42:509,04420,----,
2025-06-24,21:47:42:612,04491,----,
2025-06-24,21:47:42:725,04542,----,
2025-06-24,21:47:42:839,04488,----,
2025-06-24,21:47:42:940,04245,----,
2025-06-24,21:47:43:052,04136,----,
2025-06-24,21:47:43:168,04052,----,
2025-06-24,21:47:43:275,03282,----,
2025-06-24,21:47:43:378,02304,----,
2025-06-24,21:47:43:486,02030,----,
2025-06-24,21:47:43:605,01890,----,
2025-06-24,21:47:43:707,01753,----,
2025-06-24,21:47:43:822,01745,----,
2025-06-24,21:47:43:923,01738,----,
2025-06-24,21:47:44:037,01732,----,
2025-06-24,21:47:44:148,01732,----,
2025-06-24,21:47:44:253,01687,----,
2025-06-24,21:47:44:365,01680,----,
2025-06-24,21:47:44:478,01662,----,
2025-06-24,21:47:44:589,01641,----,
2025-06-24,21:47:44:698,01617,----,
2025-06-24,21:47:44:800,01611,----,
2025-06-24,21:47:44:912,01619,----,
2025-06-24,21:47:45:025,01630,----,
2025-06-24,21:47:45:127,01754,----,
2025-06-24,21:47:45:238,02626,----,
2025-06-24,21:47:45:353,03354,----,
2025-06-24,21:47:45:454,03584,----,
2025-06-24,21:47:45:567,03765,----,
2025-06-24,21:47:45:675,03943,----,
2025-06-24,21:47:45:791,04046,----,
2025-06-24,21:47:45:895,04189,----,
2025-06-24,21:47:46:001,04285,----,
2025-06-24,21:47:46:116,04384,----,
2025-06-24,21:47:46:225,04484,----,
2025-06-24,21:47:46:337,04519,----,
2025-06-24,21:47:46:445,04394,----,
2025-06-24,21:47:46:557,04110,----,
2025-06-24,21:47:46:658,04067,----,
2025-06-24,21:47:46:772,04086,----,
2025-06-24,21:47:46:886,04118,----,
2025-06-24,21:47:46:987,04165,----,
2025-06-24,21:47:47:098,03874,----,
2025-06-24,21:47:47:213,02153,----,
2025-06-24,21:47:47:317,01949,----,
2025-06-24,21:47:47:429,01807,----,
2025-06-24,21:47:47:550,01731,----,
2025-06-24,21:47:47:659,01730,----,
2025-06-24,21:47:47:777,01730,----,
2025-06-24,21:47:47:878,01730,----,
2025-06-24,21:47:47:989,01736,----,
2025-06-24,21:47:48:102,01736,----,
2025-06-24,21:47:48:213,01694,----,
2025-06-24,21:47:48:321,01667,----,
2025-06-24,21:47:48:433,01648,----,
2025-06-24,21:47:48:534,01611,----,
2025-06-24,21:47:48:644,01605,----,
2025-06-24,21:47:48:755,01618,----,
2025-06-24,21:47:48:866,01625,----,
2025-06-24,21:47:48:977,01921,----,
2025-06-24,21:47:49:081,02984,----,
2025-06-24,21:47:49:193,03465,----,
2025-06-24,21:47:49:303,03770,----,
2025-06-24,21:47:49:416,03959,----,
2025-06-24,21:47:49:517,04120,----,
2025-06-24,21:47:49:626,04216,----,
2025-06-24,21:47:49:739,04358,----,
2025-06-24,21:47:49:854,04434,----,
2025-06-24,21:47:49:955,04360,----,
2025-06-24,21:47:50:065,04109,----,
2025-06-24,21:47:50:177,04026,----,
2025-06-24,21:47:50:289,03999,----,
2025-06-24,21:47:50:391,02168,----,
2025-06-24,21:47:50:504,01964,----,
2025-06-24,21:47:50:616,01762,----,
2025-06-24,21:47:50:727,01725,----,
2025-06-24,21:47:50:829,01724,----,
2025-06-24,21:47:50:941,01723,----,
2025-06-24,21:47:51:063,01724,----,
2025-06-24,21:47:51:167,01707,----,
2025-06-24,21:47:51:269,01664,----,
2025-06-24,21:47:51:384,01644,----,
2025-06-24,21:47:51:486,01624,----,
2025-06-24,21:47:51:598,01610,----,
2025-06-24,21:47:51:709,01598,----,
2025-06-24,21:47:51:812,01599,----,
2025-06-24,21:47:51:928,01612,----,
2025-06-24,21:47:52:031,01624,----,
2025-06-24,21:47:52:144,01826,----,
2025-06-24,21:47:52:258,02929,----,
2025-06-24,21:47:52:370,03488,----,
2025-06-24,21:47:52:472,03743,----,
2025-06-24,21:47:52:583,03927,----,
2025-06-24,21:47:52:697,04090,----,
2025-06-24,21:47:52:799,04255,----,
2025-06-24,21:47:52:911,04397,----,
2025-06-24,21:47:53:018,04500,----,
2025-06-24,21:47:53:128,04554,----,
2025-06-24,21:47:53:241,04693,----,
2025-06-24,21:47:53:351,04802,----,
2025-06-24,21:47:53:463,04914,----,
2025-06-24,21:47:53:566,04970,----,
2025-06-24,21:47:53:680,05034,----,
2025-06-24,21:47:53:783,05095,----,
2025-06-24,21:47:53:897,05077,----,
2025-06-24,21:47:54:000,04695,----,
2025-06-24,21:47:54:111,04563,----,
2025-06-24,21:47:54:224,04428,----,
2025-06-24,21:47:54:337,02129,----,
