DeviceNo,,[23082300],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-06-24,21:39:27:163,07187,----,
2025-06-24,21:39:27:251,07202,----,
2025-06-24,21:39:27:363,07212,----,
2025-06-24,21:39:27:475,07223,----,
2025-06-24,21:39:27:584,07233,----,
2025-06-24,21:39:27:696,07239,----,
2025-06-24,21:39:27:807,07247,----,
2025-06-24,21:39:27:912,07257,----,
2025-06-24,21:39:28:017,07267,----,
2025-06-24,21:39:28:131,07274,----,
2025-06-24,21:39:28:244,07281,----,
2025-06-24,21:39:28:346,07290,----,
2025-06-24,21:39:28:459,07301,----,
2025-06-24,21:39:28:569,07306,----,
2025-06-24,21:39:28:682,07299,----,
2025-06-24,21:39:28:783,07276,----,
2025-06-24,21:39:28:894,07282,----,
2025-06-24,21:39:29:007,07310,----,
2025-06-24,21:39:29:118,07315,----,
2025-06-24,21:39:29:220,03487,----,
2025-06-24,21:39:29:333,02246,----,
2025-06-24,21:39:29:438,02136,----,
2025-06-24,21:39:29:557,02088,----,
2025-06-24,21:39:29:658,02028,----,
2025-06-24,21:39:29:771,02048,----,
2025-06-24,21:39:29:880,01984,----,
2025-06-24,21:39:29:993,01929,----,
2025-06-24,21:39:30:096,02028,----,
2025-06-24,21:39:30:212,02093,----,
2025-06-24,21:39:30:321,02094,----,
2025-06-24,21:39:30:422,02103,----,
2025-06-24,21:39:30:534,02121,----,
2025-06-24,21:39:30:644,02097,----,
2025-06-24,21:39:30:759,02051,----,
2025-06-24,21:39:30:869,01948,----,
2025-06-24,21:39:30:973,01853,----,
2025-06-24,21:39:31:085,01763,----,
2025-06-24,21:39:31:193,01699,----,
2025-06-24,21:39:31:304,01684,----,
2025-06-24,21:39:31:418,02688,----,
2025-06-24,21:39:31:519,03639,----,
2025-06-24,21:39:31:632,04025,----,
2025-06-24,21:39:31:744,04274,----,
2025-06-24,21:39:31:845,04452,----,
2025-06-24,21:39:31:957,04573,----,
2025-06-24,21:39:32:072,04684,----,
2025-06-24,21:39:32:174,04801,----,
2025-06-24,21:39:32:289,04892,----,
2025-06-24,21:39:32:401,04989,----,
2025-06-24,21:39:32:500,05067,----,
2025-06-24,21:39:32:612,05122,----,
2025-06-24,21:39:32:725,05200,----,
2025-06-24,21:39:32:829,05255,----,
2025-06-24,21:39:32:942,05295,----,
2025-06-24,21:39:33:053,05361,----,
2025-06-24,21:39:33:159,02998,----,
2025-06-24,21:39:33:271,02357,----,
2025-06-24,21:39:33:383,02190,----,
2025-06-24,21:39:33:495,02090,----,
2025-06-24,21:39:33:595,02049,----,
2025-06-24,21:39:33:711,02040,----,
2025-06-24,21:39:33:821,02069,----,
2025-06-24,21:39:33:923,02114,----,
2025-06-24,21:39:34:035,02155,----,
2025-06-24,21:39:34:147,02173,----,
2025-06-24,21:39:34:250,02118,----,
2025-06-24,21:39:34:362,02089,----,
2025-06-24,21:39:34:478,02049,----,
2025-06-24,21:39:34:580,02000,----,
2025-06-24,21:39:34:694,01958,----,
2025-06-24,21:39:34:802,01934,----,
2025-06-24,21:39:34:914,01827,----,
2025-06-24,21:39:35:026,01788,----,
2025-06-24,21:39:35:134,02690,----,
2025-06-24,21:39:35:236,03450,----,
2025-06-24,21:39:35:347,03711,----,
2025-06-24,21:39:35:461,03906,----,
2025-06-24,21:39:35:564,04048,----,
2025-06-24,21:39:35:685,04148,----,
2025-06-24,21:39:35:788,04267,----,
2025-06-24,21:39:35:899,04350,----,
2025-06-24,21:39:36:000,04417,----,
2025-06-24,21:39:36:114,04488,----,
2025-06-24,21:39:36:226,04556,----,
2025-06-24,21:39:36:329,04628,----,
2025-06-24,21:39:36:443,04678,----,
2025-06-24,21:39:36:553,04715,----,
2025-06-24,21:39:36:665,04773,----,
2025-06-24,21:39:36:767,04822,----,
2025-06-24,21:39:36:879,04875,----,
2025-06-24,21:39:36:995,04934,----,
2025-06-24,21:39:37:097,02537,----,
2025-06-24,21:39:37:210,02333,----,
2025-06-24,21:39:37:320,02203,----,
2025-06-24,21:39:37:430,02137,----,
2025-06-24,21:39:37:534,02108,----,
2025-06-24,21:39:37:646,02072,----,
2025-06-24,21:39:37:758,02041,----,
2025-06-24,21:39:37:870,02025,----,
2025-06-24,21:39:37:969,02038,----,
2025-06-24,21:39:38:083,02082,----,
2025-06-24,21:39:38:198,02101,----,
2025-06-24,21:39:38:301,02108,----,
2025-06-24,21:39:38:411,02109,----,
2025-06-24,21:39:38:525,02078,----,
2025-06-24,21:39:38:626,02063,----,
2025-06-24,21:39:38:746,02044,----,
2025-06-24,21:39:38:849,01966,----,
2025-06-24,21:39:38:961,01925,----,
2025-06-24,21:39:39:074,01799,----,
2025-06-24,21:39:39:175,01739,----,
2025-06-24,21:39:39:288,01738,----,
2025-06-24,21:39:39:403,02880,----,
2025-06-24,21:39:39:500,03417,----,
2025-06-24,21:39:39:614,03673,----,
2025-06-24,21:39:39:722,03866,----,
2025-06-24,21:39:39:837,03976,----,
2025-06-24,21:39:39:940,04094,----,
2025-06-24,21:39:40:052,04187,----,
2025-06-24,21:39:40:164,04282,----,
2025-06-24,21:39:40:267,04349,----,
2025-06-24,21:39:40:380,04424,----,
2025-06-24,21:39:40:495,04482,----,
2025-06-24,21:39:40:597,04551,----,
2025-06-24,21:39:40:709,04586,----,
