DeviceNo,,[25061405],[--------],
DeviceInfo,,[],[],
DeviceRange,,[20M¦¸],[--],
2025-07-28,21:31:10:499,03348,----,
2025-07-28,21:31:10:607,03361,----,
2025-07-28,21:31:10:717,03362,----,
2025-07-28,21:31:10:825,03362,----,
2025-07-28,21:31:10:934,03362,----,
2025-07-28,21:31:11:042,03362,----,
2025-07-28,21:31:11:151,03362,----,
2025-07-28,21:31:11:260,03362,----,
2025-07-28,21:31:11:370,03361,----,
2025-07-28,21:31:11:477,03340,----,
2025-07-28,21:31:11:588,03341,----,
2025-07-28,21:31:11:694,03356,----,
2025-07-28,21:31:11:803,03357,----,
2025-07-28,21:31:11:925,03358,----,
2025-07-28,21:31:12:034,03374,----,
2025-07-28,21:31:12:142,03374,----,
2025-07-28,21:31:12:250,03373,----,
2025-07-28,21:31:12:357,03374,----,
2025-07-28,21:31:12:464,01656,----,
2025-07-28,21:31:12:571,00630,----,
2025-07-28,21:31:12:681,00546,----,
2025-07-28,21:31:12:789,00515,----,
2025-07-28,21:31:12:895,00515,----,
2025-07-28,21:31:13:006,00529,----,
2025-07-28,21:31:13:114,00544,----,
2025-07-28,21:31:13:237,00544,----,
2025-07-28,21:31:13:347,00522,----,
2025-07-28,21:31:13:456,00505,----,
2025-07-28,21:31:13:564,00492,----,
2025-07-28,21:31:13:671,00492,----,
2025-07-28,21:31:13:778,00474,----,
2025-07-28,21:31:13:887,00445,----,
2025-07-28,21:31:13:998,00444,----,
2025-07-28,21:31:14:104,00390,----,
2025-07-28,21:31:14:214,00373,----,
2025-07-28,21:31:14:322,00372,----,
2025-07-28,21:31:14:427,00371,----,
2025-07-28,21:31:14:549,00371,----,
2025-07-28,21:31:14:646,00370,----,
2025-07-28,21:31:14:767,00356,----,
2025-07-28,21:31:14:876,00355,----,
2025-07-28,21:31:14:985,00355,----,
2025-07-28,21:31:15:093,00355,----,
2025-07-28,21:31:15:200,00355,----,
2025-07-28,21:31:15:308,00370,----,
2025-07-28,21:31:15:418,00370,----,
2025-07-28,21:31:15:521,00385,----,
2025-07-28,21:31:15:632,00399,----,
2025-07-28,21:31:15:740,00413,----,
2025-07-28,21:31:15:864,00433,----,
2025-07-28,21:31:15:971,00464,----,
2025-07-28,21:31:16:079,00515,----,
2025-07-28,21:31:16:189,00537,----,
2025-07-28,21:31:16:297,00579,----,
2025-07-28,21:31:16:405,00607,----,
2025-07-28,21:31:16:512,00638,----,
2025-07-28,21:31:16:621,00721,----,
2025-07-28,21:31:16:730,00769,----,
2025-07-28,21:31:16:837,00806,----,
2025-07-28,21:31:16:946,00706,----,
2025-07-28,21:31:17:054,00691,----,
2025-07-28,21:31:17:162,00734,----,
2025-07-28,21:31:17:285,00734,----,
2025-07-28,21:31:17:392,00819,----,
2025-07-28,21:31:17:500,00725,----,
2025-07-28,21:31:17:607,00758,----,
2025-07-28,21:31:17:715,00844,----,
2025-07-28,21:31:17:824,00874,----,
2025-07-28,21:31:17:932,00899,----,
2025-07-28,21:31:18:040,00967,----,
2025-07-28,21:31:18:146,00891,----,
2025-07-28,21:31:18:255,00891,----,
2025-07-28,21:31:18:378,00926,----,
2025-07-28,21:31:18:474,00978,----,
2025-07-28,21:31:18:595,00978,----,
2025-07-28,21:31:18:704,00926,----,
2025-07-28,21:31:18:812,00728,----,
2025-07-28,21:31:18:921,00532,----,
2025-07-28,21:31:19:031,00383,----,
2025-07-28,21:31:19:139,00442,----,
2025-07-28,21:31:19:248,00615,----,
2025-07-28,21:31:19:357,01171,----,
2025-07-28,21:31:19:465,01392,----,
2025-07-28,21:31:19:574,01512,----,
2025-07-28,21:31:19:683,01637,----,
2025-07-28,21:31:19:789,01687,----,
2025-07-28,21:31:19:898,01762,----,
2025-07-28,21:31:20:005,01861,----,
2025-07-28,21:31:20:114,01900,----,
2025-07-28,21:31:20:225,01958,----,
2025-07-28,21:31:20:350,01988,----,
2025-07-28,21:31:20:460,02041,----,
2025-07-28,21:31:20:582,02065,----,
2025-07-28,21:31:20:689,02090,----,
2025-07-28,21:31:20:799,02152,----,
2025-07-28,21:31:20:907,02180,----,
2025-07-28,21:31:21:016,02199,----,
2025-07-28,21:31:21:125,02224,----,
2025-07-28,21:31:21:233,02245,----,
2025-07-28,21:31:21:340,02276,----,
2025-07-28,21:31:21:449,02297,----,
2025-07-28,21:31:21:558,02317,----,
2025-07-28,21:31:21:667,02343,----,
2025-07-28,21:31:21:774,02381,----,
2025-07-28,21:31:21:883,02381,----,
2025-07-28,21:31:21:991,02411,----,
2025-07-28,21:31:22:099,01801,----,
2025-07-28,21:31:22:208,00774,----,
2025-07-28,21:31:22:332,00684,----,
2025-07-28,21:31:22:438,00595,----,
2025-07-28,21:31:22:540,00553,----,
2025-07-28,21:31:22:655,00530,----,
2025-07-28,21:31:22:764,00530,----,
2025-07-28,21:31:22:871,00515,----,
2025-07-28,21:31:22:979,00515,----,
2025-07-28,21:31:23:088,00500,----,
2025-07-28,21:31:23:197,00499,----,
2025-07-28,21:31:23:304,00483,----,
2025-07-28,21:31:23:413,00482,----,
2025-07-28,21:31:23:522,00469,----,
2025-07-28,21:31:23:645,00452,----,
2025-07-28,21:31:23:753,00435,----,
2025-07-28,21:31:23:861,00420,----,
2025-07-28,21:31:23:969,00408,----,
2025-07-28,21:31:24:076,00408,----,
