2025-07-28,21:25:06:008,00493,----,
2025-07-28,21:25:06:116,00492,----,
2025-07-28,21:25:06:224,00478,----,
2025-07-28,21:25:06:334,00477,----,
2025-07-28,21:25:06:457,00464,----,
2025-07-28,21:25:06:564,00464,----,
2025-07-28,21:25:06:673,00450,----,
2025-07-28,21:25:06:781,00450,----,
2025-07-28,21:25:06:890,00451,----,
2025-07-28,21:25:06:997,00462,----,
2025-07-28,21:25:07:105,00462,----,
2025-07-28,21:25:07:212,00463,----,
2025-07-28,21:25:07:323,00504,----,
2025-07-28,21:25:07:431,00504,----,
2025-07-28,21:25:07:541,00521,----,
2025-07-28,21:25:07:648,00521,----,
2025-07-28,21:25:07:770,00537,----,
2025-07-28,21:25:07:878,00556,----,
2025-07-28,21:25:07:985,00575,----,
2025-07-28,21:25:08:094,00575,----,
2025-07-28,21:25:08:202,00593,----,
2025-07-28,21:25:08:310,00608,----,
2025-07-28,21:25:08:418,00609,----,
2025-07-28,21:25:08:525,00648,----,
2025-07-28,21:25:08:632,00674,----,
2025-07-28,21:25:08:740,00702,----,
2025-07-28,21:25:08:864,00741,----,
2025-07-28,21:25:08:970,00740,----,
2025-07-28,21:25:09:081,00718,----,
2025-07-28,21:25:09:188,00750,----,
2025-07-28,21:25:09:295,00670,----,
2025-07-28,21:25:09:402,00438,----,
2025-07-28,21:25:09:511,00417,----,
2025-07-28,21:25:09:620,00447,----,
2025-07-28,21:25:09:727,00706,----,
2025-07-28,21:25:09:834,00976,----,
2025-07-28,21:25:09:957,01099,----,
2025-07-28,21:25:10:065,01199,----,
2025-07-28,21:25:10:161,01275,----,
2025-07-28,21:25:10:284,01348,----,
2025-07-28,21:25:10:393,01405,----,
2025-07-28,21:25:10:501,01428,----,
2025-07-28,21:25:10:610,01477,----,
2025-07-28,21:25:10:720,01495,----,
2025-07-28,21:25:10:828,01522,----,
2025-07-28,21:25:10:935,01550,----,
2025-07-28,21:25:11:044,01594,----,
2025-07-28,21:25:11:154,01616,----,
2025-07-28,21:25:11:262,01634,----,
2025-07-28,21:25:11:369,01670,----,
2025-07-28,21:25:11:476,01686,----,
2025-07-28,21:25:11:587,01708,----,
2025-07-28,21:25:11:693,01730,----,
2025-07-28,21:25:11:804,01731,----,
2025-07-28,21:25:11:925,01751,----,
2025-07-28,21:25:12:034,01772,----,
2025-07-28,21:25:12:142,01791,----,
2025-07-28,21:25:12:249,01812,----,
2025-07-28,21:25:12:358,01247,----,
2025-07-28,21:25:12:465,00886,----,
2025-07-28,21:25:12:572,00844,----,
2025-07-28,21:25:12:682,00826,----,
2025-07-28,21:25:12:791,00794,----,
2025-07-28,21:25:12:898,00771,----,
2025-07-28,21:25:13:006,00784,----,
2025-07-28,21:25:13:116,00784,----,
2025-07-28,21:25:13:225,00783,----,
2025-07-28,21:25:13:346,00783,----,
2025-07-28,21:25:13:454,00646,----,
2025-07-28,21:25:13:562,00509,----,
2025-07-28,21:25:13:671,00487,----,
2025-07-28,21:25:13:780,00469,----,
2025-07-28,21:25:13:889,00455,----,
2025-07-28,21:25:13:997,00454,----,
2025-07-28,21:25:14:105,00442,----,
2025-07-28,21:25:14:215,00427,----,
2025-07-28,21:25:14:322,00427,----,
2025-07-28,21:25:14:432,00428,----,
2025-07-28,21:25:14:538,00428,----,
2025-07-28,21:25:14:646,00428,----,
2025-07-28,21:25:14:756,00429,----,
2025-07-28,21:25:14:879,00429,----,
2025-07-28,21:25:14:974,00473,----,
2025-07-28,21:25:15:085,00495,----,
2025-07-28,21:25:15:193,00510,----,
2025-07-28,21:25:15:316,00530,----,
2025-07-28,21:25:15:426,00556,----,
2025-07-28,21:25:15:535,00578,----,
2025-07-28,21:25:15:631,00578,----,
2025-07-28,21:25:15:751,00578,----,
2025-07-28,21:25:15:860,00597,----,
2025-07-28,21:25:15:967,00617,----,
2025-07-28,21:25:16:074,00657,----,
2025-07-28,21:25:16:182,00684,----,
2025-07-28,21:25:16:289,00702,----,
2025-07-28,21:25:16:398,00557,----,
2025-07-28,21:25:16:507,00407,----,
2025-07-28,21:25:16:616,00426,----,
2025-07-28,21:25:16:723,00695,----,
2025-07-28,21:25:16:847,00907,----,
2025-07-28,21:25:16:955,01042,----,
2025-07-28,21:25:17:063,01148,----,
2025-07-28,21:25:17:171,01228,----,
2025-07-28,21:25:17:281,01308,----,
2025-07-28,21:25:17:387,01345,----,
2025-07-28,21:25:17:494,01422,----,
2025-07-28,21:25:17:603,01452,----,
2025-07-28,21:25:17:711,01505,----,
2025-07-28,21:25:17:820,01533,----,
2025-07-28,21:25:17:928,01580,----,
2025-07-28,21:25:18:051,01600,----,
2025-07-28,21:25:18:147,01622,----,
2025-07-28,21:25:18:267,01644,----,
2025-07-28,21:25:18:374,01689,----,
2025-07-28,21:25:18:482,01707,----,
2025-07-28,21:25:18:590,01726,----,
2025-07-28,21:25:18:699,01727,----,
2025-07-28,21:25:18:806,01760,----,
2025-07-28,21:25:18:912,01761,----,
2025-07-28,21:25:19:021,01804,----,
2025-07-28,21:25:19:131,01818,----,
2025-07-28,21:25:19:239,01834,----,
2025-07-28,21:25:19:350,01851,----,
2025-07-28,21:25:19:473,01869,----,
2025-07-28,21:25:19:579,01870,----,
2025-07-28,21:25:19:688,01889,----,
2025-07-28,21:25:19:798,01907,----,
2025-07-28,21:25:19:907,01927,----,
2025-07-28,21:25:20:015,01927,----,
2025-07-28,21:25:20:125,00799,----,
2025-07-28,21:25:20:233,00527,----,
2025-07-28,21:25:20:343,00496,----,
2025-07-28,21:25:20:452,00496,----,
2025-07-28,21:25:20:559,00482,----,
2025-07-28,21:25:20:665,00468,----,
2025-07-28,21:25:20:774,00468,----,
2025-07-28,21:25:20:883,00456,----,
2025-07-28,21:25:20:991,00456,----,
2025-07-28,21:25:21:099,00442,----,
2025-07-28,21:25:21:208,00441,----,
2025-07-28,21:25:21:330,00440,----,
2025-07-28,21:25:21:438,00440,----,
2025-07-28,21:25:21:546,00439,----,
2025-07-28,21:25:21:654,00439,----,
2025-07-28,21:25:21:764,00439,----,
2025-07-28,21:25:21:872,00439,----,
2025-07-28,21:25:21:980,00439,----,
2025-07-28,21:25:22:088,00439,----,
2025-07-28,21:25:22:195,00438,----,
2025-07-28,21:25:22:305,00437,----,
2025-07-28,21:25:22:413,00437,----,
2025-07-28,21:25:22:521,00437,----,
2025-07-28,21:25:22:644,00454,----,
2025-07-28,21:25:22:739,00472,----,
2025-07-28,21:25:22:861,00473,----,
2025-07-28,21:25:22:970,00484,----,
2025-07-28,21:25:23:078,00483,----,
2025-07-28,21:25:23:187,00483,----,
2025-07-28,21:25:23:295,00483,----,
2025-07-28,21:25:23:403,00495,----,
2025-07-28,21:25:23:510,00495,----,
2025-07-28,21:25:23:618,00496,----,
2025-07-28,21:25:23:725,00512,----,
2025-07-28,21:25:23:834,00528,----,
2025-07-28,21:25:23:955,00562,----,
2025-07-28,21:25:24:064,00563,----,
2025-07-28,21:25:24:173,00575,----,
2025-07-28,21:25:24:281,00576,----,
2025-07-28,21:25:24:389,00596,----,
2025-07-28,21:25:24:499,00618,----,
2025-07-28,21:25:24:606,00642,----,
2025-07-28,21:25:24:714,00667,----,
2025-07-28,21:25:24:823,00691,----,
2025-07-28,21:25:24:932,00640,----,
2025-07-28,21:25:25:040,00430,----,
2025-07-28,21:25:25:149,00402,----,
2025-07-28,21:25:25:258,00434,----,
2025-07-28,21:25:25:367,00713,----,
2025-07-28,21:25:25:473,00925,----,
2025-07-28,21:25:25:596,01066,----,
2025-07-28,21:25:25:695,01223,----,
2025-07-28,21:25:25:813,01269,----,
2025-07-28,21:25:25:920,01368,----,
2025-07-28,21:25:26:031,01439,----,
2025-07-28,21:25:26:139,01472,----,
2025-07-28,21:25:26:242,01533,----,
2025-07-28,21:25:26:354,01558,----,
2025-07-28,21:25:26:463,01615,----,
2025-07-28,21:25:26:571,01644,----,
2025-07-28,21:25:26:681,01686,----,
2025-07-28,21:25:26:789,01719,----,
2025-07-28,21:25:26:897,01719,----,
2025-07-28,21:25:27:005,01761,----,
2025-07-28,21:25:27:115,01784,----,
2025-07-28,21:25:27:224,01785,----,
2025-07-28,21:25:27:347,01828,----,
2025-07-28,21:25:27:457,01848,----,
2025-07-28,21:25:27:566,01875,----,
2025-07-28,21:25:27:675,01892,----,
2025-07-28,21:25:27:785,01165,----,
2025-07-28,21:25:27:893,00652,----,
2025-07-28,21:25:28:002,00621,----,
2025-07-28,21:25:28:111,00566,----,
2025-07-28,21:25:28:208,00536,----,
2025-07-28,21:25:28:327,00535,----,
2025-07-28,21:25:28:434,00524,----,
2025-07-28,21:25:28:542,00524,----,
2025-07-28,21:25:28:650,00512,----,
2025-07-28,21:25:28:755,00512,----,
2025-07-28,21:25:28:868,00511,----,
2025-07-28,21:25:28:976,00511,----,
2025-07-28,21:25:29:083,00497,----,
2025-07-28,21:25:29:206,00497,----,
2025-07-28,21:25:29:315,00484,----,
2025-07-28,21:25:29:424,00483,----,
2025-07-28,21:25:29:532,00483,----,
2025-07-28,21:25:29:640,00470,----,
2025-07-28,21:25:29:749,00470,----,
2025-07-28,21:25:29:859,00456,----,
2025-07-28,21:25:29:966,00456,----,
2025-07-28,21:25:30:076,00455,----,
2025-07-28,21:25:30:184,00455,----,
2025-07-28,21:25:30:293,00455,----,
2025-07-28,21:25:30:399,00454,----,
2025-07-28,21:25:30:508,00454,----,
2025-07-28,21:25:30:616,00454,----,
2025-07-28,21:25:30:725,00454,----,
2025-07-28,21:25:30:833,00454,----,
2025-07-28,21:25:30:956,00454,----,
2025-07-28,21:25:31:064,00454,----,
2025-07-28,21:25:31:171,00455,----,
2025-07-28,21:25:31:278,00469,----,
2025-07-28,21:25:31:390,00470,----,
2025-07-28,21:25:31:498,00484,----,
2025-07-28,21:25:31:608,00497,----,
2025-07-28,21:25:31:719,00498,----,
2025-07-28,21:25:31:826,00498,----,
2025-07-28,21:25:31:932,00497,----,
2025-07-28,21:25:32:041,00497,----,
2025-07-28,21:25:32:149,00496,----,
2025-07-28,21:25:32:257,00497,----,
2025-07-28,21:25:32:364,00511,----,
2025-07-28,21:25:32:489,00511,----,
2025-07-28,21:25:32:600,00522,----,
2025-07-28,21:25:32:721,00521,----,
2025-07-28,21:25:32:829,00511,----,
2025-07-28,21:25:32:938,00527,----,
2025-07-28,21:25:33:044,00544,----,
2025-07-28,21:25:33:153,00544,----,
2025-07-28,21:25:33:260,00560,----,
2025-07-28,21:25:33:369,00578,----,
2025-07-28,21:25:33:478,00594,----,
2025-07-28,21:25:33:588,00610,----,
2025-07-28,21:25:33:696,00622,----,
2025-07-28,21:25:33:805,00481,----,
2025-07-28,21:25:33:913,00419,----,
2025-07-28,21:25:34:022,00435,----,
2025-07-28,21:25:34:132,00667,----,
2025-07-28,21:25:34:243,00850,----,
2025-07-28,21:25:34:349,00992,----,
2025-07-28,21:25:34:459,01093,----,
2025-07-28,21:25:34:580,01183,----,
2025-07-28,21:25:34:688,01241,----,
2025-07-28,21:25:34:797,01300,----,
2025-07-28,21:25:34:905,01331,----,
2025-07-28,21:25:35:014,01362,----,
2025-07-28,21:25:35:122,01416,----,
2025-07-28,21:25:35:230,01457,----,
2025-07-28,21:25:35:338,01480,----,
2025-07-28,21:25:35:447,01503,----,
2025-07-28,21:25:35:557,01527,----,
2025-07-28,21:25:35:666,01550,----,
2025-07-28,21:25:35:773,01570,----,
2025-07-28,21:25:35:885,01592,----,
2025-07-28,21:25:35:993,01612,----,
2025-07-28,21:25:36:100,01631,----,
2025-07-28,21:25:36:208,01664,----,
2025-07-28,21:25:36:319,01678,----,
2025-07-28,21:25:36:439,01695,----,
2025-07-28,21:25:36:547,01715,----,
2025-07-28,21:25:36:654,01736,----,
2025-07-28,21:25:36:762,01753,----,
2025-07-28,21:25:36:869,01772,----,
2025-07-28,21:25:36:979,01787,----,
2025-07-28,21:25:37:086,01801,----,
2025-07-28,21:25:37:195,01802,----,
2025-07-28,21:25:37:302,01823,----,
2025-07-28,21:25:37:425,01824,----,
2025-07-28,21:25:37:534,01231,----,
2025-07-28,21:25:37:643,00838,----,
2025-07-28,21:25:37:750,00734,----,
2025-07-28,21:25:37:858,00587,----,
2025-07-28,21:25:37:965,00550,----,
2025-07-28,21:25:38:074,00534,----,
2025-07-28,21:25:38:184,00534,----,
2025-07-28,21:25:38:292,00533,----,
2025-07-28,21:25:38:402,00522,----,
2025-07-28,21:25:38:508,00522,----,
2025-07-28,21:25:38:617,00522,----,
2025-07-28,21:25:38:725,00522,----,
2025-07-28,21:25:38:835,00522,----,
2025-07-28,21:25:38:943,00521,----,
2025-07-28,21:25:39:067,00509,----,
2025-07-28,21:25:39:175,00496,----,
2025-07-28,21:25:39:271,00495,----,
2025-07-28,21:25:39:393,00484,----,
2025-07-28,21:25:39:500,00483,----,
2025-07-28,21:25:39:608,00483,----,
2025-07-28,21:25:39:718,00470,----,
2025-07-28,21:25:39:829,00470,----,
2025-07-28,21:25:39:938,00470,----,
2025-07-28,21:25:40:046,00469,----,
2025-07-28,21:25:40:155,00469,----,
2025-07-28,21:25:40:261,00468,----,
2025-07-28,21:25:40:368,00468,----,
2025-07-28,21:25:40:477,00468,----,
2025-07-28,21:25:40:585,00468,----,
2025-07-28,21:25:40:694,00468,----,
2025-07-28,21:25:40:804,00480,----,
2025-07-28,21:25:40:912,00480,----,
2025-07-28,21:25:41:021,00481,----,
2025-07-28,21:25:41:145,00494,----,
2025-07-28,21:25:41:240,00508,----,
2025-07-28,21:25:41:362,00508,----,
2025-07-28,21:25:41:471,00521,----,
2025-07-28,21:25:41:579,00521,----,
2025-07-28,21:25:41:687,00522,----,
2025-07-28,21:25:41:794,00536,----,
2025-07-28,21:25:41:903,00550,----,
2025-07-28,21:25:42:012,00549,----,
2025-07-28,21:25:42:120,00549,----,
2025-07-28,21:25:42:228,00550,----,
2025-07-28,21:25:42:337,00564,----,
2025-07-28,21:25:42:445,00564,----,
2025-07-28,21:25:42:552,00552,----,
2025-07-28,21:25:42:662,00568,----,
2025-07-28,21:25:42:785,00569,----,
2025-07-28,21:25:42:894,00583,----,
2025-07-28,21:25:43:002,00602,----,
2025-07-28,21:25:43:112,00621,----,
2025-07-28,21:25:43:219,00639,----,
2025-07-28,21:25:43:324,00656,----,
2025-07-28,21:25:43:438,00432,----,
2025-07-28,21:25:43:546,00400,----,
2025-07-28,21:25:43:656,00422,----,
2025-07-28,21:25:43:765,00628,----,
2025-07-28,21:25:43:872,00837,----,
2025-07-28,21:25:43:980,00983,----,
2025-07-28,21:25:44:088,01096,----,
2025-07-28,21:25:44:196,01196,----,
2025-07-28,21:25:44:305,01276,----,
2025-07-28,21:25:44:413,01319,----,
2025-07-28,21:25:44:521,01387,----,
2025-07-28,21:25:44:630,01417,----,
2025-07-28,21:25:44:739,01451,----,
2025-07-28,21:25:44:865,01507,----,
2025-07-28,21:25:44:988,01540,----,
2025-07-28,21:25:45:084,01558,----,
2025-07-28,21:25:45:192,01559,----,
2025-07-28,21:25:45:303,01580,----,
2025-07-28,21:25:45:425,01631,----,
2025-07-28,21:25:45:532,01648,----,
2025-07-28,21:25:45:639,01672,----,
2025-07-28,21:25:45:748,01673,----,
2025-07-28,21:25:45:854,01693,----,
2025-07-28,21:25:45:962,01709,----,
2025-07-28,21:25:46:068,01731,----,
2025-07-28,21:25:46:177,01752,----,
2025-07-28,21:25:46:287,01774,----,
2025-07-28,21:25:46:408,01789,----,
2025-07-28,21:25:46:518,01803,----,
2025-07-28,21:25:46:627,01824,----,
2025-07-28,21:25:46:735,01406,----,
2025-07-28,21:25:46:844,00700,----,
2025-07-28,21:25:46:953,00686,----,
2025-07-28,21:25:47:062,00686,----,
2025-07-28,21:25:47:170,00625,----,
2025-07-28,21:25:47:278,00538,----,
2025-07-28,21:25:47:386,00518,----,
2025-07-28,21:25:47:494,00518,----,
2025-07-28,21:25:47:602,00517,----,
2025-07-28,21:25:47:711,00516,----,
2025-07-28,21:25:47:819,00516,----,
2025-07-28,21:25:47:940,00515,----,
2025-07-28,21:25:48:048,00503,----,
2025-07-28,21:25:48:157,00502,----,
2025-07-28,21:25:48:265,00502,----,
2025-07-28,21:25:48:374,00489,----,
2025-07-28,21:25:48:481,00489,----,
2025-07-28,21:25:48:590,00474,----,
2025-07-28,21:25:48:699,00474,----,
2025-07-28,21:25:48:810,00473,----,
2025-07-28,21:25:48:918,00462,----,
2025-07-28,21:25:49:027,00461,----,
2025-07-28,21:25:49:136,00460,----,
2025-07-28,21:25:49:244,00459,----,
2025-07-28,21:25:49:353,00459,----,
2025-07-28,21:25:49:462,00458,----,
2025-07-28,21:25:49:570,00458,----,
2025-07-28,21:25:49:680,00457,----,
2025-07-28,21:25:49:788,00456,----,
2025-07-28,21:25:49:896,00456,----,
2025-07-28,21:25:50:018,00456,----,
2025-07-28,21:25:50:127,00455,----,
2025-07-28,21:25:50:236,00468,----,
2025-07-28,21:25:50:344,00469,----,
2025-07-28,21:25:50:450,00484,----,
2025-07-28,21:25:50:558,00500,----,
2025-07-28,21:25:50:665,00520,----,
2025-07-28,21:25:50:775,00538,----,
2025-07-28,21:25:50:883,00549,----,
2025-07-28,21:25:50:992,00550,----,
2025-07-28,21:25:51:100,00550,----,
2025-07-28,21:25:51:209,00563,----,
2025-07-28,21:25:51:318,00564,----,
2025-07-28,21:25:51:427,00563,----,
2025-07-28,21:25:51:536,00564,----,
2025-07-28,21:25:51:646,00564,----,
2025-07-28,21:25:51:769,00581,----,
2025-07-28,21:25:51:878,00582,----,
2025-07-28,21:25:51:986,00582,----,
2025-07-28,21:25:52:095,00594,----,
2025-07-28,21:25:52:200,00610,----,
2025-07-28,21:25:52:303,00627,----,
2025-07-28,21:25:52:420,00628,----,
2025-07-28,21:25:52:528,00643,----,
2025-07-28,21:25:52:637,00658,----,
2025-07-28,21:25:52:747,00679,----,
2025-07-28,21:25:52:856,00680,----,
2025-07-28,21:25:52:964,00680,----,
2025-07-28,21:25:53:071,00554,----,
2025-07-28,21:25:53:180,00438,----,
2025-07-28,21:25:53:287,00438,----,
2025-07-28,21:25:53:396,00678,----,
2025-07-28,21:25:53:505,00842,----,
2025-07-28,21:25:53:629,00980,----,
2025-07-28,21:25:53:737,01120,----,
2025-07-28,21:25:53:834,01162,----,
2025-07-28,21:25:53:952,01229,----,
2025-07-28,21:25:54:061,01297,----,
2025-07-28,21:25:54:167,01346,----,
2025-07-28,21:25:54:275,01379,----,
2025-07-28,21:25:54:384,01428,----,
2025-07-28,21:25:54:493,01461,----,
2025-07-28,21:25:54:601,01489,----,
2025-07-28,21:25:54:710,01511,----,
2025-07-28,21:25:54:819,01528,----,
2025-07-28,21:25:54:928,01573,----,
2025-07-28,21:25:55:039,01592,----,
2025-07-28,21:25:55:145,01616,----,
2025-07-28,21:25:55:268,01640,----,
2025-07-28,21:25:55:376,01641,----,
2025-07-28,21:25:55:484,01658,----,
2025-07-28,21:25:55:592,01673,----,
2025-07-28,21:25:55:698,01689,----,
2025-07-28,21:25:55:808,01706,----,
2025-07-28,21:25:55:915,01721,----,
2025-07-28,21:25:56:024,01742,----,
2025-07-28,21:25:56:131,01743,----,
2025-07-28,21:25:56:239,01762,----,
2025-07-28,21:25:56:361,01777,----,
2025-07-28,21:25:56:469,01775,----,
2025-07-28,21:25:56:576,00774,----,
2025-07-28,21:25:56:684,00618,----,
2025-07-28,21:25:56:792,00588,----,
2025-07-28,21:25:56:900,00569,----,
2025-07-28,21:25:57:010,00570,----,
2025-07-28,21:25:57:120,00550,----,
2025-07-28,21:25:57:227,00534,----,
2025-07-28,21:25:57:336,00533,----,
2025-07-28,21:25:57:444,00533,----,
2025-07-28,21:25:57:553,00532,----,
2025-07-28,21:25:57:674,00531,----,
2025-07-28,21:25:57:785,00520,----,
2025-07-28,21:25:57:891,00507,----,
2025-07-28,21:25:57:999,00495,----,
2025-07-28,21:25:58:108,00495,----,
2025-07-28,21:25:58:217,00494,----,
2025-07-28,21:25:58:326,00476,----,
2025-07-28,21:25:58:434,00460,----,
2025-07-28,21:25:58:543,00460,----,
2025-07-28,21:25:58:651,00447,----,
2025-07-28,21:25:58:758,00447,----,
2025-07-28,21:25:58:865,00447,----,
2025-07-28,21:25:58:973,00447,----,
2025-07-28,21:25:59:096,00447,----,
2025-07-28,21:25:59:204,00447,----,
2025-07-28,21:25:59:302,00446,----,
2025-07-28,21:25:59:420,00446,----,
2025-07-28,21:25:59:529,00446,----,
2025-07-28,21:25:59:637,00447,----,
2025-07-28,21:25:59:744,00447,----,
2025-07-28,21:25:59:848,00448,----,
2025-07-28,21:25:59:962,00463,----,
2025-07-28,21:26:00:070,00480,----,
2025-07-28,21:26:00:179,00498,----,
2025-07-28,21:26:00:287,00498,----,
2025-07-28,21:26:00:409,00529,----,
2025-07-28,21:26:00:516,00529,----,
2025-07-28,21:26:00:625,00530,----,
2025-07-28,21:26:00:731,00529,----,
2025-07-28,21:26:00:840,00529,----,
2025-07-28,21:26:00:948,00517,----,
2025-07-28,21:26:01:057,00518,----,
2025-07-28,21:26:01:167,00533,----,
2025-07-28,21:26:01:276,00523,----,
2025-07-28,21:26:01:385,00537,----,
2025-07-28,21:26:01:491,00537,----,
2025-07-28,21:26:01:613,00571,----,
2025-07-28,21:26:01:721,00595,----,
2025-07-28,21:26:01:821,00609,----,
2025-07-28,21:26:01:930,00555,----,
2025-07-28,21:26:02:039,00404,----,
2025-07-28,21:26:02:148,00514,----,
2025-07-28,21:26:02:257,00756,----,
2025-07-28,21:26:02:364,00925,----,
2025-07-28,21:26:02:488,01041,----,
2025-07-28,21:26:02:597,01141,----,
2025-07-28,21:26:02:706,01216,----,
2025-07-28,21:26:02:803,01297,----,
2025-07-28,21:26:02:925,01330,----,
2025-07-28,21:26:03:032,01384,----,
2025-07-28,21:26:03:140,01411,----,
2025-07-28,21:26:03:249,01436,----,
2025-07-28,21:26:03:358,01464,----,
2025-07-28,21:26:03:465,01512,----,
2025-07-28,21:26:03:573,01532,----,
2025-07-28,21:26:03:682,01555,----,
2025-07-28,21:26:03:791,01581,----,
2025-07-28,21:26:03:898,01602,----,
2025-07-28,21:26:04:007,01639,----,
2025-07-28,21:26:04:129,01665,----,
2025-07-28,21:26:04:235,01685,----,
2025-07-28,21:26:04:344,01686,----,
2025-07-28,21:26:04:453,01723,----,
2025-07-28,21:26:04:561,01745,----,
2025-07-28,21:26:04:669,01745,----,
2025-07-28,21:26:04:778,01761,----,
2025-07-28,21:26:04:887,01781,----,
2025-07-28,21:26:04:997,01799,----,
2025-07-28,21:26:05:106,01819,----,
2025-07-28,21:26:05:214,01818,----,
2025-07-28,21:26:05:319,01802,----,
2025-07-28,21:26:05:428,01823,----,
2025-07-28,21:26:05:536,01838,----,
2025-07-28,21:26:05:647,01859,----,
2025-07-28,21:26:05:755,01875,----,
2025-07-28,21:26:05:866,01890,----,
2025-07-28,21:26:05:986,01905,----,
2025-07-28,21:26:06:094,01942,----,
2025-07-28,21:26:06:202,01965,----,
2025-07-28,21:26:06:311,01987,----,
2025-07-28,21:26:06:420,02007,----,
2025-07-28,21:26:06:528,02007,----,
2025-07-28,21:26:06:634,02007,----,
2025-07-28,21:26:06:743,02006,----,
2025-07-28,21:26:06:854,02007,----,
2025-07-28,21:26:06:961,02025,----,
2025-07-28,21:26:07:071,02025,----,
2025-07-28,21:26:07:180,02025,----,
2025-07-28,21:26:07:289,02026,----,
2025-07-28,21:26:07:400,02040,----,
2025-07-28,21:26:07:508,02041,----,
2025-07-28,21:26:07:617,02051,----,
2025-07-28,21:26:07:724,02052,----,
